Cluster_ID	Genes	Maize_Gene	Best_Sb	Best_Sb_dS	Best_Os	Best_Os_dS
Cluster_1863	Zm00008a015309,Zm00008a015313	Zm00008a015313	Sobic.005G110400.1	0.2066	OS11T0482400-02	0.7640
Cluster_1867	Zm00008a017940,Zm00008a017943,Zm00008a017942	Zm00008a017943	Sobic.007G180600.1	0.1169	OS08T0546400-01	0.5854
Cluster_1869	Zm00008a017996,Zm00008a017997,Zm00008a017995	Zm00008a017996	Sobic.007G224100.1	0.1877	NA	NA
Cluster_1869	Zm00008a017996,Zm00008a017997,Zm00008a017995	Zm00008a017997	Sobic.007G224000.1	0.2786	OS08T0487900-01	0.8369
Cluster_1870	Zm00008a018001,Zm00008a018002	Zm00008a018002	Sobic.007G223400.1	0.4068	OS02T0293900-00	1.2520
Cluster_1871	Zm00008a018012,Zm00008a018009,Zm00008a018008,Zm00008a018010,Zm00008a018011	Zm00008a018009	NA	NA	OS02T0719600-01	1.1833
Cluster_1871	Zm00008a018012,Zm00008a018009,Zm00008a018008,Zm00008a018010,Zm00008a018011	Zm00008a018011	Sobic.007G220700.1	0.5554	NA	NA
Cluster_1872	Zm00008a018014,Zm00008a018013	Zm00008a018014	Sobic.007G220400.1	0.2621	OS08T0493800-01	1.1258
Cluster_1873	Zm00008a018025,Zm00008a018024	Zm00008a018025	Sobic.007G217700.3	0.3069	NA	NA
Cluster_1874	Zm00008a018052,Zm00008a018042	Zm00008a018042	Sobic.007G210200.1	0.3861	NA	NA
Cluster_1874	Zm00008a018052,Zm00008a018042	Zm00008a018052	Sobic.007G207000.1	0.1351	NA	NA
Cluster_1875	Zm00008a018053,Zm00008a018068	Zm00008a018053	Sobic.007G206800.1	1.5005	NA	NA
Cluster_1876	Zm00008a018062,Zm00008a018058,Zm00008a018059,Zm00008a018060	Zm00008a018059	Sobic.005G134700.1	0.5608	NA	NA
Cluster_1876	Zm00008a018062,Zm00008a018058,Zm00008a018059,Zm00008a018060	Zm00008a018062	Sobic.005G134900.1	0.5476	OS11T0529100-00	2.9693
Cluster_1877	Zm00008a015322,Zm00008a015324	Zm00008a015324	Sobic.005G112400.1	0.4904	NA	NA
Cluster_1879	Zm00008a018081,Zm00008a018080,Zm00008a018077,Zm00008a018087,Zm00008a018078,Zm00008a018079	Zm00008a018077	Sobic.005G161100.1	0.6849	NA	NA
Cluster_1879	Zm00008a018081,Zm00008a018080,Zm00008a018077,Zm00008a018087,Zm00008a018078,Zm00008a018079	Zm00008a018087	Sobic.005G161000.1	0.5925	NA	NA
Cluster_1883	Zm00008a018117,Zm00008a018116,Zm00008a018124	Zm00008a018116	Sobic.005G093800.1	0.1511	NA	NA
Cluster_1883	Zm00008a018117,Zm00008a018116,Zm00008a018124	Zm00008a018117	Sobic.005G095700.1	0.1297	NA	NA
Cluster_1884	Zm00008a018123,Zm00008a018120,Zm00008a018121	Zm00008a018120	Sobic.005G096000.2	0.1364	NA	NA
Cluster_1886	Zm00008a018119,Zm00008a018118,Zm00008a018125	Zm00008a018118	Sobic.005G095500.2	0.2623	NA	NA
Cluster_1886	Zm00008a018119,Zm00008a018118,Zm00008a018125	Zm00008a018119	Sobic.005G095900.1	0.2195	NA	NA
Cluster_1886	Zm00008a018119,Zm00008a018118,Zm00008a018125	Zm00008a018125	Sobic.005G096400.1	0.1764	NA	NA
Cluster_1887	Zm00008a018143,Zm00008a018144	Zm00008a018144	Sobic.005G059300.1	0.5951	OS03T0370800-00	1.3169
Cluster_1893	Zm00008a018196,Zm00008a018195,Zm00008a018194	Zm00008a018194	Sobic.005G068700.1	0.1157	OS11T0191400-02	0.4874
Cluster_1894	Zm00008a018198,Zm00008a018197	Zm00008a018197	Sobic.005G070200.2	0.3165	NA	NA
Cluster_1894	Zm00008a018198,Zm00008a018197	Zm00008a018198	Sobic.005G070400.3	0.1655	NA	NA
Cluster_1895	Zm00008a018202,Zm00008a018201	Zm00008a018202	Sobic.010G002800.2	0.2817	OS06T0104100-01	0.8650
Cluster_1896	Zm00008a018211,Zm00008a018213	Zm00008a018211	Sobic.005G146300.1	0.7309	NA	NA
Cluster_1898	Zm00008a018234,Zm00008a018240,Zm00008a018226,Zm00008a018238	Zm00008a018226	Sobic.005G155600.1	0.5422	NA	NA
Cluster_1898	Zm00008a018234,Zm00008a018240,Zm00008a018226,Zm00008a018238	Zm00008a018238	Sobic.005G052000.1	0.7977	NA	NA
Cluster_1901	Zm00008a015352,Zm00008a015351	Zm00008a015351	Sobic.005G123400.1	0.1373	NA	NA
Cluster_1902	Zm00008a018260,Zm00008a018259	Zm00008a018259	Sobic.005G045600.1	0.3244	NA	NA
Cluster_1904	Zm00008a018293,Zm00008a018294	Zm00008a018294	Sobic.007G207700.2	0.8448	NA	NA
Cluster_1906	Zm00008a018304,Zm00008a018305,Zm00008a018302	Zm00008a018304	Sobic.007G179600.1	0.1223	NA	NA
Cluster_1909	Zm00008a018323,Zm00008a018338	Zm00008a018323	Sobic.007G177000.1	0.1419	NA	NA
Cluster_1912	Zm00008a018343,Zm00008a018345	Zm00008a018343	Sobic.006G118800.1	0.5163	NA	NA
Cluster_1914	Zm00008a018364,Zm00008a018363	Zm00008a018363	Sobic.004G134100.3	0.2149	NA	NA
Cluster_1916	Zm00008a018377,Zm00008a018376	Zm00008a018377	Sobic.004G130100.1	0.1235	NA	NA
Cluster_1923	Zm00008a018445,Zm00008a018447,Zm00008a018446	Zm00008a018445	Sobic.004G113400.1	0.0882	NA	NA
Cluster_1924	Zm00008a014900,Zm00008a014898,Zm00008a014903,Zm00008a014897	Zm00008a014900	Sobic.003G355700.1	0.5656	NA	NA
Cluster_1926	Zm00008a018466,Zm00008a018465,Zm00008a018464	Zm00008a018464	Sobic.004G110400.1	0.3694	NA	NA
Cluster_1926	Zm00008a018466,Zm00008a018465,Zm00008a018464	Zm00008a018465	Sobic.004G110300.1	0.3227	OS02T0249200-00	1.1916
Cluster_1926	Zm00008a018466,Zm00008a018465,Zm00008a018464	Zm00008a018466	Sobic.004G109800.1	0.3368	NA	NA
Cluster_1927	Zm00008a015379,Zm00008a015380,Zm00008a015382,Zm00008a015384,Zm00008a015377	Zm00008a015380	Sobic.005G131301.1	nan	NA	NA
Cluster_1928	Zm00008a018481,Zm00008a018482	Zm00008a018481	Sobic.004G106600.1	0.2292	NA	NA
Cluster_1928	Zm00008a018481,Zm00008a018482	Zm00008a018482	Sobic.004G106500.1	0.2616	NA	NA
Cluster_1930	Zm00008a018488,Zm00008a018498,Zm00008a018503,Zm00008a018493,Zm00008a018490,Zm00008a018491,Zm00008a018504,Zm00008a018497,Zm00008a018494,Zm00008a018495,Zm00008a018502	Zm00008a018488	Sobic.004G102000.1	0.1646	NA	NA
Cluster_1931	Zm00008a014901,Zm00008a014902,Zm00008a014899	Zm00008a014899	Sobic.005G215300.1	0.6008	OS10T0346300-01	0.8335
Cluster_1931	Zm00008a014901,Zm00008a014902,Zm00008a014899	Zm00008a014902	Sobic.010G063433.1	2.2046	NA	NA
Cluster_1932	Zm00008a018544,Zm00008a018545	Zm00008a018544	Sobic.004G093100.1	0.2447	NA	NA
Cluster_1932	Zm00008a018544,Zm00008a018545	Zm00008a018545	Sobic.004G093000.1	0.2222	NA	NA
Cluster_1933	Zm00008a018551,Zm00008a018550	Zm00008a018550	Sobic.004G091600.1	0.2957	NA	NA
Cluster_1934	Zm00008a018552,Zm00008a018539	Zm00008a018539	Sobic.004G093900.1	0.3886	NA	NA
Cluster_1935	Zm00008a018557,Zm00008a018556	Zm00008a018557	Sobic.004G091000.1	2.9938	OS02T0214400-01	3.4835
Cluster_1936	Zm00008a018566,Zm00008a018565	Zm00008a018565	Sobic.004G088200.1	0.1378	NA	NA
Cluster_1940	Zm00008a018617,Zm00008a018618	Zm00008a018618	Sobic.004G078500.1	0.1299	NA	NA
Cluster_1942	Zm00008a018632,Zm00008a018631	Zm00008a018632	Sobic.004G075700.2	0.1844	NA	NA
Cluster_1952	Zm00008a018763,Zm00008a018764,Zm00008a018753,Zm00008a018752,Zm00008a018783,Zm00008a018786,Zm00008a018787,Zm00008a018784,Zm00008a018785,Zm00008a018774	Zm00008a018787	Sobic.004G040100.1	0.2939	NA	NA
Cluster_1953	Zm00008a018768,Zm00008a018767	Zm00008a018768	Sobic.007G157600.1	nan	NA	NA
Cluster_1954	Zm00008a018791,Zm00008a018790	Zm00008a018790	Sobic.004G039100.2	0.2499	NA	NA
Cluster_1960	Zm00008a018879,Zm00008a018898,Zm00008a018880	Zm00008a018880	Sobic.004G012400.1	0.1311	OS10T0329300-03	0.5630
Cluster_1961	Zm00008a018889,Zm00008a018890	Zm00008a018889	Sobic.004G013300.1	0.1866	NA	NA
Cluster_1963	Zm00008a018901,Zm00008a018902	Zm00008a018901	Sobic.004G011900.1	1.6029	OS02T0116400-01	3.9069
Cluster_1963	Zm00008a018901,Zm00008a018902	Zm00008a018902	Sobic.004G011800.1	1.1851	NA	NA
Cluster_1964	Zm00008a018912,Zm00008a018911	Zm00008a018912	Sobic.004G009400.1	2.4063	OS02T0112600-01	3.4883
Cluster_1965	Zm00008a018931,Zm00008a018932	Zm00008a018932	Sobic.004G273600.1	0.1857	OS04T0624800-01	0.5565
Cluster_1966	Zm00008a018930,Zm00008a018936	Zm00008a018936	Sobic.004G002901.1	0.2307	OS02T0103500-00	0.9387
Cluster_1968	Zm00008a015437,Zm00008a015436	Zm00008a015437	Sobic.007G075800.1	0.2746	NA	NA
Cluster_1971	Zm00008a015479,Zm00008a015478,Zm00008a015473,Zm00008a015471,Zm00008a015477,Zm00008a015476,Zm00008a015475,Zm00008a015474	Zm00008a015471	Sobic.007G066932.1	0.3948	NA	NA
Cluster_1971	Zm00008a015479,Zm00008a015478,Zm00008a015473,Zm00008a015471,Zm00008a015477,Zm00008a015476,Zm00008a015475,Zm00008a015474	Zm00008a015474	Sobic.007G066908.1	0.4407	NA	NA
Cluster_1975	Zm00008a015506,Zm00008a015505	Zm00008a015505	Sobic.009G218000.1	0.6712	NA	NA
Cluster_1979	Zm00008a015543,Zm00008a015541	Zm00008a015541	Sobic.007G049600.1	0.3432	NA	NA
Cluster_1980	Zm00008a015546,Zm00008a015545	Zm00008a015545	Sobic.007G048400.1	0.4842	OS08T0158300-00	1.7826
Cluster_1980	Zm00008a015546,Zm00008a015545	Zm00008a015546	Sobic.007G048200.1	0.4944	NA	NA
Cluster_1981	Zm00008a015555,Zm00008a015556	Zm00008a015556	Sobic.002G340100.1	0.4409	NA	NA
Cluster_1982	Zm00008a015572,Zm00008a015573,Zm00008a015574	Zm00008a015573	Sobic.007G042700.1	0.1362	NA	NA
Cluster_1983	Zm00008a015578,Zm00008a015589	Zm00008a015578	Sobic.007G041200.1	0.5988	NA	NA
Cluster_1984	Zm00008a015591,Zm00008a015585,Zm00008a015586	Zm00008a015586	Sobic.007G038000.1	0.5353	NA	NA
Cluster_1985	Zm00008a014953,Zm00008a014955	Zm00008a014953	Sobic.005G203100.1	0.7818	OS11T0654400-00	1.3491
Cluster_1988	Zm00008a015629,Zm00008a015627	Zm00008a015627	Sobic.007G025500.1	1.3961	NA	NA
Cluster_1989	Zm00008a015641,Zm00008a015643	Zm00008a015641	Sobic.002G229500.1	1.8035	NA	NA
Cluster_1989	Zm00008a015641,Zm00008a015643	Zm00008a015643	Sobic.007G022500.1	0.1616	NA	NA
Cluster_1991	Zm00008a015668,Zm00008a015673	Zm00008a015668	Sobic.007G018100.1	0.7313	NA	NA
Cluster_1991	Zm00008a015668,Zm00008a015673	Zm00008a015673	Sobic.007G015500.1	0.2357	NA	NA
Cluster_1992	Zm00008a015700,Zm00008a015715,Zm00008a015689,Zm00008a015722	Zm00008a015689	Sobic.007G009500.1	0.4616	NA	NA
Cluster_1992	Zm00008a015700,Zm00008a015715,Zm00008a015689,Zm00008a015722	Zm00008a015722	Sobic.007G204800.1	0.4434	NA	NA
Cluster_1994	Zm00008a015705,Zm00008a015704	Zm00008a015704	Sobic.007G005300.1	0.1559	NA	NA
Cluster_1996	Zm00008a015710,Zm00008a015711	Zm00008a015710	Sobic.007G004200.1	0.1671	NA	NA
Cluster_2000	Zm00008a015748,Zm00008a015745,Zm00008a015747	Zm00008a015745	Sobic.007G199800.1	0.6321	NA	NA
Cluster_2000	Zm00008a015748,Zm00008a015745,Zm00008a015747	Zm00008a015747	Sobic.007G199700.1	0.4832	NA	NA
Cluster_2000	Zm00008a015748,Zm00008a015745,Zm00008a015747	Zm00008a015748	Sobic.007G199600.1	0.1928	OS08T0523850-00	1.4743
Cluster_2001	Zm00008a014988,Zm00008a014985,Zm00008a014987	Zm00008a014985	Sobic.005G196700.1	0.2911	NA	NA
Cluster_2001	Zm00008a014988,Zm00008a014985,Zm00008a014987	Zm00008a014988	Sobic.005G195900.1	0.6785	NA	NA
Cluster_2003	Zm00008a015774,Zm00008a015773	Zm00008a015774	Sobic.007G193900.1	0.1524	OS08T0531200-01	0.6109
Cluster_2004	Zm00008a015781,Zm00008a015778,Zm00008a015782	Zm00008a015778	Sobic.007G193500.1	0.2068	OS08T0531600-01	1.1030
Cluster_2007	Zm00008a015000,Zm00008a015001	Zm00008a015001	Sobic.005G194700.2	0.2131	OS11T0629300-01	0.6065
Cluster_2011	Zm00008a015020,Zm00008a015021,Zm00008a015011,Zm00008a015013,Zm00008a015012,Zm00008a015015,Zm00008a015014,Zm00008a015017,Zm00008a015016	Zm00008a015020	Sobic.005G192801.1	nan	NA	NA
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015023	Sobic.005G192000.1	0.3214	OS11T0620500-01	1.0854
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015031	Sobic.001G204700.1	0.7078	OS11T0616200-01	1.4039
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015033	Sobic.005G187700.1	0.1094	NA	NA
Cluster_2014	Zm00008a015042,Zm00008a015041	Zm00008a015041	Sobic.005G186100.1	0.6527	NA	NA
Cluster_2017	Zm00008a015912,Zm00008a015913	Zm00008a015913	Sobic.007G154100.1	0.2997	NA	NA
Cluster_2018	Zm00008a015914,Zm00008a015915	Zm00008a015915	Sobic.007G154500.1	0.3984	NA	NA
Cluster_2021	Zm00008a015057,Zm00008a015056,Zm00008a015058	Zm00008a015056	Sobic.010G103100.1	0.6599	NA	NA
Cluster_2022	Zm00008a015933,Zm00008a015934,Zm00008a015935	Zm00008a015933	Sobic.007G102300.1	0.1612	NA	NA
Cluster_2023	Zm00008a015065,Zm00008a015066	Zm00008a015066	Sobic.007G123100.1	0.1199	OS08T0402600-01	0.6325
Cluster_2026	Zm00008a015959,Zm00008a015961,Zm00008a015960,Zm00008a015962	Zm00008a015960	Sobic.007G144600.1	0.1936	NA	NA
Cluster_2027	Zm00008a015974,Zm00008a015973	Zm00008a015973	Sobic.007G147000.1	0.3373	NA	NA
Cluster_2027	Zm00008a015974,Zm00008a015973	Zm00008a015974	Sobic.007G147101.1	0.3751	NA	NA
Cluster_2028	Zm00008a015995,Zm00008a015997	Zm00008a015995	Sobic.007G103600.1	0.0911	NA	NA
Cluster_2030	Zm00008a016009,Zm00008a016010	Zm00008a016009	Sobic.007G111800.1	0.9703	NA	NA
Cluster_2033	Zm00008a016030,Zm00008a016013,Zm00008a016004	Zm00008a016030	Sobic.007G098400.1	0.6221	NA	NA
Cluster_2035	Zm00008a016043,Zm00008a016042	Zm00008a016042	Sobic.007G096200.1	0.2943	NA	NA
Cluster_2036	Zm00008a016046,Zm00008a016045	Zm00008a016045	Sobic.007G096700.1	0.2023	NA	NA
Cluster_2041	Zm00008a016120,Zm00008a016106	Zm00008a016106	Sobic.007G118400.1	0.1868	NA	NA
Cluster_2042	Zm00008a016113,Zm00008a016114	Zm00008a016113	Sobic.007G120000.1	0.1793	NA	NA
Cluster_2042	Zm00008a016113,Zm00008a016114	Zm00008a016114	Sobic.007G120200.2	0.3778	NA	NA
Cluster_2043	Zm00008a016117,Zm00008a016116	Zm00008a016116	Sobic.007G121200.2	0.1877	OS08T0400200-00	2.2423
Cluster_2043	Zm00008a016117,Zm00008a016116	Zm00008a016117	Sobic.007G121300.2	0.2352	OS08T0400000-01	2.4466
Cluster_2045	Zm00008a016153,Zm00008a016152	Zm00008a016153	Sobic.007G126500.2	0.1593	OS08T0416100-01	0.5636
Cluster_2049	Zm00008a016179,Zm00008a016178	Zm00008a016178	Sobic.007G132000.1	0.6150	NA	NA
Cluster_2050	Zm00008a015102,Zm00008a015101	Zm00008a015102	Sobic.002G018133.1	0.5388	NA	NA
Cluster_2052	Zm00008a014849,Zm00008a014848	Zm00008a014848	Sobic.005G231600.1	1.2976	NA	NA
Cluster_2052	Zm00008a014849,Zm00008a014848	Zm00008a014849	Sobic.005G231500.1	0.4734	OS11T0707000-03	2.2869
Cluster_2053	Zm00008a016227,Zm00008a016226	Zm00008a016227	Sobic.007G141200.1	0.3123	NA	NA
Cluster_2056	Zm00008a016276,Zm00008a016277	Zm00008a016276	Sobic.007G173500.1	0.1145	OS08T0554050-01	0.6828
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014846	Sobic.005G230000.1	0.3989	NA	NA
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014852	Sobic.005G231000.1	0.0812	OS11T0705900-01	3.0633
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014853	Sobic.005G230300.2	0.4669	NA	NA
Cluster_2059	Zm00008a016283,Zm00008a016272,Zm00008a016284	Zm00008a016272	Sobic.007G157100.1	0.5411	OS08T0474866-00	1.2781
Cluster_2059	Zm00008a016283,Zm00008a016272,Zm00008a016284	Zm00008a016284	Sobic.007G157900.1	1.1087	NA	NA
Cluster_2063	Zm00008a016328,Zm00008a016329	Zm00008a016328	Sobic.004G160200.1	0.1743	OS02T0518100-01	0.6310
Cluster_2064	Zm00008a016333,Zm00008a016332	Zm00008a016332	Sobic.004G159200.1	1.2341	OS02T0520500-01	2.6391
Cluster_2065	Zm00008a016335,Zm00008a016337,Zm00008a016336	Zm00008a016335	Sobic.004G159400.3	0.4572	NA	NA
Cluster_2066	Zm00008a015109,Zm00008a015110,Zm00008a015111	Zm00008a015111	Sobic.005G169200.1	0.7476	NA	NA
Cluster_2067	Zm00008a016350,Zm00008a016356	Zm00008a016350	Sobic.004G157000.1	0.1696	OS02T0513000-01	0.8472
Cluster_2070	Zm00008a021199,Zm00008a021209	Zm00008a021209	Sobic.004G073800.1	0.1133	NA	NA
Cluster_2071	Zm00008a019525,Zm00008a019524,Zm00008a019526	Zm00008a019524	Sobic.001G114200.1	0.1503	NA	NA
Cluster_2071	Zm00008a019525,Zm00008a019524,Zm00008a019526	Zm00008a019526	Sobic.001G114100.1	0.3887	NA	NA
Cluster_2072	Zm00008a019521,Zm00008a019527	Zm00008a019521	Sobic.001G115400.1	0.2830	NA	NA
Cluster_2074	Zm00008a019539,Zm00008a019540	Zm00008a019539	Sobic.001G117800.1	0.1835	NA	NA
Cluster_2077	Zm00008a019546,Zm00008a019545	Zm00008a019545	Sobic.001G118300.1	0.1227	NA	NA
Cluster_2079	Zm00008a019551,Zm00008a019536	Zm00008a019536	Sobic.001G116800.1	0.1453	NA	NA
Cluster_2079	Zm00008a019551,Zm00008a019536	Zm00008a019551	Sobic.001G119600.1	0.1995	OS03T0708900-01	1.0252
Cluster_2081	Zm00008a021261,Zm00008a021262	Zm00008a021261	Sobic.008G016500.1	0.5988	NA	NA
Cluster_2082	Zm00008a019570,Zm00008a019571	Zm00008a019570	Sobic.001G121700.1	0.2790	NA	NA
Cluster_2083	Zm00008a021290,Zm00008a021291	Zm00008a021291	Sobic.004G083200.1	0.1240	NA	NA
Cluster_2084	Zm00008a019574,Zm00008a019575	Zm00008a019574	Sobic.001G505400.1	0.5873	OS10T0207700-01	1.8002
Cluster_2086	Zm00008a021304,Zm00008a021302,Zm00008a021303	Zm00008a021302	Sobic.004G082101.1	0.1929	OS02T0198900-01	0.6854
Cluster_2088	Zm00008a019594,Zm00008a019595	Zm00008a019595	Sobic.001G128100.2	0.8218	NA	NA
Cluster_2092	Zm00008a021321,Zm00008a021323	Zm00008a021323	Sobic.004G080000.2	1.5000	NA	NA
Cluster_2093	Zm00008a019011,Zm00008a019012	Zm00008a019011	Sobic.007G157200.1	0.7991	NA	NA
Cluster_2093	Zm00008a019011,Zm00008a019012	Zm00008a019012	Sobic.001G009700.1	0.6754	NA	NA
Cluster_2094	Zm00008a019603,Zm00008a019604,Zm00008a019605,Zm00008a019607	Zm00008a019603	Sobic.001G130200.1	0.2350	OS03T0693000-01	1.0458
Cluster_2097	Zm00008a019616,Zm00008a019615,Zm00008a019614	Zm00008a019614	Sobic.001G132100.1	0.0879	NA	NA
Cluster_2099	Zm00008a021370,Zm00008a021375,Zm00008a021374	Zm00008a021370	Sobic.004G136600.1	0.5708	NA	NA
Cluster_2099	Zm00008a021370,Zm00008a021375,Zm00008a021374	Zm00008a021375	Sobic.004G133500.1	0.6277	NA	NA
Cluster_2101	Zm00008a021403,Zm00008a021404	Zm00008a021403	Sobic.004G129900.1	0.4123	NA	NA
Cluster_2101	Zm00008a021403,Zm00008a021404	Zm00008a021404	Sobic.004G129800.1	0.2233	NA	NA
Cluster_2102	Zm00008a021410,Zm00008a021425	Zm00008a021410	Sobic.004G128200.3	0.1561	OS02T0283800-01	0.6196
Cluster_2103	Zm00008a019644,Zm00008a019643	Zm00008a019643	Sobic.001G139001.1	0.2976	OS03T0675700-01	0.5017
Cluster_2103	Zm00008a019644,Zm00008a019643	Zm00008a019644	Sobic.001G139100.1	0.2462	NA	NA
Cluster_2104	Zm00008a021429,Zm00008a021428,Zm00008a021430	Zm00008a021429	Sobic.001G023900.1	0.7537	NA	NA
Cluster_2106	Zm00008a021436,Zm00008a021437	Zm00008a021436	Sobic.004G123400.2	0.6997	NA	NA
Cluster_2107	Zm00008a021445,Zm00008a021444	Zm00008a021444	Sobic.004G122600.1	0.1783	NA	NA
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021455	Sobic.004G121900.1	0.5558	NA	NA
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021456	Sobic.004G121800.1	0.7275	NA	NA
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021464	Sobic.004G119600.1	0.9249	NA	NA
Cluster_2113	Zm00008a021503,Zm00008a021507	Zm00008a021507	Sobic.010G075600.1	0.6668	NA	NA
Cluster_2117	Zm00008a021544,Zm00008a021545	Zm00008a021544	Sobic.004G109000.1	0.2155	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021520	Sobic.004G114200.1	0.5300	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021538	Sobic.004G110400.1	0.2580	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021539	Sobic.004G110300.1	0.3727	OS02T0249200-00	1.1654
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021540	Sobic.004G110200.1	0.3879	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021541	Sobic.004G109900.1	0.5592	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021542	Sobic.004G109600.1	0.3848	NA	NA
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021543	Sobic.004G109400.1	0.8189	NA	NA
Cluster_2121	Zm00008a021573,Zm00008a021572	Zm00008a021573	Sobic.004G105500.1	0.2181	OS06T0538200-01	1.0230
Cluster_2122	Zm00008a021566,Zm00008a021574,Zm00008a021567	Zm00008a021566	Sobic.004G106100.1	0.7005	NA	NA
Cluster_2122	Zm00008a021566,Zm00008a021574,Zm00008a021567	Zm00008a021567	Sobic.004G106000.1	0.4021	NA	NA
Cluster_2124	Zm00008a021584,Zm00008a021585	Zm00008a021584	Sobic.004G103901.1	0.9609	NA	NA
Cluster_2126	Zm00008a019700,Zm00008a019698	Zm00008a019698	Sobic.001G146200.1	0.8709	NA	NA
Cluster_2128	Zm00008a021615,Zm00008a021582,Zm00008a021600	Zm00008a021582	Sobic.004G104800.1	0.1515	NA	NA
Cluster_2129	Zm00008a021631,Zm00008a021635	Zm00008a021635	Sobic.004G100500.1	0.5013	NA	NA
Cluster_2133	Zm00008a019716,Zm00008a019717	Zm00008a019716	Sobic.001G148800.1	0.3290	OS03T0656000-00	0.6541
Cluster_2134	Zm00008a021665,Zm00008a021666	Zm00008a021666	Sobic.004G097000.1	0.6944	NA	NA
Cluster_2135	Zm00008a021683,Zm00008a021682,Zm00008a021681,Zm00008a021680	Zm00008a021683	Sobic.004G095000.1	0.2845	NA	NA
Cluster_2136	Zm00008a021696,Zm00008a021697	Zm00008a021697	Sobic.004G092500.1	0.0834	NA	NA
Cluster_2140	Zm00008a021746,Zm00008a021744,Zm00008a021745,Zm00008a021742,Zm00008a021743,Zm00008a021740,Zm00008a021741,Zm00008a021730,Zm00008a021723,Zm00008a021726,Zm00008a021724,Zm00008a021732,Zm00008a021731,Zm00008a021727,Zm00008a021737,Zm00008a021736,Zm00008a021735,Zm00008a021734,Zm00008a021738,Zm00008a021728,Zm00008a021729	Zm00008a021735	Sobic.004G087300.1	0.6367	NA	NA
Cluster_2140	Zm00008a021746,Zm00008a021744,Zm00008a021745,Zm00008a021742,Zm00008a021743,Zm00008a021740,Zm00008a021741,Zm00008a021730,Zm00008a021723,Zm00008a021726,Zm00008a021724,Zm00008a021732,Zm00008a021731,Zm00008a021727,Zm00008a021737,Zm00008a021736,Zm00008a021735,Zm00008a021734,Zm00008a021738,Zm00008a021728,Zm00008a021729	Zm00008a021740	Sobic.004G087100.1	0.3510	NA	NA
Cluster_2141	Zm00008a021754,Zm00008a021753	Zm00008a021754	Sobic.004G138100.1	0.5946	OS02T0462200-01	1.2934
Cluster_2142	Zm00008a021764,Zm00008a021765	Zm00008a021764	Sobic.004G139700.1	nan	OS02T0463500-01	nan
Cluster_2145	Zm00008a021777,Zm00008a021776	Zm00008a021777	Sobic.004G143700.1	0.1911	NA	NA
Cluster_2146	Zm00008a021780,Zm00008a021779	Zm00008a021780	Sobic.004G144500.1	0.2068	NA	NA
Cluster_2147	Zm00008a021807,Zm00008a021813,Zm00008a021808	Zm00008a021813	Sobic.006G224100.1	0.1935	NA	NA
Cluster_2151	Zm00008a021834,Zm00008a021835	Zm00008a021835	Sobic.004G153800.1	0.4529	OS02T0506100-00	1.9728
Cluster_2152	Zm00008a021843,Zm00008a021844	Zm00008a021844	Sobic.004G155300.1	1.0399	NA	NA
