Cluster_0000	Zm00001d025036,Zm00001d025037
Cluster_1490	Zm00001d014879,Zm00001d014882,Zm00001d014880,Zm00001d014883
Cluster_1491	Zm00001d014903,Zm00001d014906
Cluster_1492	Zm00001d013225,Zm00001d013228
Cluster_1493	Zm00001d013231,Zm00001d013230,Zm00001d013226,Zm00001d013229
Cluster_1494	Zm00001d014944,Zm00001d014945
Cluster_1496	Zm00001d014957,Zm00001d014954
Cluster_1499	Zm00001d014973,Zm00001d014968
Cluster_1505	Zm00001d015021,Zm00001d015022
Cluster_1506	Zm00001d015040,Zm00001d015043
Cluster_1509	Zm00001d015052,Zm00001d015057,Zm00001d015047,Zm00001d015041
Cluster_1510	Zm00001d015054,Zm00001d015053
Cluster_1511	Zm00001d015067,Zm00001d015071,Zm00001d015073
Cluster_1512	Zm00001d015076,Zm00001d015079,Zm00001d015068,Zm00001d015070,Zm00001d015072,Zm00001d015075,Zm00001d015077
Cluster_1514	Zm00001d015097,Zm00001d015098
Cluster_1517	Zm00001d013286,Zm00001d013285
Cluster_1519	Zm00001d015220,Zm00001d015217,Zm00001d015216,Zm00001d015224
Cluster_1522	Zm00001d015239,Zm00001d015234
Cluster_1523	Zm00001d015255,Zm00001d015253
Cluster_1526	Zm00001d015367,Zm00001d015372
Cluster_1527	Zm00001d015405,Zm00001d015404,Zm00001d015406
Cluster_1529	Zm00001d015444,Zm00001d015445
Cluster_1531	Zm00001d015499,Zm00001d015495
Cluster_1533	Zm00001d015557,Zm00001d015556
Cluster_1534	Zm00001d013365,Zm00001d013366
Cluster_1535	Zm00001d012840,Zm00001d012839
Cluster_1539	Zm00001d036804,Zm00001d036801
Cluster_1540	Zm00001d036818,Zm00001d036824,Zm00001d036819,Zm00001d036815,Zm00001d036816,Zm00001d036820,Zm00001d036821,Zm00001d036822,Zm00001d036823
Cluster_1542	Zm00001d036845,Zm00001d036840,Zm00001d036847
Cluster_1543	Zm00001d036853,Zm00001d036856,Zm00001d036865,Zm00001d036864,Zm00001d036855
Cluster_1546	Zm00001d036936,Zm00001d036940
Cluster_1547	Zm00001d036941,Zm00001d036942
Cluster_1549	Zm00001d037009,Zm00001d037008,Zm00001d037005
Cluster_1550	Zm00001d037023,Zm00001d037019
Cluster_1552	Zm00001d037031,Zm00001d037012
Cluster_1555	Zm00001d037077,Zm00001d037075
Cluster_1556	Zm00001d037082,Zm00001d037081
Cluster_1557	Zm00001d037089,Zm00001d037091
Cluster_1558	Zm00001d037153,Zm00001d037155
Cluster_1563	Zm00001d037250,Zm00001d037248,Zm00001d037249
Cluster_1565	Zm00001d037303,Zm00001d037301
Cluster_1566	Zm00001d037317,Zm00001d037316
Cluster_1567	Zm00001d037384,Zm00001d037383,Zm00001d037382
Cluster_1568	Zm00001d037386,Zm00001d037389,Zm00001d037375
Cluster_1569	Zm00001d037392,Zm00001d037391
Cluster_1570	Zm00001d037397,Zm00001d037398
Cluster_1571	Zm00001d037409,Zm00001d037411
Cluster_1572	Zm00001d037417,Zm00001d037415
Cluster_1574	Zm00001d037550,Zm00001d037547
Cluster_1576	Zm00001d037579,Zm00001d037580,Zm00001d037577
Cluster_1577	Zm00001d037610,Zm00001d037608
Cluster_1579	Zm00001d037632,Zm00001d037631
Cluster_1581	Zm00001d037656,Zm00001d037653
Cluster_1582	Zm00001d037672,Zm00001d037666,Zm00001d037682
Cluster_1584	Zm00001d037717,Zm00001d037700
Cluster_1585	Zm00001d037725,Zm00001d037727
Cluster_1586	Zm00001d037742,Zm00001d037740,Zm00001d037741
Cluster_1587	Zm00001d035001,Zm00001d035003,Zm00001d035002
Cluster_1589	Zm00001d037873,Zm00001d037877,Zm00001d037875,Zm00001d037882
Cluster_1590	Zm00001d037886,Zm00001d037884
Cluster_1595	Zm00001d037962,Zm00001d037961
Cluster_1596	Zm00001d037985,Zm00001d037988
Cluster_1597	Zm00001d037994,Zm00001d037998,Zm00001d037999
Cluster_1598	Zm00001d038025,Zm00001d038031,Zm00001d038010
Cluster_1599	Zm00001d038049,Zm00001d038052
Cluster_1603	Zm00001d038178,Zm00001d038177
Cluster_1605	Zm00001d038186,Zm00001d038181,Zm00001d038185,Zm00001d038179,Zm00001d038180
Cluster_1607	Zm00001d038272,Zm00001d038271
Cluster_1608	Zm00001d038285,Zm00001d038284,Zm00001d038283
Cluster_1609	Zm00001d038333,Zm00001d038334,Zm00001d038335
Cluster_1610	Zm00001d035228,Zm00001d035229
Cluster_1611	Zm00001d038363,Zm00001d038365,Zm00001d038364
Cluster_1614	Zm00001d035230,Zm00001d035224,Zm00001d035234
Cluster_1615	Zm00001d038418,Zm00001d038429,Zm00001d038428,Zm00001d038414,Zm00001d038415,Zm00001d038413,Zm00001d038424,Zm00001d038425
Cluster_1616	Zm00001d038459,Zm00001d038452
Cluster_1617	Zm00001d038460,Zm00001d038453
Cluster_1618	Zm00001d038485,Zm00001d038481,Zm00001d038484,Zm00001d038488
Cluster_1619	Zm00001d038496,Zm00001d038495
Cluster_1620	Zm00001d038526,Zm00001d038523
Cluster_1621	Zm00001d038543,Zm00001d038545
Cluster_1622	Zm00001d038549,Zm00001d038551
Cluster_1626	Zm00001d038585,Zm00001d038584
Cluster_1630	Zm00001d038634,Zm00001d038640
Cluster_1632	Zm00001d038699,Zm00001d038700,Zm00001d038703,Zm00001d038702
Cluster_1633	Zm00001d038721,Zm00001d038720
Cluster_1634	Zm00001d038765,Zm00001d038764,Zm00001d038763
Cluster_1635	Zm00001d038811,Zm00001d038812,Zm00001d038813
Cluster_1641	Zm00001d038885,Zm00001d038886
Cluster_1645	Zm00001d038969,Zm00001d038968
Cluster_1646	Zm00001d038974,Zm00001d038975
Cluster_1647	Zm00001d038987,Zm00001d038980,Zm00001d038991
Cluster_1649	Zm00001d039022,Zm00001d039026
Cluster_1650	Zm00001d039051,Zm00001d039052
Cluster_1651	Zm00001d039088,Zm00001d039087
Cluster_1652	Zm00001d039091,Zm00001d039090
Cluster_1653	Zm00001d039097,Zm00001d039098,Zm00001d039099
Cluster_1655	Zm00001d039121,Zm00001d039123
Cluster_1658	Zm00001d039152,Zm00001d039151
Cluster_1659	Zm00001d035247,Zm00001d035248
Cluster_1664	Zm00001d039226,Zm00001d039230
Cluster_1665	Zm00001d035257,Zm00001d035262
Cluster_1666	Zm00001d035261,Zm00001d035258
Cluster_1669	Zm00001d035327,Zm00001d035326
Cluster_1674	Zm00001d035398,Zm00001d035399
Cluster_1675	Zm00001d035401,Zm00001d035400
Cluster_1676	Zm00001d035428,Zm00001d035434
Cluster_1677	Zm00001d035037,Zm00001d035038
Cluster_1680	Zm00001d035543,Zm00001d035542
Cluster_1682	Zm00001d035558,Zm00001d035562,Zm00001d035559,Zm00001d035560,Zm00001d035561
Cluster_1683	Zm00001d035056,Zm00001d035063
Cluster_1684	Zm00001d035057,Zm00001d035064,Zm00001d035056
Cluster_1685	Zm00001d035587,Zm00001d035588,Zm00001d035585,Zm00001d035584
Cluster_1686	Zm00001d035591,Zm00001d035592
Cluster_1687	Zm00001d035600,Zm00001d035599
Cluster_1689	Zm00001d035606,Zm00001d035607
Cluster_1690	Zm00001d035612,Zm00001d035614
Cluster_1691	Zm00001d035618,Zm00001d035617,Zm00001d035619
Cluster_1692	Zm00001d035628,Zm00001d035624
Cluster_1693	Zm00001d035629,Zm00001d035625
Cluster_1694	Zm00001d035640,Zm00001d035638
Cluster_1695	Zm00001d035076,Zm00001d035084
Cluster_1696	Zm00001d035663,Zm00001d035659,Zm00001d035662
Cluster_1699	Zm00001d035681,Zm00001d035680,Zm00001d035683,Zm00001d035684
Cluster_1700	Zm00001d035717,Zm00001d035713,Zm00001d035714
Cluster_1701	Zm00001d035722,Zm00001d035720
Cluster_1703	Zm00001d035756,Zm00001d035753
Cluster_1706	Zm00001d035823,Zm00001d035833
Cluster_1709	Zm00001d035112,Zm00001d035100,Zm00001d035111,Zm00001d035108,Zm00001d035109,Zm00001d035102,Zm00001d035101,Zm00001d035104
Cluster_1711	Zm00001d035881,Zm00001d035879
Cluster_1712	Zm00001d035901,Zm00001d035902
Cluster_1715	Zm00001d035974,Zm00001d035975
Cluster_1716	Zm00001d035143,Zm00001d035145
Cluster_1717	Zm00001d036066,Zm00001d036069,Zm00001d036072,Zm00001d036068
Cluster_1721	Zm00001d036110,Zm00001d036112
Cluster_1722	Zm00001d035163,Zm00001d035166,Zm00001d035157,Zm00001d035162,Zm00001d035161
Cluster_1723	Zm00001d036139,Zm00001d036142
Cluster_1726	Zm00001d036241,Zm00001d036238,Zm00001d036237
Cluster_1727	Zm00001d036261,Zm00001d036263,Zm00001d036262
Cluster_1728	Zm00001d036264,Zm00001d036266
Cluster_1729	Zm00001d036267,Zm00001d036270,Zm00001d036272
Cluster_1730	Zm00001d036278,Zm00001d036275,Zm00001d036274,Zm00001d036277
Cluster_1731	Zm00001d036315,Zm00001d036318,Zm00001d036313
Cluster_1733	Zm00001d035183,Zm00001d035172,Zm00001d035174
Cluster_1734	Zm00001d036370,Zm00001d036366
Cluster_1735	Zm00001d036373,Zm00001d036376,Zm00001d036379
Cluster_1736	Zm00001d036375,Zm00001d036378,Zm00001d036374
Cluster_1737	Zm00001d036464,Zm00001d036467
Cluster_1738	Zm00001d036465,Zm00001d036468
Cluster_1740	Zm00001d036568,Zm00001d036567,Zm00001d036565
Cluster_1742	Zm00001d036621,Zm00001d036622
Cluster_1743	Zm00001d036643,Zm00001d036641,Zm00001d036646,Zm00001d036647
Cluster_1744	Zm00001d036660,Zm00001d036655,Zm00001d036663,Zm00001d036667
Cluster_1745	Zm00001d036666,Zm00001d036664
Cluster_1746	Zm00001d036693,Zm00001d036694
Cluster_1751	Zm00001d020261,Zm00001d020260
Cluster_1753	Zm00001d020280,Zm00001d020277,Zm00001d020282,Zm00001d020281,Zm00001d020279
Cluster_1756	Zm00001d020306,Zm00001d020307,Zm00001d020308
Cluster_1757	Zm00001d020320,Zm00001d020319
Cluster_1759	Zm00001d018966,Zm00001d018965
Cluster_1762	Zm00001d020400,Zm00001d020401,Zm00001d020402
Cluster_1763	Zm00001d020408,Zm00001d020405
Cluster_1764	Zm00001d018976,Zm00001d018977
Cluster_1766	Zm00001d018619,Zm00001d018618,Zm00001d018620
Cluster_1767	Zm00001d020472,Zm00001d020476
Cluster_1768	Zm00001d020475,Zm00001d020468,Zm00001d020483
Cluster_1769	Zm00001d020480,Zm00001d020484
Cluster_1773	Zm00001d020504,Zm00001d020503
Cluster_1780	Zm00001d020573,Zm00001d020574,Zm00001d020575,Zm00001d020577
Cluster_1781	Zm00001d020584,Zm00001d020585
Cluster_1782	Zm00001d018995,Zm00001d019001,Zm00001d018989,Zm00001d018990,Zm00001d019000,Zm00001d018994,Zm00001d018998
Cluster_1784	Zm00001d019004,Zm00001d019005
Cluster_1786	Zm00001d020728,Zm00001d020727
Cluster_1787	Zm00001d020735,Zm00001d020742,Zm00001d020741,Zm00001d020736,Zm00001d020738,Zm00001d020740,Zm00001d020744,Zm00001d020737,Zm00001d020732
Cluster_1788	Zm00001d020754,Zm00001d020751,Zm00001d020752,Zm00001d020750
Cluster_1797	Zm00001d018631,Zm00001d018628,Zm00001d018629,Zm00001d018630
Cluster_1798	Zm00001d020961,Zm00001d020957,Zm00001d020958,Zm00001d020960
Cluster_1800	Zm00001d018632,Zm00001d018633
Cluster_1801	Zm00001d021016,Zm00001d021017
Cluster_1802	Zm00001d021018,Zm00001d021020
Cluster_1803	Zm00001d021047,Zm00001d021048
Cluster_1805	Zm00001d021093,Zm00001d021095,Zm00001d021094
Cluster_1806	Zm00001d021115,Zm00001d021117,Zm00001d021097,Zm00001d021107,Zm00001d021099,Zm00001d021103
Cluster_1808	Zm00001d021168,Zm00001d021167
Cluster_1809	Zm00001d021189,Zm00001d021191
Cluster_1810	Zm00001d021205,Zm00001d021207,Zm00001d021208,Zm00001d021214
Cluster_1813	Zm00001d021329,Zm00001d021324
Cluster_1814	Zm00001d019064,Zm00001d019066,Zm00001d019065
Cluster_1817	Zm00001d021456,Zm00001d021455,Zm00001d021454,Zm00001d021459,Zm00001d021457
Cluster_1820	Zm00001d021484,Zm00001d021485
Cluster_1824	Zm00001d021508,Zm00001d021511
Cluster_1826	Zm00001d021572,Zm00001d021576,Zm00001d021577,Zm00001d021571
Cluster_1827	Zm00001d019086,Zm00001d019084,Zm00001d019079
Cluster_1831	Zm00001d021689,Zm00001d021682,Zm00001d021688,Zm00001d021686,Zm00001d021696,Zm00001d021684,Zm00001d021699,Zm00001d021683,Zm00001d021698,Zm00001d021680,Zm00001d021692,Zm00001d021693,Zm00001d021679
Cluster_1832	Zm00001d021697,Zm00001d021695,Zm00001d021690
Cluster_1833	Zm00001d021706,Zm00001d021707
Cluster_1834	Zm00001d021729,Zm00001d021727,Zm00001d021726,Zm00001d021737
Cluster_1835	Zm00001d021731,Zm00001d021732,Zm00001d021736
Cluster_1836	Zm00001d021734,Zm00001d021733
Cluster_1838	Zm00001d021752,Zm00001d021753,Zm00001d021747
Cluster_1839	Zm00001d021757,Zm00001d021755
Cluster_1842	Zm00001d019098,Zm00001d019096
Cluster_1843	Zm00001d021867,Zm00001d021864
Cluster_1844	Zm00001d021868,Zm00001d021866
Cluster_1847	Zm00001d018648,Zm00001d018650,Zm00001d018649,Zm00001d018652
Cluster_1848	Zm00001d021943,Zm00001d021938,Zm00001d021935,Zm00001d021936,Zm00001d021942
Cluster_1849	Zm00001d021990,Zm00001d021992
Cluster_1850	Zm00001d021993,Zm00001d021991
Cluster_1851	Zm00001d022035,Zm00001d022036
Cluster_1852	Zm00001d022053,Zm00001d022055,Zm00001d022057
Cluster_1855	Zm00001d022120,Zm00001d022117
Cluster_1856	Zm00001d022122,Zm00001d022119
Cluster_1858	Zm00001d022193,Zm00001d022192
Cluster_1859	Zm00001d022216,Zm00001d022221
Cluster_1860	Zm00001d022217,Zm00001d022222
Cluster_1861	Zm00001d022218,Zm00001d022223
Cluster_1862	Zm00001d022267,Zm00001d022268,Zm00001d022269
Cluster_1864	Zm00001d018593,Zm00001d018594
Cluster_1865	Zm00001d022290,Zm00001d022284,Zm00001d022281,Zm00001d022282,Zm00001d022283,Zm00001d022280,Zm00001d022279,Zm00001d022289
Cluster_1867	Zm00001d022327,Zm00001d022320,Zm00001d022317,Zm00001d022323,Zm00001d022326
Cluster_1869	Zm00001d022357,Zm00001d022361
Cluster_1870	Zm00001d022360,Zm00001d022356
Cluster_1871	Zm00001d022399,Zm00001d022400
Cluster_1873	Zm00001d022421,Zm00001d022420
Cluster_1875	Zm00001d022453,Zm00001d022457,Zm00001d022456,Zm00001d022458
Cluster_1876	Zm00001d019120,Zm00001d019122
Cluster_1877	Zm00001d022556,Zm00001d022555
Cluster_1880	Zm00001d019156,Zm00001d019155,Zm00001d019162,Zm00001d019160
Cluster_1882	Zm00001d018673,Zm00001d018670
Cluster_1884	Zm00001d019251,Zm00001d019250
Cluster_1885	Zm00001d019258,Zm00001d019256,Zm00001d019265,Zm00001d019254,Zm00001d019259
Cluster_1886	Zm00001d019271,Zm00001d019270,Zm00001d019274
Cluster_1888	Zm00001d018682,Zm00001d018683
Cluster_1891	Zm00001d018691,Zm00001d018687,Zm00001d018681,Zm00001d018680,Zm00001d018674,Zm00001d018692,Zm00001d018685,Zm00001d018686,Zm00001d018690
Cluster_1892	Zm00001d019302,Zm00001d019300
Cluster_1895	Zm00001d018700,Zm00001d018701
Cluster_1896	Zm00001d018703,Zm00001d018705,Zm00001d018714
Cluster_1899	Zm00001d018709,Zm00001d018707,Zm00001d018708
Cluster_1900	Zm00001d018710,Zm00001d018711
Cluster_1901	Zm00001d019374,Zm00001d019373
Cluster_1902	Zm00001d019380,Zm00001d019385,Zm00001d019394
Cluster_1903	Zm00001d019400,Zm00001d019399
Cluster_1904	Zm00001d019405,Zm00001d019406,Zm00001d019407
Cluster_1905	Zm00001d019413,Zm00001d019411
Cluster_1908	Zm00001d018737,Zm00001d018738,Zm00001d018734
Cluster_1909	Zm00001d019549,Zm00001d019550
Cluster_1910	Zm00001d019560,Zm00001d019557
Cluster_1912	Zm00001d019563,Zm00001d019565
Cluster_1914	Zm00001d018762,Zm00001d018759,Zm00001d018766,Zm00001d018760,Zm00001d018764
Cluster_1915	Zm00001d018765,Zm00001d018763,Zm00001d018761
Cluster_1916	Zm00001d019680,Zm00001d019678,Zm00001d019679
Cluster_1919	Zm00001d019725,Zm00001d019726
Cluster_1921	Zm00001d019756,Zm00001d019757
Cluster_1923	Zm00001d018815,Zm00001d018814
Cluster_1925	Zm00001d019805,Zm00001d019806,Zm00001d019807
Cluster_1927	Zm00001d018837,Zm00001d018830
Cluster_1928	Zm00001d019854,Zm00001d019863
Cluster_1929	Zm00001d018845,Zm00001d018844
Cluster_1930	Zm00001d018847,Zm00001d018846
Cluster_1932	Zm00001d018855,Zm00001d018854,Zm00001d018853,Zm00001d018848,Zm00001d018857
Cluster_1933	Zm00001d019915,Zm00001d019917,Zm00001d019916
Cluster_1935	Zm00001d019948,Zm00001d019949
Cluster_1936	Zm00001d019961,Zm00001d019951,Zm00001d019960
Cluster_1938	Zm00001d018879,Zm00001d018876,Zm00001d018874,Zm00001d018880,Zm00001d018877
Cluster_1939	Zm00001d019990,Zm00001d019989
Cluster_1943	Zm00001d018614,Zm00001d018615
Cluster_1946	Zm00001d018914,Zm00001d018913
Cluster_1947	Zm00001d020117,Zm00001d020118,Zm00001d020112,Zm00001d020109
Cluster_1951	Zm00001d020185,Zm00001d020183,Zm00001d020184
Cluster_1952	Zm00001d020193,Zm00001d020195
Cluster_1953	Zm00001d010152,Zm00001d010162
Cluster_1954	Zm00001d008494,Zm00001d008495,Zm00001d008496
Cluster_1956	Zm00001d010232,Zm00001d010233
Cluster_1957	Zm00001d010255,Zm00001d010251
Cluster_1960	Zm00001d010296,Zm00001d010297,Zm00001d010299,Zm00001d010302
Cluster_1961	Zm00001d010343,Zm00001d010345,Zm00001d010348,Zm00001d010353
Cluster_1962	Zm00001d010356,Zm00001d010344,Zm00001d010347
Cluster_1965	Zm00001d010442,Zm00001d010448
Cluster_1968	Zm00001d010550,Zm00001d010551
Cluster_1975	Zm00001d010751,Zm00001d010749
Cluster_1976	Zm00001d010765,Zm00001d010776,Zm00001d010762,Zm00001d010774,Zm00001d010771,Zm00001d010775
Cluster_1977	Zm00001d010780,Zm00001d010768,Zm00001d010772,Zm00001d010763
Cluster_1978	Zm00001d010782,Zm00001d010773,Zm00001d010764,Zm00001d010770,Zm00001d010779
Cluster_1979	Zm00001d010876,Zm00001d010875
Cluster_1981	Zm00001d010926,Zm00001d010924,Zm00001d010925
Cluster_1983	Zm00001d008586,Zm00001d008581,Zm00001d008585,Zm00001d008582,Zm00001d008584
Cluster_1985	Zm00001d011004,Zm00001d011005
Cluster_1986	Zm00001d011014,Zm00001d011026,Zm00001d011017,Zm00001d011016,Zm00001d011028
Cluster_1987	Zm00001d011034,Zm00001d011035
Cluster_1988	Zm00001d011079,Zm00001d011080
Cluster_1989	Zm00001d011087,Zm00001d011086
Cluster_1990	Zm00001d011105,Zm00001d011107
Cluster_1991	Zm00001d011127,Zm00001d011126
Cluster_1996	Zm00001d011260,Zm00001d011262
Cluster_1997	Zm00001d011291,Zm00001d011292
Cluster_1998	Zm00001d011315,Zm00001d011319
Cluster_1999	Zm00001d011326,Zm00001d011327
Cluster_2000	Zm00001d011340,Zm00001d011342,Zm00001d011345
Cluster_2002	Zm00001d011367,Zm00001d011368
Cluster_2005	Zm00001d011417,Zm00001d011418,Zm00001d011422,Zm00001d011419,Zm00001d011420
Cluster_2006	Zm00001d011428,Zm00001d011429
Cluster_2008	Zm00001d008633,Zm00001d008632,Zm00001d008631
Cluster_2012	Zm00001d011550,Zm00001d011551
Cluster_2014	Zm00001d011572,Zm00001d011573
Cluster_2015	Zm00001d011584,Zm00001d011583,Zm00001d011582
Cluster_2018	Zm00001d011629,Zm00001d011628,Zm00001d011625,Zm00001d011626
Cluster_2019	Zm00001d011643,Zm00001d011641
Cluster_2021	Zm00001d011655,Zm00001d011656,Zm00001d011654
Cluster_2022	Zm00001d011692,Zm00001d011694,Zm00001d011693
Cluster_2023	Zm00001d011729,Zm00001d011723
Cluster_2024	Zm00001d011737,Zm00001d011736
Cluster_2026	Zm00001d011807,Zm00001d011808
Cluster_2029	Zm00001d011924,Zm00001d011926,Zm00001d011925
Cluster_2031	Zm00001d012024,Zm00001d012021,Zm00001d012022,Zm00001d012023
Cluster_2033	Zm00001d008671,Zm00001d008674,Zm00001d008672
Cluster_2034	Zm00001d012092,Zm00001d012095
Cluster_2035	Zm00001d012122,Zm00001d012124
Cluster_2038	Zm00001d012185,Zm00001d012184,Zm00001d012188,Zm00001d012187,Zm00001d012186
Cluster_2041	Zm00001d012249,Zm00001d012252
Cluster_2043	Zm00001d012275,Zm00001d012276
Cluster_2045	Zm00001d012301,Zm00001d012306
Cluster_2048	Zm00001d012373,Zm00001d012363,Zm00001d012366,Zm00001d012368,Zm00001d012371,Zm00001d012377,Zm00001d012375
Cluster_2052	Zm00001d012532,Zm00001d012533
Cluster_2053	Zm00001d012574,Zm00001d012573
Cluster_2057	Zm00001d012628,Zm00001d012627,Zm00001d012629
Cluster_2059	Zm00001d012742,Zm00001d012741
Cluster_2060	Zm00001d012772,Zm00001d012773
Cluster_2061	Zm00001d012788,Zm00001d012782,Zm00001d012785,Zm00001d012780,Zm00001d012781
Cluster_2063	Zm00001d008772,Zm00001d008769
Cluster_2067	Zm00001d008891,Zm00001d008899,Zm00001d008901
Cluster_2069	Zm00001d008925,Zm00001d008929,Zm00001d008928,Zm00001d008927,Zm00001d008934
Cluster_2071	Zm00001d008984,Zm00001d008990,Zm00001d008987,Zm00001d008985
Cluster_2073	Zm00001d008261,Zm00001d008260
Cluster_2074	Zm00001d009082,Zm00001d009083
Cluster_2077	Zm00001d009124,Zm00001d009113
Cluster_2080	Zm00001d009220,Zm00001d009221
Cluster_2087	Zm00001d008331,Zm00001d008332
Cluster_2092	Zm00001d009461,Zm00001d009462
Cluster_2095	Zm00001d009605,Zm00001d009600,Zm00001d009603
Cluster_2096	Zm00001d008399,Zm00001d008403
Cluster_2098	Zm00001d009657,Zm00001d009650,Zm00001d009653,Zm00001d009656
Cluster_2099	Zm00001d009676,Zm00001d009671,Zm00001d009672
Cluster_2100	Zm00001d009705,Zm00001d009706
Cluster_2101	Zm00001d009732,Zm00001d009734
Cluster_2103	Zm00001d009735,Zm00001d009733
Cluster_2104	Zm00001d009738,Zm00001d009737
Cluster_2106	Zm00001d008412,Zm00001d008413
Cluster_2107	Zm00001d009870,Zm00001d009868
Cluster_2110	Zm00001d009886,Zm00001d009887
Cluster_2112	Zm00001d009923,Zm00001d009924
Cluster_2113	Zm00001d008452,Zm00001d008450
Cluster_2114	Zm00001d009950,Zm00001d009948
Cluster_2119	Zm00001d008477,Zm00001d008468,Zm00001d008465,Zm00001d008460,Zm00001d008467,Zm00001d008488,Zm00001d008458,Zm00001d008489,Zm00001d008457,Zm00001d008485,Zm00001d008462,Zm00001d008487,Zm00001d008466,Zm00001d008478,Zm00001d008479,Zm00001d008461
Cluster_2120	Zm00001d010094,Zm00001d010093,Zm00001d010102,Zm00001d010105
Cluster_2121	Zm00001d010103,Zm00001d010098,Zm00001d010104,Zm00001d010099,Zm00001d010101
Cluster_2122	Zm00001d010118,Zm00001d010117
Cluster_2124	Zm00001d046667,Zm00001d046668
Cluster_2125	Zm00001d046675,Zm00001d046673
Cluster_2126	Zm00001d046697,Zm00001d046700,Zm00001d046705,Zm00001d046711,Zm00001d046714,Zm00001d046706,Zm00001d046713
Cluster_2127	Zm00001d046703,Zm00001d046704
Cluster_2131	Zm00001d045030,Zm00001d045031
Cluster_2132	Zm00001d046800,Zm00001d046801,Zm00001d046794,Zm00001d046798
Cluster_2133	Zm00001d046812,Zm00001d046813
Cluster_2134	Zm00001d046831,Zm00001d046828
Cluster_2135	Zm00001d046832,Zm00001d046833
Cluster_2136	Zm00001d046839,Zm00001d046842
Cluster_2137	Zm00001d046841,Zm00001d046840
Cluster_2138	Zm00001d046859,Zm00001d046846
Cluster_2139	Zm00001d046881,Zm00001d046875
Cluster_2140	Zm00001d046921,Zm00001d046922
Cluster_2143	Zm00001d045070,Zm00001d045071
Cluster_2144	Zm00001d047030,Zm00001d047028
Cluster_2147	Zm00001d047087,Zm00001d047089,Zm00001d047090,Zm00001d047091,Zm00001d047094,Zm00001d047096,Zm00001d047093
Cluster_2148	Zm00001d047097,Zm00001d047099
Cluster_2149	Zm00001d047115,Zm00001d047111,Zm00001d047114,Zm00001d047117,Zm00001d047113,Zm00001d047116
Cluster_2150	Zm00001d047121,Zm00001d047122
Cluster_2151	Zm00001d047135,Zm00001d047142,Zm00001d047146,Zm00001d047147
Cluster_2152	Zm00001d047146,Zm00001d047147
Cluster_2158	Zm00001d047192,Zm00001d047194
Cluster_2159	Zm00001d047199,Zm00001d047200
Cluster_2161	Zm00001d047211,Zm00001d047212,Zm00001d047210
Cluster_2162	Zm00001d045092,Zm00001d045091
Cluster_2163	Zm00001d047235,Zm00001d047223
Cluster_2166	Zm00001d047334,Zm00001d047330,Zm00001d047333
Cluster_2167	Zm00001d047355,Zm00001d047356
Cluster_2168	Zm00001d047392,Zm00001d047395
Cluster_2169	Zm00001d047404,Zm00001d047407
Cluster_2170	Zm00001d047405,Zm00001d047406,Zm00001d047408
Cluster_2171	Zm00001d047410,Zm00001d047411
Cluster_2173	Zm00001d047425,Zm00001d047424
Cluster_2174	Zm00001d047542,Zm00001d047548,Zm00001d047553
Cluster_2175	Zm00001d047543,Zm00001d047549
Cluster_2177	Zm00001d047639,Zm00001d047651,Zm00001d047656,Zm00001d047658
Cluster_2178	Zm00001d047647,Zm00001d047648,Zm00001d047654,Zm00001d047657
Cluster_2179	Zm00001d047737,Zm00001d047738
Cluster_2182	Zm00001d047781,Zm00001d047783,Zm00001d047785,Zm00001d047782,Zm00001d047784
Cluster_2184	Zm00001d047885,Zm00001d047886,Zm00001d047887,Zm00001d047884
Cluster_2185	Zm00001d047890,Zm00001d047892
Cluster_2188	Zm00001d045163,Zm00001d045169,Zm00001d045159
Cluster_2189	Zm00001d048009,Zm00001d048010
Cluster_2190	Zm00001d045164,Zm00001d045158,Zm00001d045157
Cluster_2192	Zm00001d048054,Zm00001d048053
Cluster_2193	Zm00001d048093,Zm00001d048094
Cluster_2194	Zm00001d048136,Zm00001d048135
Cluster_2197	Zm00001d048159,Zm00001d048157,Zm00001d048158
Cluster_2198	Zm00001d048166,Zm00001d048169
Cluster_2201	Zm00001d048207,Zm00001d048205
Cluster_2202	Zm00001d048222,Zm00001d048223
Cluster_2203	Zm00001d048252,Zm00001d048255
Cluster_2204	Zm00001d048256,Zm00001d048253
Cluster_2207	Zm00001d048289,Zm00001d048288
Cluster_2208	Zm00001d048298,Zm00001d048297,Zm00001d048296
Cluster_2209	Zm00001d048303,Zm00001d048306
Cluster_2211	Zm00001d048345,Zm00001d048341,Zm00001d048342
Cluster_2212	Zm00001d048353,Zm00001d048354
Cluster_2216	Zm00001d045191,Zm00001d045190,Zm00001d045185,Zm00001d045184
Cluster_2220	Zm00001d048559,Zm00001d048560,Zm00001d048558
Cluster_2223	Zm00001d045228,Zm00001d045221,Zm00001d045226
Cluster_2225	Zm00001d045238,Zm00001d045240
Cluster_2226	Zm00001d045247,Zm00001d045235,Zm00001d045244
Cluster_2227	Zm00001d045256,Zm00001d045260,Zm00001d045258,Zm00001d045257
Cluster_2228	Zm00001d045274,Zm00001d045277,Zm00001d045272
Cluster_2229	Zm00001d045276,Zm00001d045271
Cluster_2230	Zm00001d045298,Zm00001d045302
Cluster_2231	Zm00001d044765,Zm00001d044763,Zm00001d044762
