Cluster_ID	Genes	Maize_Gene	Best_Sb	Best_Sb_dS	Best_Os	Best_Os_dS
Cluster_1148	Zm00001d052434,Zm00001d052435	Zm00001d052434	Sobic.005G024700.1	0.7924	NA	NA
Cluster_1149	Zm00001d052464,Zm00001d052463	Zm00001d052464	Sobic.005G029600.1	0.7340	OS11T0141700-00	1.8851
Cluster_1150	Zm00001d052479,Zm00001d052480	Zm00001d052479	Sobic.005G032000.1	0.3245	NA	NA
Cluster_1150	Zm00001d052479,Zm00001d052480	Zm00001d052480	Sobic.005G032200.2	0.6619	NA	NA
Cluster_1152	Zm00001d052509,Zm00001d052513	Zm00001d052509	Sobic.005G035900.1	0.4693	NA	NA
Cluster_1152	Zm00001d052509,Zm00001d052513	Zm00001d052513	NA	NA	OS11T0149900-00	0.9954
Cluster_1155	Zm00001d052580,Zm00001d052572,Zm00001d052557	Zm00001d052572	Sobic.005G039900.1	0.4439	NA	NA
Cluster_1155	Zm00001d052580,Zm00001d052572,Zm00001d052557	Zm00001d052580	Sobic.005G040800.1	0.4902	NA	NA
Cluster_1157	Zm00001d052601,Zm00001d052604	Zm00001d052601	Sobic.005G042300.1	1.1335	NA	NA
Cluster_1159	Zm00001d052628,Zm00001d052625,Zm00001d052627	Zm00001d052625	Sobic.005G144000.1	0.6465	NA	NA
Cluster_1159	Zm00001d052628,Zm00001d052625,Zm00001d052627	Zm00001d052627	Sobic.005G144101.1	0.6608	NA	NA
Cluster_1159	Zm00001d052628,Zm00001d052625,Zm00001d052627	Zm00001d052628	Sobic.005G144500.2	0.8778	NA	NA
Cluster_1161	Zm00001d052639,Zm00001d052640	Zm00001d052639	Sobic.005G142300.1	0.7070	NA	NA
Cluster_1161	Zm00001d052639,Zm00001d052640	Zm00001d052640	Sobic.005G142101.1	0.8026	NA	NA
Cluster_1163	Zm00001d052676,Zm00001d052675,Zm00001d052673	Zm00001d052673	Sobic.005G136200.1	3.5135	NA	NA
Cluster_1163	Zm00001d052676,Zm00001d052675,Zm00001d052673	Zm00001d052675	Sobic.005G135700.1	0.7435	OS11T0529500-00	1.7822
Cluster_1165	Zm00001d052735,Zm00001d052734	Zm00001d052735	Sobic.007G180600.1	0.1174	OS08T0546400-01	0.5765
Cluster_1166	Zm00001d052793,Zm00001d052792	Zm00001d052792	Sobic.005G110457.1	0.3502	OS11T0297300-01	2.4382
Cluster_1166	Zm00001d052793,Zm00001d052792	Zm00001d052793	Sobic.K022600.1	0.4203	OS11T0297800-01	1.9188
Cluster_1167	Zm00001d052818,Zm00001d052819	Zm00001d052819	Sobic.007G222600.1	0.9712	NA	NA
Cluster_1168	Zm00001d052827,Zm00001d052831,Zm00001d052829,Zm00001d052828	Zm00001d052828	NA	NA	OS02T0719600-01	1.2116
Cluster_1168	Zm00001d052827,Zm00001d052831,Zm00001d052829,Zm00001d052828	Zm00001d052829	Sobic.007G220700.1	0.5096	NA	NA
Cluster_1169	Zm00001d052832,Zm00001d052835	Zm00001d052835	Sobic.007G220400.1	0.2570	OS08T0493800-01	1.1398
Cluster_1170	Zm00001d052841,Zm00001d052840,Zm00001d052842	Zm00001d052840	Sobic.007G219100.2	0.3209	NA	NA
Cluster_1170	Zm00001d052841,Zm00001d052840,Zm00001d052842	Zm00001d052842	Sobic.007G218800.1	2.4657	NA	NA
Cluster_1172	Zm00001d052916,Zm00001d052915	Zm00001d052916	Sobic.005G134900.1	0.5935	NA	NA
Cluster_1173	Zm00001d049203,Zm00001d049196	Zm00001d049196	Sobic.005G110550.1	0.2724	OS11T0483950-00	2.7640
Cluster_1173	Zm00001d049203,Zm00001d049196	Zm00001d049203	Sobic.005G110400.1	0.2191	OS11T0482400-02	0.7898
Cluster_1174	Zm00001d052940,Zm00001d052939,Zm00001d052946,Zm00001d052937	Zm00001d052937	Sobic.005G161100.1	0.6476	NA	NA
Cluster_1174	Zm00001d052940,Zm00001d052939,Zm00001d052946,Zm00001d052937	Zm00001d052946	Sobic.005G161000.1	0.6078	NA	NA
Cluster_1176	Zm00001d052993,Zm00001d052992,Zm00001d052996	Zm00001d052992	Sobic.005G096000.2	0.1364	NA	NA
Cluster_1177	Zm00001d052987,Zm00001d052997	Zm00001d052987	Sobic.005G093800.1	0.1512	NA	NA
Cluster_1178	Zm00001d052998,Zm00001d052990,Zm00001d052989	Zm00001d052989	Sobic.005G095500.2	0.2035	NA	NA
Cluster_1178	Zm00001d052998,Zm00001d052990,Zm00001d052989	Zm00001d052990	Sobic.005G095900.1	0.1894	NA	NA
Cluster_1178	Zm00001d052998,Zm00001d052990,Zm00001d052989	Zm00001d052998	Sobic.005G096400.1	0.1805	NA	NA
Cluster_1180	Zm00001d053046,Zm00001d053047	Zm00001d053046	Sobic.005G060766.1	0.7283	NA	NA
Cluster_1181	Zm00001d053050,Zm00001d053049	Zm00001d053049	Sobic.005G061000.1	0.9977	NA	NA
Cluster_1182	Zm00001d053064,Zm00001d053065	Zm00001d053065	Sobic.005G062600.1	0.1023	NA	NA
Cluster_1183	Zm00001d049219,Zm00001d049217	Zm00001d049217	Sobic.005G112400.1	0.3671	NA	NA
Cluster_1184	Zm00001d053079,Zm00001d053080	Zm00001d053079	Sobic.005G070200.2	0.3368	NA	NA
Cluster_1184	Zm00001d053079,Zm00001d053080	Zm00001d053080	Sobic.005G070400.3	0.1765	NA	NA
Cluster_1185	Zm00001d049221,Zm00001d049220	Zm00001d049221	Sobic.005G112000.1	0.7369	NA	NA
Cluster_1186	Zm00001d053094,Zm00001d053099	Zm00001d053094	Sobic.005G146300.1	0.7309	NA	NA
Cluster_1188	Zm00001d053277,Zm00001d053278	Zm00001d053277	Sobic.002G229500.1	3.1606	NA	NA
Cluster_1189	Zm00001d053296,Zm00001d053295	Zm00001d053296	Sobic.004G130100.1	0.1087	NA	NA
Cluster_1190	Zm00001d053340,Zm00001d053339	Zm00001d053340	Sobic.002G229500.1	3.2493	NA	NA
Cluster_1195	Zm00001d053402,Zm00001d053403,Zm00001d053401	Zm00001d053401	Sobic.004G113400.1	0.1124	NA	NA
Cluster_1196	Zm00001d053433,Zm00001d053435,Zm00001d053434	Zm00001d053433	Sobic.004G110400.1	0.2717	NA	NA
Cluster_1196	Zm00001d053433,Zm00001d053435,Zm00001d053434	Zm00001d053434	Sobic.004G110300.1	0.3313	OS02T0249200-00	1.3287
Cluster_1196	Zm00001d053433,Zm00001d053435,Zm00001d053434	Zm00001d053435	Sobic.004G109800.1	0.3356	NA	NA
Cluster_1197	Zm00001d053514,Zm00001d053513	Zm00001d053513	Sobic.004G106600.1	0.2393	NA	NA
Cluster_1197	Zm00001d053514,Zm00001d053513	Zm00001d053514	Sobic.004G106500.1	0.2617	NA	NA
Cluster_1198	Zm00001d053533,Zm00001d053530,Zm00001d053531,Zm00001d053537,Zm00001d053534,Zm00001d053526,Zm00001d053529,Zm00001d053528,Zm00001d053538,Zm00001d053524	Zm00001d053524	Sobic.004G102000.1	0.1695	NA	NA
Cluster_1200	Zm00001d053578,Zm00001d053579	Zm00001d053579	Sobic.004G093900.1	0.4111	NA	NA
Cluster_1201	Zm00001d053588,Zm00001d053587	Zm00001d053587	Sobic.004G093100.1	0.2340	NA	NA
Cluster_1201	Zm00001d053588,Zm00001d053587	Zm00001d053588	Sobic.004G093000.1	0.2268	NA	NA
Cluster_1209	Zm00001d053829,Zm00001d053830	Zm00001d053829	Sobic.004G051000.2	0.3635	NA	NA
Cluster_1209	Zm00001d053829,Zm00001d053830	Zm00001d053830	Sobic.004G050700.1	0.2584	NA	NA
Cluster_1215	Zm00001d053918,Zm00001d053916	Zm00001d053916	Sobic.004G019100.1	0.2619	OS10T0489500-00	0.7980
Cluster_1219	Zm00001d053954,Zm00001d053955	Zm00001d053954	Sobic.004G024700.1	0.1396	NA	NA
Cluster_1220	Zm00001d049286,Zm00001d049293	Zm00001d049286	Sobic.005G131301.1	0.7679	NA	NA
Cluster_1221	Zm00001d053960,Zm00001d053941,Zm00001d053950,Zm00001d053942,Zm00001d053944	Zm00001d053942	Sobic.001G018700.1	2.3746	NA	NA
Cluster_1221	Zm00001d053960,Zm00001d053941,Zm00001d053950,Zm00001d053942,Zm00001d053944	Zm00001d053944	Sobic.001G018350.1	1.5539	NA	NA
Cluster_1223	Zm00001d054042,Zm00001d054041	Zm00001d054041	Sobic.004G011900.1	1.5906	OS02T0116400-01	3.8991
Cluster_1223	Zm00001d054042,Zm00001d054041	Zm00001d054042	Sobic.004G011800.1	1.1501	NA	NA
Cluster_1224	Zm00001d054052,Zm00001d054054	Zm00001d054052	Sobic.004G010200.3	0.1196	OS07T0120700-01	0.5704
Cluster_1225	Zm00001d054060,Zm00001d054057	Zm00001d054057	Sobic.004G009500.1	1.9387	OS02T0112600-01	3.4795
Cluster_1225	Zm00001d054060,Zm00001d054057	Zm00001d054060	Sobic.004G009400.1	3.4124	NA	NA
Cluster_1226	Zm00001d048640,Zm00001d048639	Zm00001d048639	Sobic.005G110508.1	0.4334	NA	NA
Cluster_1227	Zm00001d054081,Zm00001d054085	Zm00001d054085	Sobic.004G002901.1	0.2190	OS02T0103500-00	0.9149
Cluster_1228	Zm00001d049290,Zm00001d049291	Zm00001d049290	Sobic.005G131000.1	0.5578	NA	NA
Cluster_1229	Zm00001d054094,Zm00001d054095	Zm00001d054094	Sobic.004G001800.1	0.3144	OS02T0102000-00	1.4186
Cluster_1229	Zm00001d054094,Zm00001d054095	Zm00001d054095	Sobic.004G001700.1	0.3158	NA	NA
Cluster_1232	Zm00001d048660,Zm00001d048656	Zm00001d048656	Sobic.003G355700.1	0.6472	NA	NA
Cluster_1234	Zm00001d049430,Zm00001d049428,Zm00001d049433,Zm00001d049439,Zm00001d049423,Zm00001d049435,Zm00001d049436,Zm00001d049437,Zm00001d049427,Zm00001d049431,Zm00001d049432,Zm00001d049424,Zm00001d049434,Zm00001d049425,Zm00001d049420,Zm00001d049438,Zm00001d049418,Zm00001d049419,Zm00001d049421,Zm00001d049426	Zm00001d049419	Sobic.007G066932.1	0.3835	NA	NA
Cluster_1234	Zm00001d049430,Zm00001d049428,Zm00001d049433,Zm00001d049439,Zm00001d049423,Zm00001d049435,Zm00001d049436,Zm00001d049437,Zm00001d049427,Zm00001d049431,Zm00001d049432,Zm00001d049424,Zm00001d049434,Zm00001d049425,Zm00001d049420,Zm00001d049438,Zm00001d049418,Zm00001d049419,Zm00001d049421,Zm00001d049426	Zm00001d049431	Sobic.007G066508.1	0.3930	NA	NA
Cluster_1235	Zm00001d049445,Zm00001d049446	Zm00001d049446	Sobic.010G034900.1	0.9879	OS05T0487300-02	0.7871
Cluster_1236	Zm00001d049471,Zm00001d049475	Zm00001d049471	Sobic.007G061500.1	0.2574	NA	NA
Cluster_1237	Zm00001d048681,Zm00001d048682	Zm00001d048681	Sobic.005G209100.1	0.5472	OS11T0706200-00	1.1241
Cluster_1237	Zm00001d048681,Zm00001d048682	Zm00001d048682	Sobic.005G209000.1	0.3035	NA	NA
Cluster_1239	Zm00001d049528,Zm00001d049532	Zm00001d049528	Sobic.007G049600.1	0.4043	NA	NA
Cluster_1240	Zm00001d049536,Zm00001d049539	Zm00001d049536	Sobic.007G048400.1	0.5081	OS08T0158300-00	2.3324
Cluster_1240	Zm00001d049536,Zm00001d049539	Zm00001d049539	Sobic.007G048200.1	0.4811	NA	NA
Cluster_1241	Zm00001d049560,Zm00001d049559	Zm00001d049560	Sobic.007G043400.1	0.1831	OS08T0154300-01	0.5844
Cluster_1243	Zm00001d049588,Zm00001d049599	Zm00001d049588	Sobic.007G038000.1	0.5530	NA	NA
Cluster_1244	Zm00001d049612,Zm00001d049613	Zm00001d049612	Sobic.007G031100.1	0.2034	NA	NA
Cluster_1249	Zm00001d049691,Zm00001d049692	Zm00001d049692	Sobic.007G013800.1	0.4434	OS08T0112700-01	0.9304
Cluster_1250	Zm00001d049697,Zm00001d049704	Zm00001d049704	Sobic.007G012700.1	0.5255	NA	NA
Cluster_1251	Zm00001d048720,Zm00001d048719	Zm00001d048719	Sobic.005G204000.1	0.5875	NA	NA
Cluster_1251	Zm00001d048720,Zm00001d048719	Zm00001d048720	Sobic.005G203900.1	0.2321	NA	NA
Cluster_1252	Zm00001d049737,Zm00001d049736	Zm00001d049736	Sobic.007G004200.1	0.2003	NA	NA
Cluster_1252	Zm00001d049737,Zm00001d049736	Zm00001d049737	Sobic.007G004100.1	0.2488	NA	NA
Cluster_1253	Zm00001d048723,Zm00001d048726	Zm00001d048723	Sobic.005G203100.1	0.8091	OS11T0654400-00	1.3518
Cluster_1255	Zm00001d049777,Zm00001d049774,Zm00001d049781	Zm00001d049774	Sobic.007G199800.1	0.7058	NA	NA
Cluster_1255	Zm00001d049777,Zm00001d049774,Zm00001d049781	Zm00001d049777	Sobic.007G199700.1	0.4624	NA	NA
Cluster_1255	Zm00001d049777,Zm00001d049774,Zm00001d049781	Zm00001d049781	Sobic.007G199600.1	0.2316	OS08T0523850-00	1.5417
Cluster_1256	Zm00001d049789,Zm00001d049786	Zm00001d049786	Sobic.007G198100.1	1.3728	NA	NA
Cluster_1257	Zm00001d049793,Zm00001d049792	Zm00001d049793	Sobic.003G224000.1	0.3214	NA	NA
Cluster_1258	Zm00001d049816,Zm00001d049817	Zm00001d049817	Sobic.007G193900.1	0.1480	OS08T0531200-01	0.5468
Cluster_1259	Zm00001d049824,Zm00001d049822	Zm00001d049822	Sobic.007G193500.1	0.2804	OS08T0531600-01	1.1912
Cluster_1266	Zm00001d048771,Zm00001d048773,Zm00001d048774,Zm00001d048775,Zm00001d048776	Zm00001d048771	Sobic.005G196700.1	0.3157	NA	NA
Cluster_1266	Zm00001d048771,Zm00001d048773,Zm00001d048774,Zm00001d048775,Zm00001d048776	Zm00001d048774	Sobic.002G108900.1	0.3266	NA	NA
Cluster_1266	Zm00001d048771,Zm00001d048773,Zm00001d048774,Zm00001d048775,Zm00001d048776	Zm00001d048776	Sobic.005G195900.1	0.7392	NA	NA
Cluster_1269	Zm00001d049997,Zm00001d049996	Zm00001d049997	Sobic.007G154100.1	0.2850	NA	NA
Cluster_1270	Zm00001d048806,Zm00001d048807,Zm00001d048817,Zm00001d048816,Zm00001d048810,Zm00001d048813,Zm00001d048812,Zm00001d048818,Zm00001d048808,Zm00001d048809	Zm00001d048807	Sobic.005G193700.1	0.2788	NA	NA
Cluster_1270	Zm00001d048806,Zm00001d048807,Zm00001d048817,Zm00001d048816,Zm00001d048810,Zm00001d048813,Zm00001d048812,Zm00001d048818,Zm00001d048808,Zm00001d048809	Zm00001d048813	Sobic.005G189000.1	0.2857	NA	NA
Cluster_1270	Zm00001d048806,Zm00001d048807,Zm00001d048817,Zm00001d048816,Zm00001d048810,Zm00001d048813,Zm00001d048812,Zm00001d048818,Zm00001d048808,Zm00001d048809	Zm00001d048816	Sobic.005G192801.1	0.2412	NA	NA
Cluster_1270	Zm00001d048806,Zm00001d048807,Zm00001d048817,Zm00001d048816,Zm00001d048810,Zm00001d048813,Zm00001d048812,Zm00001d048818,Zm00001d048808,Zm00001d048809	Zm00001d048818	Sobic.005G188800.1	0.2524	NA	NA
Cluster_1272	Zm00001d048848,Zm00001d048849,Zm00001d048851,Zm00001d048850,Zm00001d048852,Zm00001d048847	Zm00001d048852	Sobic.005G184700.1	0.2396	NA	NA
Cluster_1273	Zm00001d050076,Zm00001d050077,Zm00001d050074	Zm00001d050074	Sobic.007G144600.1	0.2039	NA	NA
Cluster_1274	Zm00001d050090,Zm00001d050091	Zm00001d050090	Sobic.007G147000.1	0.3973	NA	NA
Cluster_1274	Zm00001d050090,Zm00001d050091	Zm00001d050091	Sobic.007G147101.1	0.3705	NA	NA
Cluster_1276	Zm00001d048872,Zm00001d048871,Zm00001d048870	Zm00001d048870	Sobic.010G103100.1	0.6599	NA	NA
Cluster_1279	Zm00001d050140,Zm00001d050141	Zm00001d050140	Sobic.007G111800.1	0.8483	NA	NA
Cluster_1282	Zm00001d050170,Zm00001d050169	Zm00001d050169	Sobic.007G095000.1	0.4367	NA	NA
Cluster_1285	Zm00001d050214,Zm00001d050215	Zm00001d050214	Sobic.007G087700.1	1.0230	NA	NA
Cluster_1285	Zm00001d050214,Zm00001d050215	Zm00001d050215	NA	NA	OS08T0241900-01	0.4474
Cluster_1286	Zm00001d050260,Zm00001d050259	Zm00001d050259	Sobic.007G120000.1	0.1370	NA	NA
Cluster_1287	Zm00001d050318,Zm00001d050317	Zm00001d050317	Sobic.007G127400.1	0.4938	NA	NA
Cluster_1290	Zm00001d050452,Zm00001d050443	Zm00001d050443	Sobic.007G139200.1	0.4379	NA	NA
Cluster_1291	Zm00001d050493,Zm00001d050479	Zm00001d050479	Sobic.007G156600.1	0.4998	OS08T0474866-00	1.4044
Cluster_1291	Zm00001d050493,Zm00001d050479	Zm00001d050493	Sobic.007G157900.1	1.2168	NA	NA
Cluster_1292	Zm00001d048592,Zm00001d048593	Zm00001d048592	Sobic.005G231600.1	1.3130	NA	NA
Cluster_1292	Zm00001d048592,Zm00001d048593	Zm00001d048593	Sobic.005G231500.1	0.4387	OS11T0707000-03	2.2869
Cluster_1295	Zm00001d050551,Zm00001d050552	Zm00001d050552	Sobic.004G153300.1	0.5543	NA	NA
Cluster_1296	Zm00001d015589,Zm00001d015592,Zm00001d015579,Zm00001d015578	Zm00001d015578	Sobic.004G068600.2	0.3043	OS02T0184700-00	1.0870
Cluster_1296	Zm00001d015589,Zm00001d015592,Zm00001d015579,Zm00001d015578	Zm00001d015579	Sobic.004G068800.1	0.4594	NA	NA
Cluster_1299	Zm00001d015637,Zm00001d015636	Zm00001d015636	Sobic.004G072400.1	0.5035	OS02T0189200-01	2.3377
Cluster_1299	Zm00001d015637,Zm00001d015636	Zm00001d015637	Sobic.004G072900.1	0.3725	NA	NA
Cluster_1303	Zm00001d013423,Zm00001d013418	Zm00001d013418	Sobic.001G115400.1	0.2720	NA	NA
Cluster_1304	Zm00001d013435,Zm00001d013434,Zm00001d013433,Zm00001d013440,Zm00001d013439	Zm00001d013440	Sobic.001G117500.1	0.3106	OS03T0711600-01	0.8921
Cluster_1306	Zm00001d015748,Zm00001d015747	Zm00001d015748	Sobic.009G039800.1	0.1825	OS01T0229300-01	0.8700
Cluster_1309	Zm00001d015825,Zm00001d015820,Zm00001d015821	Zm00001d015825	Sobic.004G080000.2	1.6051	NA	NA
Cluster_1310	Zm00001d015845,Zm00001d015846	Zm00001d015845	Sobic.004G078800.1	0.1724	NA	NA
Cluster_1311	Zm00001d015912,Zm00001d015905,Zm00001d015914	Zm00001d015905	Sobic.004G136600.1	0.5728	NA	NA
Cluster_1311	Zm00001d015912,Zm00001d015905,Zm00001d015914	Zm00001d015914	Sobic.004G133500.1	0.6325	NA	NA
Cluster_1312	Zm00001d013512,Zm00001d013514,Zm00001d013516	Zm00001d013512	Sobic.008G068700.1	2.9100	OS03T0693000-01	0.6007
Cluster_1313	Zm00001d015964,Zm00001d015963	Zm00001d015963	Sobic.004G129900.1	0.4391	NA	NA
Cluster_1313	Zm00001d015964,Zm00001d015963	Zm00001d015964	Sobic.004G129800.1	0.2376	NA	NA
Cluster_1314	Zm00001d015975,Zm00001d015976	Zm00001d015975	Sobic.004G127600.1	0.3441	NA	NA
Cluster_1315	Zm00001d015998,Zm00001d015997	Zm00001d015997	Sobic.004G124100.5	0.1753	NA	NA
Cluster_1316	Zm00001d016027,Zm00001d016025,Zm00001d016024,Zm00001d016035,Zm00001d016022	Zm00001d016022	Sobic.004G121900.1	0.7711	NA	NA
Cluster_1316	Zm00001d016027,Zm00001d016025,Zm00001d016024,Zm00001d016035,Zm00001d016022	Zm00001d016025	Sobic.004G121800.1	0.8942	NA	NA
Cluster_1316	Zm00001d016027,Zm00001d016025,Zm00001d016024,Zm00001d016035,Zm00001d016022	Zm00001d016035	Sobic.004G119600.1	1.3009	NA	NA
Cluster_1317	Zm00001d016056,Zm00001d016054	Zm00001d016054	Sobic.004G120000.1	1.5821	NA	NA
Cluster_1319	Zm00001d016085,Zm00001d016087	Zm00001d016087	Sobic.010G075600.1	0.6668	NA	NA
Cluster_1320	Zm00001d013578,Zm00001d013575	Zm00001d013575	Sobic.001G142400.1	0.4469	NA	NA
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016136	Sobic.004G110400.1	0.2072	NA	NA
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016137	Sobic.004G110300.1	0.4299	OS02T0249200-00	1.1096
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016139	Sobic.004G110200.1	0.3288	NA	NA
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016140	Sobic.004G109900.1	0.5966	NA	NA
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016142	Sobic.004G109600.1	0.5275	NA	NA
Cluster_1321	Zm00001d016139,Zm00001d016137,Zm00001d016136,Zm00001d016140,Zm00001d016142,Zm00001d016143,Zm00001d016145	Zm00001d016143	Sobic.004G109400.1	0.7609	NA	NA
Cluster_1323	Zm00001d016159,Zm00001d016158	Zm00001d016159	Sobic.004G107600.1	0.1736	NA	NA
Cluster_1324	Zm00001d016180,Zm00001d016181	Zm00001d016181	Sobic.004G105500.1	0.2013	OS06T0538200-01	0.7806
Cluster_1325	Zm00001d016185,Zm00001d016177,Zm00001d016179,Zm00001d016182	Zm00001d016177	Sobic.004G106100.1	0.6885	NA	NA
Cluster_1325	Zm00001d016185,Zm00001d016177,Zm00001d016179,Zm00001d016182	Zm00001d016179	Sobic.004G106000.1	0.4705	NA	NA
Cluster_1325	Zm00001d016185,Zm00001d016177,Zm00001d016179,Zm00001d016182	Zm00001d016182	Sobic.004G105200.1	0.5514	NA	NA
Cluster_1325	Zm00001d016185,Zm00001d016177,Zm00001d016179,Zm00001d016182	Zm00001d016185	Sobic.004G105100.1	0.5493	NA	NA
Cluster_1326	Zm00001d016207,Zm00001d016203	Zm00001d016207	Sobic.004G103600.2	0.1478	NA	NA
Cluster_1328	Zm00001d016260,Zm00001d016262	Zm00001d016260	Sobic.004G100700.1	0.5644	NA	NA
Cluster_1328	Zm00001d016260,Zm00001d016262	Zm00001d016262	Sobic.004G100500.1	0.5302	NA	NA
Cluster_1330	Zm00001d013619,Zm00001d013617,Zm00001d013616	Zm00001d013617	Sobic.001G146200.1	0.8864	NA	NA
Cluster_1331	Zm00001d016306,Zm00001d016307	Zm00001d016306	Sobic.004G097100.1	1.5672	NA	NA
Cluster_1331	Zm00001d016306,Zm00001d016307	Zm00001d016307	Sobic.004G097000.1	0.5912	NA	NA
Cluster_1333	Zm00001d016351,Zm00001d016350	Zm00001d016351	Sobic.004G095000.1	0.2406	NA	NA
Cluster_1337	Zm00001d016417,Zm00001d016414,Zm00001d016415,Zm00001d016419,Zm00001d016429,Zm00001d016428,Zm00001d016435,Zm00001d016420,Zm00001d016427,Zm00001d016431,Zm00001d016432,Zm00001d016424	Zm00001d016417	Sobic.004G087100.1	0.5942	NA	NA
Cluster_1338	Zm00001d016460,Zm00001d016459	Zm00001d016460	Sobic.004G139700.1	nan	OS02T0463500-01	1.3986
Cluster_1339	Zm00001d016476,Zm00001d016477	Zm00001d016477	Sobic.004G144500.1	0.1615	NA	NA
Cluster_1340	Zm00001d016501,Zm00001d016502	Zm00001d016501	Sobic.004G146800.1	0.3793	NA	NA
Cluster_1341	Zm00001d016516,Zm00001d016521	Zm00001d016521	Sobic.006G224100.1	0.1935	NA	NA
Cluster_1343	Zm00001d016568,Zm00001d016567	Zm00001d016568	Sobic.004G155300.1	1.0399	NA	NA
Cluster_1346	Zm00001d016607,Zm00001d016613	Zm00001d016607	Sobic.004G158500.1	0.1264	NA	NA
Cluster_1346	Zm00001d016607,Zm00001d016613	Zm00001d016613	Sobic.004G158600.2	0.0988	NA	NA
Cluster_1347	Zm00001d016616,Zm00001d016623	Zm00001d016616	Sobic.004G158901.1	0.6185	OS04T0398000-02	1.3469
Cluster_1347	Zm00001d016616,Zm00001d016623	Zm00001d016623	Sobic.004G159500.1	0.4975	OS04T0399800-00	1.7757
Cluster_1348	Zm00001d016649,Zm00001d016648	Zm00001d016649	Sobic.004G160950.1	1.7184	NA	NA
Cluster_1350	Zm00001d016719,Zm00001d016730	Zm00001d016719	Sobic.004G169900.1	0.3451	NA	NA
Cluster_1350	Zm00001d016719,Zm00001d016730	Zm00001d016730	Sobic.004G169300.1	0.2573	NA	NA
Cluster_1351	Zm00001d016738,Zm00001d016740,Zm00001d016741	Zm00001d016738	Sobic.004G167900.1	0.3961	NA	NA
Cluster_1351	Zm00001d016738,Zm00001d016740,Zm00001d016741	Zm00001d016740	Sobic.004G167800.3	0.3028	NA	NA
Cluster_1351	Zm00001d016738,Zm00001d016740,Zm00001d016741	Zm00001d016741	Sobic.004G167700.1	0.2562	NA	NA
Cluster_1352	Zm00001d016782,Zm00001d016777,Zm00001d016773	Zm00001d016773	Sobic.004G173400.1	0.2750	NA	NA
Cluster_1352	Zm00001d016782,Zm00001d016777,Zm00001d016773	Zm00001d016782	NA	NA	OS06T0307900-02	1.7420
Cluster_1353	Zm00001d012900,Zm00001d012899,Zm00001d012906	Zm00001d012899	Sobic.001G024500.1	0.4551	OS03T0830500-01	2.6039
Cluster_1353	Zm00001d012900,Zm00001d012899,Zm00001d012906	Zm00001d012906	Sobic.001G024700.1	0.4758	NA	NA
Cluster_1354	Zm00001d012902,Zm00001d012910	Zm00001d012910	Sobic.001G025201.1	2.4601	NA	NA
Cluster_1355	Zm00001d016841,Zm00001d016842,Zm00001d016844	Zm00001d016841	Sobic.004G181000.1	0.3679	NA	NA
Cluster_1355	Zm00001d016841,Zm00001d016842,Zm00001d016844	Zm00001d016844	Sobic.006G050800.1	0.6879	NA	NA
Cluster_1356	Zm00001d016870,Zm00001d016868,Zm00001d016867,Zm00001d016871	Zm00001d016868	Sobic.004G183900.1	0.4878	NA	NA
Cluster_1357	Zm00001d016883,Zm00001d016882	Zm00001d016882	Sobic.004G185300.1	0.2816	NA	NA
Cluster_1357	Zm00001d016883,Zm00001d016882	Zm00001d016883	Sobic.004G185400.2	0.5602	NA	NA
Cluster_1358	Zm00001d016885,Zm00001d016884	Zm00001d016884	Sobic.004G185500.1	0.3208	NA	NA
Cluster_1359	Zm00001d016900,Zm00001d016899	Zm00001d016900	Sobic.004G187501.1	0.3925	NA	NA
Cluster_1360	Zm00001d016948,Zm00001d016949,Zm00001d016946,Zm00001d016947	Zm00001d016948	Sobic.004G191300.1	0.4949	NA	NA
Cluster_1360	Zm00001d016948,Zm00001d016949,Zm00001d016946,Zm00001d016947	Zm00001d016949	Sobic.004G191500.1	0.5415	NA	NA
Cluster_1361	Zm00001d013709,Zm00001d013708	Zm00001d013708	Sobic.001G162000.1	0.4174	OS03T0628900-01	0.6174
Cluster_1361	Zm00001d013709,Zm00001d013708	Zm00001d013709	Sobic.001G162100.1	0.5713	NA	NA
Cluster_1363	Zm00001d017014,Zm00001d017009,Zm00001d017019,Zm00001d017008,Zm00001d017001	Zm00001d017008	Sobic.004G195300.1	0.8369	NA	NA
Cluster_1363	Zm00001d017014,Zm00001d017009,Zm00001d017019,Zm00001d017008,Zm00001d017001	Zm00001d017009	Sobic.004G195500.1	0.1615	NA	NA
