Cluster_ID	Cluster_Genes	Maize_Gene	Sorghum_Gene	Orzya_Gene	Note
Cluster_1173	Zm00001d049203,Zm00001d049196	Zm00001d049196	Sobic.005G110550.1	OS11T0483950-00	Other_Orthologue
Cluster_1181	Zm00001d053049,Zm00001d053050	Zm00001d053049	Sobic.005G061000.1	NA	Both
Cluster_1182	Zm00001d053064,Zm00001d053065	Zm00001d053065	Sobic.005G062600.1	NA	Both
Cluster_1186	Zm00001d053099,Zm00001d053094	Zm00001d053094	Sobic.005G147800.1	NA	SynMap_Chosen
Cluster_1188	Zm00001d053277,Zm00001d053278	Zm00001d053277	Sobic.002G229500.1	NA	Orthofinder_Only
Cluster_1190	Zm00001d053340,Zm00001d053339	Zm00001d053340	Sobic.002G229500.1	NA	Orthofinder_Only
Cluster_1201	Zm00001d053587,Zm00001d053588	Zm00001d053587	Sobic.004G093100.1	NA	Both
Cluster_1201	Zm00001d053587,Zm00001d053588	Zm00001d053588	Sobic.004G093000.1	NA	Other_Orthologue
Cluster_1206	Zm00001d053770,Zm00001d053772	Zm00001d053770	Sobic.004G059000.1	NA	BLAST_Leftmost
Cluster_1207	Zm00001d053790,Zm00001d053798	Zm00001d053798	Sobic.004G056400.1	NA	BLAST
Cluster_1209	Zm00001d053830,Zm00001d053829	Zm00001d053830	Sobic.004G050700.1	NA	Both
Cluster_1209	Zm00001d053830,Zm00001d053829	Zm00001d053829	Sobic.004G051000.2	NA	Other_Orthologue
Cluster_1214	Zm00001d053913,Zm00001d053912	Zm00001d053913	Sobic.004G018800.1	NA	BLAST
Cluster_1217	Zm00001d053939,Zm00001d053936	Zm00001d053939	Sobic.004G023200.1	NA	BLAST
Cluster_1219	Zm00001d053955,Zm00001d053954	Zm00001d053954	Sobic.004G024700.1	NA	Both
Cluster_1220	Zm00001d049286,Zm00001d049293	Zm00001d049286	Sobic.005G131300.1	NA	SynMap_Chosen
Cluster_1223	Zm00001d054042,Zm00001d054041	Zm00001d054041	Sobic.004G011900.1	NA	Both
Cluster_1223	Zm00001d054042,Zm00001d054041	Zm00001d054042	Sobic.004G011800.1	NA	Other_Orthologue
Cluster_1226	Zm00001d048639,Zm00001d048640	Zm00001d048639	NA	OS11T0686500-01	SynMap_Chosen
Cluster_1240	Zm00001d049539,Zm00001d049536	Zm00001d049536	Sobic.007G048400.1	NA	Both
Cluster_1240	Zm00001d049539,Zm00001d049536	Zm00001d049539	Sobic.007G048200.1	NA	Other_Orthologue
Cluster_1241	Zm00001d049560,Zm00001d049559	Zm00001d049560	Sobic.007G043400.1	NA	Both
Cluster_1243	Zm00001d049599,Zm00001d049588	Zm00001d049588	Sobic.007G038000.1	NA	Orthofinder_Only
Cluster_1245	Zm00001d049613,Zm00001d049614	Zm00001d049614	Sobic.007G031000.1	NA	BLAST
Cluster_1249	Zm00001d049692,Zm00001d049691	Zm00001d049692	Sobic.007G013800.1	NA	Both
Cluster_1250	Zm00001d049704,Zm00001d049697	Zm00001d049704	Sobic.007G012700.1	NA	Both
Cluster_1253	Zm00001d048723,Zm00001d048726	Zm00001d048726	Sobic.005G202700.1	NA	SynMap_Chosen
Cluster_1253	Zm00001d048723,Zm00001d048726	Zm00001d048723	Sobic.005G203100.1	OS11T0654400-00	Other_Orthologue
Cluster_1254	Zm00001d048727,Zm00001d048728	Zm00001d048727	Sobic.005G202400.1	NA	BLAST
Cluster_1256	Zm00001d049789,Zm00001d049786	Zm00001d049786	Sobic.007G198100.1	NA	Both
Cluster_1258	Zm00001d049816,Zm00001d049817	Zm00001d049816	Sobic.007G194000.1	NA	SynMap_Chosen
Cluster_1258	Zm00001d049816,Zm00001d049817	Zm00001d049817	Sobic.007G193900.1	OS08T0531200-01	Other_Orthologue
Cluster_1261	Zm00001d049855,Zm00001d049854	Zm00001d049855	Sobic.007G191600.1	NA	BLAST
Cluster_1265	Zm00001d049872,Zm00001d049871	Zm00001d049872	Sobic.007G189100.1	NA	BLAST
Cluster_1267	Zm00001d049945,Zm00001d049944	Zm00001d049944	Sobic.007G169500.1	NA	BLAST_Leftmost
Cluster_1274	Zm00001d050090,Zm00001d050091	Zm00001d050090	Sobic.007G147000.1	NA	Both
Cluster_1274	Zm00001d050090,Zm00001d050091	Zm00001d050091	Sobic.007G147101.1	NA	Other_Orthologue
Cluster_1277	Zm00001d050134,Zm00001d050133	Zm00001d050134	NA	OS08T0342400-02	BLAST
Cluster_1285	Zm00001d050214,Zm00001d050215	Zm00001d050214	Sobic.007G087700.1	NA	Orthofinder_Only
Cluster_1285	Zm00001d050214,Zm00001d050215	Zm00001d050215	NA	OS08T0241900-01	Orthofinder_Only
Cluster_1286	Zm00001d050259,Zm00001d050260	Zm00001d050260	Sobic.007G120200.1	NA	SynMap_Chosen
Cluster_1286	Zm00001d050259,Zm00001d050260	Zm00001d050259	Sobic.007G120000.1	NA	Other_Orthologue
Cluster_1287	Zm00001d050317,Zm00001d050318	Zm00001d050317	Sobic.007G127100.1	NA	SynMap_Chosen
Cluster_1288	Zm00001d050353,Zm00001d050352	Zm00001d050352	Sobic.007G132100.1	NA	BLAST_Leftmost
Cluster_1290	Zm00001d050443,Zm00001d050452	Zm00001d050443	Sobic.007G139200.1	NA	Both
Cluster_1291	Zm00001d050479,Zm00001d050493	Zm00001d050479	NA	OS08T0474866-00	Both
Cluster_1291	Zm00001d050479,Zm00001d050493	Zm00001d050493	Sobic.007G157900.1	NA	Other_Orthologue
Cluster_1295	Zm00001d050552,Zm00001d050551	Zm00001d050552	Sobic.004G153300.1	NA	Both
Cluster_1297	Zm00001d015605,Zm00001d015603	Zm00001d015603	Sobic.004G070200.2	NA	BLAST
Cluster_1299	Zm00001d015637,Zm00001d015636	Zm00001d015637	Sobic.004G072900.1	NA	Both
Cluster_1299	Zm00001d015637,Zm00001d015636	Zm00001d015636	Sobic.004G072400.1	OS02T0189200-01	Other_Orthologue
Cluster_1301	Zm00001d015702,Zm00001d015700	Zm00001d015700	Sobic.004G075800.1	NA	BLAST_Leftmost
Cluster_1306	Zm00001d015748,Zm00001d015747	Zm00001d015748	Sobic.009G039800.1	OS01T0229300-01	Orthofinder_Only
Cluster_1307	Zm00001d015810,Zm00001d015811	Zm00001d015810	Sobic.004G080600.1	NA	BLAST_Leftmost
Cluster_1318	Zm00001d013559,Zm00001d013560	Zm00001d013559	Sobic.001G140200.1	NA	BLAST
Cluster_1329	Zm00001d013615,Zm00001d013614	Zm00001d013614	Sobic.001G146100.1	NA	BLAST_Leftmost
Cluster_1331	Zm00001d016306,Zm00001d016307	Zm00001d016306	Sobic.004G097100.1	NA	Orthofinder_Only
Cluster_1331	Zm00001d016306,Zm00001d016307	Zm00001d016307	Sobic.004G097000.1	NA	Orthofinder_Only
Cluster_1333	Zm00001d016351,Zm00001d016350	Zm00001d016351	Sobic.004G095000.1	NA	Both
Cluster_1334	Zm00001d016381,Zm00001d016380	Zm00001d016380	Sobic.004G091200.1	NA	BLAST_Leftmost
Cluster_1340	Zm00001d016501,Zm00001d016502	Zm00001d016501	Sobic.004G146800.1	NA	Both
Cluster_1341	Zm00001d016516,Zm00001d016521	Zm00001d016516	NA	OS02T0494700-00	SynMap_Chosen
Cluster_1341	Zm00001d016516,Zm00001d016521	Zm00001d016521	Sobic.006G224100.1	NA	Other_Orthologue
Cluster_1345	Zm00001d016585,Zm00001d016584	Zm00001d016584	Sobic.004G157800.1	NA	BLAST
Cluster_1346	Zm00001d016613,Zm00001d016607	Zm00001d016613	Sobic.004G158600.1	NA	SynMap_Chosen
Cluster_1346	Zm00001d016613,Zm00001d016607	Zm00001d016607	Sobic.004G158500.1	NA	Other_Orthologue
Cluster_1347	Zm00001d016616,Zm00001d016623	Zm00001d016616	Sobic.004G158900.3	NA	SynMap_Chosen
Cluster_1347	Zm00001d016616,Zm00001d016623	Zm00001d016623	Sobic.004G159500.1	OS04T0399800-00	Other_Orthologue
Cluster_1350	Zm00001d016730,Zm00001d016719	Zm00001d016719	Sobic.004G169900.1	NA	Both
Cluster_1350	Zm00001d016730,Zm00001d016719	Zm00001d016730	Sobic.004G169300.1	NA	Other_Orthologue
Cluster_1354	Zm00001d012902,Zm00001d012910	Zm00001d012910	Sobic.001G025201.1	NA	Orthofinder_Only
Cluster_1361	Zm00001d013708,Zm00001d013709	Zm00001d013708	Sobic.001G162000.1	OS03T0628900-01	Orthofinder_Only
Cluster_1361	Zm00001d013708,Zm00001d013709	Zm00001d013709	Sobic.001G162100.1	NA	Orthofinder_Only
Cluster_1362	Zm00001d016995,Zm00001d016996	Zm00001d016995	Sobic.004G193800.1	NA	BLAST
Cluster_1364	Zm00001d017021,Zm00001d017022	Zm00001d017022	Sobic.004G196000.1	NA	Both
Cluster_1364	Zm00001d017021,Zm00001d017022	Zm00001d017021	Sobic.004G195900.1	NA	Other_Orthologue
Cluster_1366	Zm00001d017043,Zm00001d017045	Zm00001d017043	Sobic.004G198100.1	NA	Both
Cluster_1366	Zm00001d017043,Zm00001d017045	Zm00001d017045	Sobic.004G198200.1	NA	Other_Orthologue
Cluster_1369	Zm00001d017165,Zm00001d017164	Zm00001d017165	Sobic.004G209700.1	NA	SynMap_Chosen
Cluster_1369	Zm00001d017165,Zm00001d017164	Zm00001d017164	Sobic.004G209600.1	NA	Other_Orthologue
Cluster_1370	Zm00001d017174,Zm00001d017172	Zm00001d017174	Sobic.004G210800.1	NA	SynMap_Chosen
Cluster_1376	Zm00001d017292,Zm00001d017293	Zm00001d017292	Sobic.004G222300.1	NA	Orthofinder_Only
Cluster_1378	Zm00001d017329,Zm00001d017326	Zm00001d017329	Sobic.004G224400.1	NA	Both
Cluster_1384	Zm00001d017458,Zm00001d017459	Zm00001d017458	Sobic.004G297500.1	NA	Both
Cluster_1384	Zm00001d017458,Zm00001d017459	Zm00001d017459	Sobic.004G297400.2	NA	Other_Orthologue
Cluster_1393	Zm00001d017591,Zm00001d017592	Zm00001d017592	Sobic.004G283200.1	NA	SynMap_Chosen
Cluster_1393	Zm00001d017591,Zm00001d017592	Zm00001d017591	Sobic.004G283300.1	NA	Other_Orthologue
Cluster_1394	Zm00001d017612,Zm00001d017615	Zm00001d017612	Sobic.004G281400.1	NA	SynMap_Chosen
Cluster_1394	Zm00001d017612,Zm00001d017615	Zm00001d017615	Sobic.004G280900.1	NA	Other_Orthologue
Cluster_1397	Zm00001d017653,Zm00001d017645	Zm00001d017645	Sobic.004G279000.1	NA	Orthofinder_Only
Cluster_1397	Zm00001d017653,Zm00001d017645	Zm00001d017653	Sobic.004G277300.1	NA	Orthofinder_Only
Cluster_1402	Zm00001d017787,Zm00001d017786	Zm00001d017787	Sobic.004G266400.1	NA	Both
Cluster_1403	Zm00001d017817,Zm00001d017814	Zm00001d017817	Sobic.004G262900.1	NA	Both
Cluster_1403	Zm00001d017817,Zm00001d017814	Zm00001d017814	Sobic.004G263000.1	OS05T0210525-00	Other_Orthologue
Cluster_1405	Zm00001d017863,Zm00001d017866	Zm00001d017863	Sobic.004G258600.1	NA	Both
Cluster_1405	Zm00001d017863,Zm00001d017866	Zm00001d017866	Sobic.004G257700.1	NA	Other_Orthologue
Cluster_1408	Zm00001d017898,Zm00001d017899	Zm00001d017898	Sobic.004G254500.1	NA	Both
Cluster_1408	Zm00001d017898,Zm00001d017899	Zm00001d017899	Sobic.004G254400.1	OS02T0725900-01	Other_Orthologue
Cluster_1410	Zm00001d017918,Zm00001d017919	Zm00001d017918	Sobic.004G251800.1	NA	BLAST
Cluster_1411	Zm00001d017953,Zm00001d017952	Zm00001d017953	Sobic.004G247400.1	NA	Both
Cluster_1411	Zm00001d017953,Zm00001d017952	Zm00001d017952	Sobic.004G247500.1	NA	Other_Orthologue
Cluster_1412	Zm00001d017962,Zm00001d017964	Zm00001d017962	Sobic.004G246400.1	NA	BLAST_Leftmost
Cluster_1415	Zm00001d018047,Zm00001d018049	Zm00001d018049	Sobic.004G237200.1	NA	Both
Cluster_1416	Zm00001d018065,Zm00001d018066	Zm00001d018065	Sobic.004G235700.1	NA	Both
Cluster_1418	Zm00001d013819,Zm00001d013820	Zm00001d013819	Sobic.001G187800.1	NA	Both
Cluster_1418	Zm00001d013819,Zm00001d013820	Zm00001d013820	Sobic.001G187700.1	OS03T0567100-01	Other_Orthologue
Cluster_1419	Zm00001d013821,Zm00001d013822	Zm00001d013822	Sobic.001G187900.1	OS03T0566700-01	Orthofinder_Only
Cluster_1429	Zm00001d018281,Zm00001d018282	Zm00001d018282	Sobic.004G319000.1	NA	Both
Cluster_1429	Zm00001d018281,Zm00001d018282	Zm00001d018281	Sobic.004G318600.2	NA	Other_Orthologue
Cluster_1431	Zm00001d018332,Zm00001d018329	Zm00001d018332	Sobic.004G324000.1	NA	Both
Cluster_1431	Zm00001d018332,Zm00001d018329	Zm00001d018329	Sobic.004G324400.1	NA	Other_Orthologue
Cluster_1432	Zm00001d018336,Zm00001d018340	Zm00001d018336	Sobic.004G325100.1	NA	Both
Cluster_1432	Zm00001d018336,Zm00001d018340	Zm00001d018340	Sobic.004G325300.1	NA	Other_Orthologue
Cluster_1435	Zm00001d018452,Zm00001d018451	Zm00001d018452	Sobic.004G340900.1	NA	Both
Cluster_1435	Zm00001d018452,Zm00001d018451	Zm00001d018451	Sobic.004G340500.1	OS02T0812500-01	Other_Orthologue
Cluster_1443	Zm00001d012968,Zm00001d012967	Zm00001d012968	Sobic.001G035100.1	NA	SynMap_Chosen
Cluster_1443	Zm00001d012968,Zm00001d012967	Zm00001d012967	Sobic.001G035000.1	NA	Other_Orthologue
Cluster_1444	Zm00001d013949,Zm00001d013945	Zm00001d013945	Sobic.001G210300.1	NA	Both
Cluster_1445	Zm00001d013955,Zm00001d013950	Zm00001d013955	Sobic.001G209000.1	NA	Orthofinder_Only
Cluster_1448	Zm00001d012999,Zm00001d013002	Zm00001d012999	Sobic.001G040100.1	NA	BLAST_Leftmost
Cluster_1452	Zm00001d014159,Zm00001d014160	Zm00001d014159	Sobic.001G244600.1	NA	BLAST
Cluster_1454	Zm00001d014196,Zm00001d014194	Zm00001d014194	Sobic.001G252500.1	NA	BLAST_Leftmost
Cluster_1455	Zm00001d014249,Zm00001d014250	Zm00001d014249	Sobic.001G259300.1	NA	Both
Cluster_1461	Zm00001d014378,Zm00001d014379	Zm00001d014378	Sobic.010G228700.1	NA	Both
Cluster_1465	Zm00001d014447,Zm00001d014443	Zm00001d014447	Sobic.001G280000.1	NA	SynMap_Chosen
Cluster_1465	Zm00001d014447,Zm00001d014443	Zm00001d014443	Sobic.001G280200.1	NA	Other_Orthologue
Cluster_1466	Zm00001d013105,Zm00001d013109	Zm00001d013105	Sobic.001G063300.1	NA	SynMap_Chosen
Cluster_1466	Zm00001d013105,Zm00001d013109	Zm00001d013109	Sobic.001G063600.1	OS03T0788500-01	Other_Orthologue
Cluster_1468	Zm00001d013114,Zm00001d013115	Zm00001d013114	Sobic.001G064900.1	NA	BLAST_Leftmost
Cluster_1470	Zm00001d014499,Zm00001d014503	Zm00001d014499	Sobic.010G236100.1	NA	Both
Cluster_1478	Zm00001d014623,Zm00001d014625	Zm00001d014625	Sobic.010G247200.1	NA	Both
Cluster_1481	Zm00001d014721,Zm00001d014722	Zm00001d014721	Sobic.010G256400.1	NA	Both
Cluster_1481	Zm00001d014721,Zm00001d014722	Zm00001d014722	Sobic.010G256600.2	NA	Other_Orthologue
Cluster_1482	Zm00001d013182,Zm00001d013183	Zm00001d013182	Sobic.001G077200.1	NA	Both
Cluster_1483	Zm00001d014732,Zm00001d014731	Zm00001d014732	Sobic.010G258000.1	NA	BLAST
Cluster_1484	Zm00001d014737,Zm00001d014734	Zm00001d014737	Sobic.010G258700.1	NA	Both
Cluster_1485	Zm00001d013188,Zm00001d013190	Zm00001d013188	Sobic.001G077900.1	NA	Both
Cluster_1495	Zm00001d014948,Zm00001d014951	Zm00001d014948	Sobic.004G004900.1	NA	SynMap_Chosen
Cluster_1495	Zm00001d014948,Zm00001d014951	Zm00001d014951	Sobic.004G005200.1	OS02T0106800-01	Other_Orthologue
Cluster_1497	Zm00001d014963,Zm00001d014964	Zm00001d014964	Sobic.004G007400.1	NA	SynMap_Chosen
Cluster_1500	Zm00001d014974,Zm00001d014972	Zm00001d014972	Sobic.004G009100.1	NA	Both
Cluster_1501	Zm00001d013255,Zm00001d013251	Zm00001d013251	NA	OS03T0756200-01	SynMap_Chosen
Cluster_1502	Zm00001d015006,Zm00001d015005	Zm00001d015006	Sobic.004G013100.1	NA	SynMap_Chosen
Cluster_1503	Zm00001d013259,Zm00001d013258	Zm00001d013258	Sobic.001G086400.1	OS03T0753100-01	Orthofinder_Only
Cluster_1504	Zm00001d015018,Zm00001d015019	Zm00001d015018	Sobic.004G014500.2	NA	Orthofinder_Only
Cluster_1513	Zm00001d013268,Zm00001d013269	Zm00001d013268	Sobic.001G089000.1	NA	Both
Cluster_1513	Zm00001d013268,Zm00001d013269	Zm00001d013269	Sobic.001G089300.2	NA	Other_Orthologue
Cluster_1516	Zm00001d015196,Zm00001d015197	Zm00001d015196	Sobic.004G033300.1	NA	Both
Cluster_1518	Zm00001d015212,Zm00001d015211	Zm00001d015211	Sobic.004G035200.1	NA	Orthofinder_Only
Cluster_1518	Zm00001d015212,Zm00001d015211	Zm00001d015212	Sobic.004G035300.1	NA	Orthofinder_Only
Cluster_1520	Zm00001d015227,Zm00001d015228	Zm00001d015227	Sobic.004G036600.1	NA	Both
Cluster_1521	Zm00001d015229,Zm00001d015228	Zm00001d015229	Sobic.004G036700.1	NA	BLAST
Cluster_1524	Zm00001d015291,Zm00001d015298	Zm00001d015291	Sobic.004G042600.1	NA	Both
Cluster_1525	Zm00001d015332,Zm00001d015331	Zm00001d015331	Sobic.004G050700.1	NA	Orthofinder_Only
Cluster_1532	Zm00001d012833,Zm00001d012834	Zm00001d012833	Sobic.001G008800.1	NA	SynMap_Chosen
Cluster_1532	Zm00001d012833,Zm00001d012834	Zm00001d012834	Sobic.001G009300.1	NA	Other_Orthologue
Cluster_1536	Zm00001d036763,Zm00001d036762	Zm00001d036762	Sobic.010G203600.1	NA	Both
Cluster_1536	Zm00001d036763,Zm00001d036762	Zm00001d036763	Sobic.010G203500.1	NA	Other_Orthologue
Cluster_1537	Zm00001d036792,Zm00001d036791	Zm00001d036792	Sobic.010G194300.1	NA	BLAST
Cluster_1538	Zm00001d036802,Zm00001d036803	Zm00001d036803	Sobic.010G192200.1	NA	SynMap_Chosen
Cluster_1544	Zm00001d036879,Zm00001d036872	Zm00001d036879	Sobic.010G186300.1	NA	Both
Cluster_1545	Zm00001d036912,Zm00001d036911	Zm00001d036912	Sobic.010G181000.1	NA	Both
Cluster_1551	Zm00001d037025,Zm00001d037024	Zm00001d037025	Sobic.010G156000.1	NA	BLAST
Cluster_1553	Zm00001d037043,Zm00001d037042	Zm00001d037043	Sobic.010G150800.1	NA	Both
Cluster_1554	Zm00001d037066,Zm00001d037080	Zm00001d037080	Sobic.010G067200.1	NA	SynMap_Chosen
Cluster_1559	Zm00001d037172,Zm00001d037171	Zm00001d037172	Sobic.010G082300.1	OS06T0212500-01	Orthofinder_Only
Cluster_1560	Zm00001d037195,Zm00001d037196	Zm00001d037195	Sobic.010G087100.1	NA	BLAST_Leftmost
Cluster_1561	Zm00001d037205,Zm00001d037204	Zm00001d037205	Sobic.010G088500.1	NA	SynMap_Chosen
Cluster_1564	Zm00001d037265,Zm00001d037266	Zm00001d037265	Sobic.010G099800.1	NA	Orthofinder_Only
Cluster_1564	Zm00001d037265,Zm00001d037266	Zm00001d037266	Sobic.010G099900.1	NA	Orthofinder_Only
Cluster_1573	Zm00001d037495,Zm00001d037496	Zm00001d037495	Sobic.010G061800.1	NA	Both
Cluster_1583	Zm00001d037680,Zm00001d037681	Zm00001d037680	Sobic.009G070800.1	NA	SynMap_Chosen
Cluster_1583	Zm00001d037680,Zm00001d037681	Zm00001d037681	Sobic.009G070700.1	NA	Other_Orthologue
Cluster_1588	Zm00001d037839,Zm00001d037840	Zm00001d037839	Sobic.009G091000.1	OS05T0280700-02	Orthofinder_Only
Cluster_1591	Zm00001d037909,Zm00001d037914	Zm00001d037909	Sobic.009G115500.1	NA	Orthofinder_Only
Cluster_1591	Zm00001d037909,Zm00001d037914	Zm00001d037914	Sobic.009G115300.1	OS05T0368100-00	Orthofinder_Only
Cluster_1593	Zm00001d037949,Zm00001d037956	Zm00001d037949	Sobic.009G109700.1	NA	Both
Cluster_1594	Zm00001d037950,Zm00001d037951	Zm00001d037951	Sobic.009G109200.1	NA	BLAST
Cluster_1600	Zm00001d038066,Zm00001d038065	Zm00001d038066	Sobic.009G122000.1	NA	Both
Cluster_1600	Zm00001d038066,Zm00001d038065	Zm00001d038065	Sobic.009G121900.1	NA	Other_Orthologue
Cluster_1601	Zm00001d038073,Zm00001d038074	Zm00001d038073	Sobic.004G000700.1	OS06T0626700-00	Orthofinder_Only
Cluster_1602	Zm00001d038163,Zm00001d038161	Zm00001d038163	Sobic.009G132900.1	NA	SynMap_Chosen
Cluster_1602	Zm00001d038163,Zm00001d038161	Zm00001d038161	Sobic.009G132000.2	OS05T0404400-01	Other_Orthologue
Cluster_1613	Zm00001d038404,Zm00001d038405	Zm00001d038404	Sobic.009G167100.1	NA	BLAST
Cluster_1623	Zm00001d038553,Zm00001d038544	Zm00001d038553	Sobic.009G181600.1	NA	Both
Cluster_1624	Zm00001d038574,Zm00001d038575	Zm00001d038574	Sobic.009G182800.2	NA	Both
Cluster_1625	Zm00001d038577,Zm00001d038578	Zm00001d038577	Sobic.009G183400.1	NA	Both
Cluster_1627	Zm00001d038599,Zm00001d038598	Zm00001d038599	Sobic.009G186600.1	NA	Both
Cluster_1627	Zm00001d038599,Zm00001d038598	Zm00001d038598	Sobic.009G186500.1	NA	Other_Orthologue
Cluster_1629	Zm00001d038614,Zm00001d038613	Zm00001d038613	Sobic.009G188000.1	NA	BLAST
Cluster_1636	Zm00001d038830,Zm00001d038831	Zm00001d038830	Sobic.009G211400.1	NA	Both
Cluster_1636	Zm00001d038830,Zm00001d038831	Zm00001d038831	Sobic.009G211600.1	NA	Other_Orthologue
Cluster_1639	Zm00001d038875,Zm00001d038874	Zm00001d038874	Sobic.009G216100.2	NA	Both
Cluster_1639	Zm00001d038875,Zm00001d038874	Zm00001d038875	Sobic.009G216300.1	NA	Other_Orthologue
Cluster_1642	Zm00001d038889,Zm00001d038887	Zm00001d038889	Sobic.009G218200.1	NA	Both
Cluster_1642	Zm00001d038889,Zm00001d038887	Zm00001d038887	Sobic.009G218100.1	NA	Other_Orthologue
Cluster_1643	Zm00001d038911,Zm00001d038913	Zm00001d038913	Sobic.009G222000.1	NA	SynMap_Chosen
Cluster_1643	Zm00001d038911,Zm00001d038913	Zm00001d038911	Sobic.009G221900.1	NA	Other_Orthologue
Cluster_1644	Zm00001d038918,Zm00001d038920	Zm00001d038918	Sobic.009G222600.1	NA	SynMap_Chosen
Cluster_1644	Zm00001d038918,Zm00001d038920	Zm00001d038920	Sobic.009G222800.1	NA	Other_Orthologue
Cluster_1648	Zm00001d035246,Zm00001d035249	Zm00001d035246	Sobic.008G068300.1	NA	Orthofinder_Only
Cluster_1654	Zm00001d039119,Zm00001d039118	Zm00001d039118	Sobic.009G244300.1	NA	SynMap_Chosen
Cluster_1654	Zm00001d039119,Zm00001d039118	Zm00001d039119	Sobic.009G244600.1	OS05T0579700-00	Other_Orthologue
Cluster_1657	Zm00001d039133,Zm00001d039132	Zm00001d039132	Sobic.009G245400.1	NA	BLAST
Cluster_1660	Zm00001d039176,Zm00001d039180	Zm00001d039180	NA	OS05T0589700-01	SynMap_Chosen
Cluster_1660	Zm00001d039176,Zm00001d039180	Zm00001d039176	Sobic.009G254500.1	NA	Other_Orthologue
Cluster_1661	Zm00001d039184,Zm00001d039183	Zm00001d039184	Sobic.009G252400.1	NA	Both
Cluster_1661	Zm00001d039184,Zm00001d039183	Zm00001d039183	Sobic.009G252500.1	NA	Other_Orthologue
Cluster_1663	Zm00001d039214,Zm00001d039213	Zm00001d039214	Sobic.009G259900.1	NA	Both
Cluster_1663	Zm00001d039214,Zm00001d039213	Zm00001d039213	Sobic.009G260000.1	NA	Other_Orthologue
Cluster_1668	Zm00001d035020,Zm00001d035021	Zm00001d035020	Sobic.007G008000.1	NA	Both
Cluster_1668	Zm00001d035020,Zm00001d035021	Zm00001d035021	Sobic.007G008100.1	NA	Other_Orthologue
Cluster_1670	Zm00001d035342,Zm00001d035343	Zm00001d035342	Sobic.005G049600.1	NA	Orthofinder_Only
Cluster_1671	Zm00001d035377,Zm00001d035376	Zm00001d035377	Sobic.005G036600.1	NA	Orthofinder_Only
Cluster_1672	Zm00001d035381,Zm00001d035383	Zm00001d035381	Sobic.008G006100.1	NA	Orthofinder_Only
Cluster_1679	Zm00001d035494,Zm00001d035495	Zm00001d035494	NA	OS05T0123100-01	BLAST
Cluster_1681	Zm00001d035551,Zm00001d035552	Zm00001d035552	Sobic.009G022100.1	NA	Both
Cluster_1688	Zm00001d035605,Zm00001d035604	Zm00001d035605	Sobic.009G016600.1	NA	Both
Cluster_1688	Zm00001d035605,Zm00001d035604	Zm00001d035604	Sobic.009G016633.1	NA	Other_Orthologue
Cluster_1697	Zm00001d035664,Zm00001d035665	Zm00001d035664	Sobic.009G013400.1	NA	BLAST
Cluster_1698	Zm00001d035670,Zm00001d035671	Zm00001d035670	Sobic.009G011300.1	NA	SynMap_Chosen
Cluster_1698	Zm00001d035670,Zm00001d035671	Zm00001d035671	Sobic.009G011000.2	NA	Other_Orthologue
Cluster_1705	Zm00001d035817,Zm00001d035818	Zm00001d035817	Sobic.009G047200.1	NA	Both
Cluster_1713	Zm00001d035921,Zm00001d035922	Zm00001d035921	Sobic.010G008300.2	NA	SynMap_Chosen
Cluster_1713	Zm00001d035921,Zm00001d035922	Zm00001d035922	Sobic.001G025800.1	OS06T0112000-01	Other_Orthologue
Cluster_1714	Zm00001d035937,Zm00001d035935	Zm00001d035937	Sobic.010G011200.1	NA	Both
Cluster_1714	Zm00001d035937,Zm00001d035935	Zm00001d035935	Sobic.010G011000.2	NA	Other_Orthologue
Cluster_1719	Zm00001d035154,Zm00001d035155	Zm00001d035154	Sobic.007G025300.1	NA	Both
Cluster_1720	Zm00001d036097,Zm00001d036098	Zm00001d036098	Sobic.010G028600.4	NA	SynMap_Chosen
Cluster_1720	Zm00001d036097,Zm00001d036098	Zm00001d036097	Sobic.001G277500.2	NA	Other_Orthologue
Cluster_1724	Zm00001d036196,Zm00001d036197	Zm00001d036197	NA	OS06T0151100-00	SynMap_Chosen
Cluster_1724	Zm00001d036196,Zm00001d036197	Zm00001d036196	Sobic.010G040800.1	OS06T0151200-01	Other_Orthologue
Cluster_1725	Zm00001d036228,Zm00001d036229	Zm00001d036228	Sobic.010G043400.1	NA	BLAST
Cluster_1739	Zm00001d036541,Zm00001d036542	Zm00001d036541	Sobic.010G239300.1	NA	SynMap_Chosen
Cluster_1739	Zm00001d036541,Zm00001d036542	Zm00001d036542	Sobic.010G239400.1	NA	Other_Orthologue
Cluster_1741	Zm00001d036594,Zm00001d036595	Zm00001d036594	Sobic.010G228700.1	NA	BLAST_Leftmost
Cluster_1747	Zm00001d036723,Zm00001d036724	Zm00001d036723	Sobic.010G209400.1	NA	BLAST_Leftmost
Cluster_1748	Zm00001d036755,Zm00001d036752	Zm00001d036752	Sobic.010G204600.1	NA	BLAST_Leftmost
Cluster_1749	Zm00001d036758,Zm00001d036756	Zm00001d036758	Sobic.010G204500.1	NA	BLAST
Cluster_1750	Zm00001d020251,Zm00001d020250	Zm00001d020250	Sobic.002G182900.1	NA	SynMap_Chosen
Cluster_1750	Zm00001d020251,Zm00001d020250	Zm00001d020251	Sobic.002G183200.1	NA	Other_Orthologue
