Cluster_ID	Cluster_Genes	Maize_Gene	Sorghum_Gene	Orzya_Gene	Note
Cluster_2003	Zm00008a015774,Zm00008a015773	Zm00008a015774	Sobic.007G193900.1	OS08T0531200-01	PASS
Cluster_2004	Zm00008a015781,Zm00008a015778,Zm00008a015782	Zm00008a015778	Sobic.007G193500.1	OS08T0531600-01	PASS
Cluster_2007	Zm00008a015001,Zm00008a015000	Zm00008a015001	Sobic.005G194700.3	NA	PASS
Cluster_2011	Zm00008a015020,Zm00008a015021,Zm00008a015011,Zm00008a015013,Zm00008a015012,Zm00008a015015,Zm00008a015014,Zm00008a015017,Zm00008a015016	Zm00008a015020	Sobic.005G192801.1	NA	PASS
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015023	Sobic.005G192000.1	OS11T0620500-01	PASS
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015031	Sobic.001G204700.1	OS11T0616200-01	PASS
Cluster_2013	Zm00008a015033,Zm00008a015032,Zm00008a015031,Zm00008a015034,Zm00008a015023	Zm00008a015033	Sobic.005G187700.1	NA	PASS
Cluster_2014	Zm00008a015041,Zm00008a015042	Zm00008a015041	Sobic.005G186200.1	NA	PASS
Cluster_2017	Zm00008a015912,Zm00008a015913	Zm00008a015913	Sobic.007G154100.1	NA	PASS
Cluster_2018	Zm00008a015914,Zm00008a015915	Zm00008a015915	Sobic.007G154500.1	NA	PASS
Cluster_2021	Zm00008a015057,Zm00008a015056,Zm00008a015058	Zm00008a015056	Sobic.010G103100.1	NA	PASS
Cluster_2022	Zm00008a015933,Zm00008a015934,Zm00008a015935	Zm00008a015933	Sobic.007G102300.1	NA	FAIL
Cluster_2023	Zm00008a015065,Zm00008a015066	Zm00008a015066	Sobic.007G123100.1	OS08T0402600-01	FAIL
Cluster_2026	Zm00008a015959,Zm00008a015961,Zm00008a015960,Zm00008a015962	Zm00008a015960	Sobic.007G144600.1	NA	PASS
Cluster_2027	Zm00008a015973,Zm00008a015974	Zm00008a015973	Sobic.007G147000.1	NA	PASS
Cluster_2027	Zm00008a015973,Zm00008a015974	Zm00008a015974	Sobic.007G147101.1	NA	PASS
Cluster_2028	Zm00008a015995,Zm00008a015997	Zm00008a015995	Sobic.007G103600.1	NA	FAIL
Cluster_2030	Zm00008a016009,Zm00008a016010	Zm00008a016009	Sobic.007G111800.1	NA	FAIL
Cluster_2033	Zm00008a016030,Zm00008a016013,Zm00008a016004	Zm00008a016030	Sobic.007G098400.1	NA	PASS
Cluster_2035	Zm00008a016043,Zm00008a016042	Zm00008a016042	Sobic.007G096200.1	NA	PASS
Cluster_2036	Zm00008a016046,Zm00008a016045	Zm00008a016045	Sobic.007G096700.1	NA	PASS
Cluster_2041	Zm00008a016120,Zm00008a016106	Zm00008a016106	Sobic.007G118400.1	NA	PASS
Cluster_2042	Zm00008a016113,Zm00008a016114	Zm00008a016114	Sobic.007G120200.1	NA	PASS
Cluster_2042	Zm00008a016113,Zm00008a016114	Zm00008a016113	Sobic.007G120000.1	NA	PASS
Cluster_2043	Zm00008a016116,Zm00008a016117	Zm00008a016116	Sobic.007G121700.1	NA	PASS
Cluster_2043	Zm00008a016116,Zm00008a016117	Zm00008a016117	Sobic.007G121300.2	OS08T0400000-01	PASS
Cluster_2045	Zm00008a016152,Zm00008a016153	Zm00008a016153	Sobic.007G126500.1	NA	PASS
Cluster_2049	Zm00008a016179,Zm00008a016178	Zm00008a016178	Sobic.007G132000.1	NA	PASS
Cluster_2050	Zm00008a015102,Zm00008a015101	Zm00008a015102	Sobic.002G018133.1	NA	FAIL
Cluster_2052	Zm00008a014849,Zm00008a014848	Zm00008a014848	Sobic.005G231600.1	NA	PASS
Cluster_2052	Zm00008a014849,Zm00008a014848	Zm00008a014849	Sobic.005G231500.1	OS11T0707000-03	PASS
Cluster_2053	Zm00008a016227,Zm00008a016226	Zm00008a016227	Sobic.007G141200.1	NA	PASS
Cluster_2056	Zm00008a016277,Zm00008a016276	Zm00008a016276	Sobic.007G173500.1	OS08T0554050-01	PASS
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014846	Sobic.005G230000.1	NA	PASS
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014852	Sobic.005G231000.1	OS11T0705900-01	PASS
Cluster_2058	Zm00008a014846,Zm00008a014852,Zm00008a014853	Zm00008a014853	Sobic.005G230300.2	NA	PASS
Cluster_2059	Zm00008a016283,Zm00008a016272,Zm00008a016284	Zm00008a016272	Sobic.007G157100.1	OS08T0474866-00	PASS
Cluster_2059	Zm00008a016283,Zm00008a016272,Zm00008a016284	Zm00008a016284	Sobic.007G157900.1	NA	PASS
Cluster_2063	Zm00008a016329,Zm00008a016328	Zm00008a016328	Sobic.004G160200.2	NA	PASS
Cluster_2064	Zm00008a016333,Zm00008a016332	Zm00008a016332	Sobic.004G159200.1	OS02T0520500-01	FAIL
Cluster_2065	Zm00008a016335,Zm00008a016337,Zm00008a016336	Zm00008a016335	Sobic.004G159400.3	NA	PASS
Cluster_2066	Zm00008a015109,Zm00008a015110,Zm00008a015111	Zm00008a015111	Sobic.005G169200.1	NA	PASS
Cluster_2067	Zm00008a016350,Zm00008a016356	Zm00008a016350	Sobic.004G157000.1	NA	FAIL
Cluster_2070	Zm00008a021209,Zm00008a021199	Zm00008a021209	Sobic.004G073800.1	NA	PASS
Cluster_2071	Zm00008a019525,Zm00008a019524,Zm00008a019526	Zm00008a019524	Sobic.001G114200.1	NA	PASS
Cluster_2071	Zm00008a019525,Zm00008a019524,Zm00008a019526	Zm00008a019526	Sobic.001G114100.1	NA	PASS
Cluster_2072	Zm00008a019521,Zm00008a019527	Zm00008a019521	Sobic.001G115400.1	NA	PASS
Cluster_2074	Zm00008a019539,Zm00008a019540	Zm00008a019539	Sobic.001G117800.1	NA	PASS
Cluster_2077	Zm00008a019546,Zm00008a019545	Zm00008a019545	Sobic.001G118300.1	NA	PASS
Cluster_2079	Zm00008a019551,Zm00008a019536	Zm00008a019551	Sobic.001G119600.1	NA	PASS
Cluster_2079	Zm00008a019551,Zm00008a019536	Zm00008a019536	Sobic.001G116800.1	NA	PASS
Cluster_2081	Zm00008a021262,Zm00008a021261	Zm00008a021261	Sobic.008G016500.1	NA	FAIL
Cluster_2082	Zm00008a019570,Zm00008a019571	Zm00008a019570	Sobic.001G121700.1	NA	PASS
Cluster_2083	Zm00008a021290,Zm00008a021291	Zm00008a021291	Sobic.004G083200.1	NA	PASS
Cluster_2084	Zm00008a019574,Zm00008a019575	Zm00008a019575	Sobic.001G122200.1	NA	PASS
Cluster_2084	Zm00008a019574,Zm00008a019575	Zm00008a019574	Sobic.001G505400.1	OS10T0207700-01	FALSE
Cluster_2086	Zm00008a021304,Zm00008a021302,Zm00008a021303	Zm00008a021302	Sobic.004G082101.1	OS02T0198900-01	PASS
Cluster_2088	Zm00008a019595,Zm00008a019594	Zm00008a019595	Sobic.001G128100.1	NA	PASS
Cluster_2092	Zm00008a021323,Zm00008a021321	Zm00008a021321	Sobic.004G080000.1	NA	PASS
Cluster_2092	Zm00008a021323,Zm00008a021321	Zm00008a021323	Sobic.004G080000.2	NA	PASS
Cluster_2093	Zm00008a019011,Zm00008a019012	Zm00008a019012	Sobic.001G009700.1	NA	PASS
Cluster_2093	Zm00008a019011,Zm00008a019012	Zm00008a019011	Sobic.007G157200.1	NA	FAIL
Cluster_2094	Zm00008a019603,Zm00008a019604,Zm00008a019605,Zm00008a019607	Zm00008a019603	Sobic.001G130200.1	OS03T0693000-01	PASS
Cluster_2097	Zm00008a019616,Zm00008a019615,Zm00008a019614	Zm00008a019614	Sobic.001G132100.1	NA	PASS
Cluster_2099	Zm00008a021370,Zm00008a021375,Zm00008a021374	Zm00008a021370	Sobic.004G136600.1	NA	FAIL
Cluster_2099	Zm00008a021370,Zm00008a021375,Zm00008a021374	Zm00008a021375	Sobic.004G133500.1	NA	FAIL
Cluster_2101	Zm00008a021403,Zm00008a021404	Zm00008a021403	Sobic.004G129900.1	NA	PASS
Cluster_2101	Zm00008a021403,Zm00008a021404	Zm00008a021404	Sobic.004G129800.1	NA	PASS
Cluster_2102	Zm00008a021410,Zm00008a021425	Zm00008a021410	Sobic.004G128200.3	OS02T0283800-01	FAIL
Cluster_2103	Zm00008a019644,Zm00008a019643	Zm00008a019643	Sobic.001G139001.1	OS03T0675700-01	PASS
Cluster_2103	Zm00008a019644,Zm00008a019643	Zm00008a019644	Sobic.001G139100.1	NA	PASS
Cluster_2104	Zm00008a021429,Zm00008a021428,Zm00008a021430	Zm00008a021429	Sobic.001G023900.1	NA	PASS
Cluster_2106	Zm00008a021436,Zm00008a021437	Zm00008a021436	Sobic.004G123400.2	NA	PASS
Cluster_2107	Zm00008a021445,Zm00008a021444	Zm00008a021444	Sobic.004G122600.2	NA	PASS
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021455	Sobic.004G121900.1	NA	PASS
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021456	Sobic.004G121800.1	NA	PASS
Cluster_2110	Zm00008a021479,Zm00008a021464,Zm00008a021456,Zm00008a021455,Zm00008a021476,Zm00008a021477	Zm00008a021464	Sobic.004G119600.1	NA	PASS
Cluster_2113	Zm00008a021503,Zm00008a021507	Zm00008a021507	Sobic.010G075600.1	NA	FALSE
Cluster_2117	Zm00008a021544,Zm00008a021545	Zm00008a021544	Sobic.004G109000.1	NA	FAIL
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021520	Sobic.004G114200.1	NA	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021538	Sobic.004G110400.1	NA	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021539	Sobic.004G110300.1	OS02T0249200-00	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021540	Sobic.004G110200.1	NA	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021541	Sobic.004G109900.1	NA	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021542	Sobic.004G109600.1	NA	PASS
Cluster_2118	Zm00008a021539,Zm00008a021538,Zm00008a021520,Zm00008a021546,Zm00008a021540,Zm00008a021541,Zm00008a021542,Zm00008a021543	Zm00008a021543	Sobic.004G109400.1	NA	PASS
Cluster_2121	Zm00008a021572,Zm00008a021573	Zm00008a021573	Sobic.004G105500.1	NA	FAIL
Cluster_2122	Zm00008a021566,Zm00008a021574,Zm00008a021567	Zm00008a021566	Sobic.004G106100.1	NA	PASS
Cluster_2122	Zm00008a021566,Zm00008a021574,Zm00008a021567	Zm00008a021567	Sobic.004G106000.1	NA	PASS
Cluster_2124	Zm00008a021584,Zm00008a021585	Zm00008a021584	Sobic.004G104400.1	NA	PASS
Cluster_2126	Zm00008a019700,Zm00008a019698	Zm00008a019698	Sobic.001G146200.1	NA	PASS
Cluster_2128	Zm00008a021615,Zm00008a021582,Zm00008a021600	Zm00008a021582	Sobic.004G104800.1	NA	PASS
Cluster_2129	Zm00008a021631,Zm00008a021635	Zm00008a021635	Sobic.004G100500.1	NA	PASS
Cluster_2133	Zm00008a019716,Zm00008a019717	Zm00008a019717	Sobic.001G148900.2	NA	PASS
Cluster_2133	Zm00008a019716,Zm00008a019717	Zm00008a019716	Sobic.001G148800.1	OS03T0656000-00	PASS
Cluster_2134	Zm00008a021665,Zm00008a021666	Zm00008a021666	Sobic.004G097000.1	NA	PASS
Cluster_2135	Zm00008a021683,Zm00008a021682,Zm00008a021681,Zm00008a021680	Zm00008a021683	Sobic.004G095000.1	NA	PASS
Cluster_2136	Zm00008a021697,Zm00008a021696	Zm00008a021697	Sobic.004G092500.1	NA	PASS
Cluster_2140	Zm00008a021746,Zm00008a021744,Zm00008a021745,Zm00008a021742,Zm00008a021743,Zm00008a021740,Zm00008a021741,Zm00008a021730,Zm00008a021723,Zm00008a021726,Zm00008a021724,Zm00008a021732,Zm00008a021731,Zm00008a021727,Zm00008a021737,Zm00008a021736,Zm00008a021735,Zm00008a021734,Zm00008a021738,Zm00008a021728,Zm00008a021729	Zm00008a021735	Sobic.004G087300.1	NA	PASS
Cluster_2140	Zm00008a021746,Zm00008a021744,Zm00008a021745,Zm00008a021742,Zm00008a021743,Zm00008a021740,Zm00008a021741,Zm00008a021730,Zm00008a021723,Zm00008a021726,Zm00008a021724,Zm00008a021732,Zm00008a021731,Zm00008a021727,Zm00008a021737,Zm00008a021736,Zm00008a021735,Zm00008a021734,Zm00008a021738,Zm00008a021728,Zm00008a021729	Zm00008a021740	Sobic.004G087100.1	NA	PASS
Cluster_2141	Zm00008a021754,Zm00008a021753	Zm00008a021754	Sobic.004G138100.1	NA	FAIL
Cluster_2142	Zm00008a021764,Zm00008a021765	Zm00008a021764	Sobic.004G139700.1	OS02T0463500-01	PASS
Cluster_2145	Zm00008a021776,Zm00008a021777	Zm00008a021777	Sobic.004G143700.1	NA	PASS
Cluster_2146	Zm00008a021780,Zm00008a021779	Zm00008a021780	Sobic.004G144500.1	NA	PASS
Cluster_2147	Zm00008a021807,Zm00008a021813,Zm00008a021808	Zm00008a021813	Sobic.006G224100.1	NA	PASS
Cluster_2151	Zm00008a021834,Zm00008a021835	Zm00008a021835	Sobic.004G153800.1	OS02T0506100-00	PASS
Cluster_2152	Zm00008a021843,Zm00008a021844	Zm00008a021844	Sobic.004G155300.1	NA	PASS
Cluster_2154	Zm00008a021868,Zm00008a021867	Zm00008a021867	Sobic.004G158200.1	NA	PASS
Cluster_2155	Zm00008a021874,Zm00008a021871,Zm00008a021872	Zm00008a021871	Sobic.004G158500.1	NA	PASS
Cluster_2155	Zm00008a021874,Zm00008a021871,Zm00008a021872	Zm00008a021874	Sobic.004G158600.2	NA	PASS
Cluster_2156	Zm00008a021876,Zm00008a021881	Zm00008a021876	Sobic.004G158900.3	NA	FAIL
Cluster_2156	Zm00008a021876,Zm00008a021881	Zm00008a021881	Sobic.004G159500.1	OS04T0399800-00	PASS
Cluster_2157	Zm00008a021878,Zm00008a021877	Zm00008a021877	Sobic.004G159000.1	NA	PASS
Cluster_2158	Zm00008a021894,Zm00008a021892,Zm00008a021891	Zm00008a021892	Sobic.004G161200.1	NA	PASS
Cluster_2159	Zm00008a021896,Zm00008a021897	Zm00008a021897	Sobic.004G161600.1	NA	PASS
Cluster_2161	Zm00008a021949,Zm00008a021951,Zm00008a021950	Zm00008a021949	Sobic.004G167700.1	NA	PASS
Cluster_2161	Zm00008a021949,Zm00008a021951,Zm00008a021950	Zm00008a021950	Sobic.004G167800.3	NA	PASS
Cluster_2161	Zm00008a021949,Zm00008a021951,Zm00008a021950	Zm00008a021951	Sobic.004G167900.1	NA	PASS
Cluster_2162	Zm00008a021982,Zm00008a021983	Zm00008a021982	Sobic.004G172100.1	NA	PASS
Cluster_2163	Zm00008a021990,Zm00008a021989	Zm00008a021990	Sobic.004G173300.3	NA	PASS
Cluster_2163	Zm00008a021990,Zm00008a021989	Zm00008a021989	Sobic.004G173200.2	NA	PASS
Cluster_2164	Zm00008a022004,Zm00008a022019	Zm00008a022004	Sobic.004G174800.1	NA	PASS
Cluster_2164	Zm00008a022004,Zm00008a022019	Zm00008a022019	Sobic.004G176500.1	OS02T0555100-01	PASS
Cluster_2165	Zm00008a022014,Zm00008a022013	Zm00008a022013	Sobic.004G177000.3	NA	PASS
Cluster_2166	Zm00008a022036,Zm00008a022040	Zm00008a022036	Sobic.004G178400.1	OS02T0557300-01	PASS
Cluster_2166	Zm00008a022036,Zm00008a022040	Zm00008a022040	Sobic.004G181300.1	NA	PASS
Cluster_2167	Zm00008a022044,Zm00008a022042,Zm00008a022043	Zm00008a022042	Sobic.004G181000.1	NA	PASS
Cluster_2167	Zm00008a022044,Zm00008a022042,Zm00008a022043	Zm00008a022044	Sobic.006G050800.1	NA	PASS
Cluster_2168	Zm00008a022048,Zm00008a022047	Zm00008a022048	Sobic.004G180200.1	NA	PASS
Cluster_2170	Zm00008a022063,Zm00008a022078	Zm00008a022063	Sobic.004G183100.1	NA	PASS
Cluster_2171	Zm00008a022064,Zm00008a022065	Zm00008a022064	Sobic.004G183200.1	NA	PASS
Cluster_2171	Zm00008a022064,Zm00008a022065	Zm00008a022065	Sobic.004G183300.1	OS02T0564300-01	PASS
Cluster_2172	Zm00008a022071,Zm00008a022070,Zm00008a022073	Zm00008a022073	Sobic.004G183900.1	NA	PASS
Cluster_2173	Zm00008a022092,Zm00008a022091	Zm00008a022091	Sobic.004G187100.1	OS02T0568200-00	PASS
Cluster_2175	Zm00008a022102,Zm00008a022089	Zm00008a022089	Sobic.004G186600.1	NA	PASS
Cluster_2176	Zm00008a022108,Zm00008a022110	Zm00008a022110	Sobic.004G188800.2	NA	PASS
Cluster_2177	Zm00008a022121,Zm00008a022122	Zm00008a022122	Sobic.004G190500.1	NA	PASS
Cluster_2178	Zm00008a022129,Zm00008a022130	Zm00008a022130	Sobic.004G191500.1	NA	PASS
Cluster_2180	Zm00008a022165,Zm00008a022164,Zm00008a022163,Zm00008a022162,Zm00008a022161	Zm00008a022161	Sobic.009G237900.1	NA	PASS
Cluster_2180	Zm00008a022165,Zm00008a022164,Zm00008a022163,Zm00008a022162,Zm00008a022161	Zm00008a022162	Sobic.004G195300.1	NA	PASS
Cluster_2180	Zm00008a022165,Zm00008a022164,Zm00008a022163,Zm00008a022162,Zm00008a022161	Zm00008a022163	Sobic.004G195500.1	NA	PASS
Cluster_2180	Zm00008a022165,Zm00008a022164,Zm00008a022163,Zm00008a022162,Zm00008a022161	Zm00008a022164	Sobic.004G195800.1	NA	PASS
Cluster_2181	Zm00008a022168,Zm00008a022167	Zm00008a022168	Sobic.004G196000.1	NA	PASS
Cluster_2181	Zm00008a022168,Zm00008a022167	Zm00008a022167	Sobic.004G195900.1	NA	PASS
Cluster_2182	Zm00008a022175,Zm00008a022176	Zm00008a022175	Sobic.004G197000.2	NA	PASS
Cluster_2182	Zm00008a022175,Zm00008a022176	Zm00008a022176	Sobic.004G197200.1	OS02T0587000-01	PASS
Cluster_2183	Zm00008a022187,Zm00008a022189	Zm00008a022187	Sobic.004G198100.1	NA	PASS
Cluster_2183	Zm00008a022187,Zm00008a022189	Zm00008a022189	Sobic.004G198200.1	NA	PASS
Cluster_2184	Zm00008a022203,Zm00008a022200,Zm00008a022201,Zm00008a022204,Zm00008a022205	Zm00008a022201	Sobic.010G178100.2	NA	PASS
Cluster_2185	Zm00008a022227,Zm00008a022228	Zm00008a022227	Sobic.004G202600.1	NA	PASS
Cluster_2185	Zm00008a022227,Zm00008a022228	Zm00008a022228	Sobic.004G202700.2	NA	PASS
Cluster_2186	Zm00008a022262,Zm00008a022261	Zm00008a022262	Sobic.001G067200.1	NA	FAIL
Cluster_2187	Zm00008a022279,Zm00008a022278	Zm00008a022279	Sobic.004G209700.1	NA	PASS
Cluster_2187	Zm00008a022279,Zm00008a022278	Zm00008a022278	Sobic.004G209600.1	NA	PASS
Cluster_2191	Zm00008a022317,Zm00008a022318	Zm00008a022318	Sobic.004G214700.1	NA	PASS
Cluster_2194	Zm00008a019054,Zm00008a019055	Zm00008a019054	Sobic.001G022100.1	NA	PASS
Cluster_2194	Zm00008a019054,Zm00008a019055	Zm00008a019055	Sobic.001G022200.1	OS03T0836400-01	PASS
Cluster_2196	Zm00008a019811,Zm00008a019810,Zm00008a019809	Zm00008a019809	Sobic.001G173300.1	NA	PASS
Cluster_2197	Zm00008a019058,Zm00008a019057	Zm00008a019058	Sobic.007G137000.4	OS08T0435800-01	FAIL
Cluster_2198	Zm00008a022376,Zm00008a022392,Zm00008a022393	Zm00008a022376	Sobic.004G221400.1	NA	PASS
Cluster_2198	Zm00008a022376,Zm00008a022392,Zm00008a022393	Zm00008a022392	Sobic.003G058800.1	NA	PASS
Cluster_2199	Zm00008a022397,Zm00008a022396	Zm00008a022396	Sobic.004G223800.1	NA	PASS
Cluster_2200	Zm00008a022406,Zm00008a022404	Zm00008a022406	Sobic.004G224400.1	NA	PASS
Cluster_2201	Zm00008a022409,Zm00008a022411	Zm00008a022409	Sobic.004G224766.1	NA	PASS
Cluster_2202	Zm00008a022412,Zm00008a022410	Zm00008a022412	Sobic.004G224800.1	NA	PASS
Cluster_2203	Zm00008a022413,Zm00008a022416,Zm00008a022414	Zm00008a022413	Sobic.004G224900.1	NA	PASS
Cluster_2204	Zm00008a022438,Zm00008a022439	Zm00008a022439	Sobic.004G304800.1	NA	PASS
Cluster_2205	Zm00008a022442,Zm00008a022444	Zm00008a022444	Sobic.004G303400.1	NA	PASS
Cluster_2206	Zm00008a019060,Zm00008a019061	Zm00008a019060	Sobic.001G023400.1	NA	PASS
Cluster_2206	Zm00008a019060,Zm00008a019061	Zm00008a019061	Sobic.001G023300.1	OS03T0835150-01	PASS
Cluster_2208	Zm00008a022484,Zm00008a022482,Zm00008a022483	Zm00008a022482	Sobic.004G299700.1	NA	PASS
Cluster_2208	Zm00008a022484,Zm00008a022482,Zm00008a022483	Zm00008a022484	Sobic.004G299500.1	NA	PASS
Cluster_2209	Zm00008a019817,Zm00008a019813	Zm00008a019813	Sobic.005G157600.1	NA	FAIL
Cluster_2209	Zm00008a019817,Zm00008a019813	Zm00008a019817	Sobic.001G176000.1	NA	PASS
Cluster_2210	Zm00008a022503,Zm00008a022502	Zm00008a022502	Sobic.004G297500.1	NA	PASS
Cluster_2210	Zm00008a022503,Zm00008a022502	Zm00008a022503	Sobic.004G297400.2	NA	PASS
Cluster_2211	Zm00008a022525,Zm00008a022506,Zm00008a022508,Zm00008a022521,Zm00008a022520	Zm00008a022520	Sobic.004G295700.1	NA	PASS
Cluster_2211	Zm00008a022525,Zm00008a022506,Zm00008a022508,Zm00008a022521,Zm00008a022520	Zm00008a022521	Sobic.004G295600.1	NA	PASS
Cluster_2211	Zm00008a022525,Zm00008a022506,Zm00008a022508,Zm00008a022521,Zm00008a022520	Zm00008a022525	Sobic.004G295500.1	OS02T0656600-00	PASS
Cluster_2212	Zm00008a019822,Zm00008a019823,Zm00008a019824	Zm00008a019822	Sobic.001G177300.2	NA	PASS
Cluster_2212	Zm00008a019822,Zm00008a019823,Zm00008a019824	Zm00008a019824	Sobic.001G177700.1	NA	PASS
Cluster_2214	Zm00008a022538,Zm00008a022536,Zm00008a022537	Zm00008a022537	Sobic.004G293800.1	NA	PASS
Cluster_2215	Zm00008a022546,Zm00008a022545	Zm00008a022545	Sobic.007G020500.1	NA	FAIL
Cluster_2216	Zm00008a022559,Zm00008a022560	Zm00008a022560	Sobic.004G289800.1	NA	PASS
Cluster_2217	Zm00008a022562,Zm00008a022561	Zm00008a022562	Sobic.004G289100.1	NA	PASS
Cluster_2218	Zm00008a022569,Zm00008a022568	Zm00008a022568	Sobic.004G288300.1	NA	PASS
Cluster_2219	Zm00008a022571,Zm00008a022572	Zm00008a022572	Sobic.004G287700.1	NA	PASS
Cluster_2222	Zm00008a022593,Zm00008a022594	Zm00008a022594	Sobic.004G285800.1	NA	PASS
Cluster_2223	Zm00008a022602,Zm00008a022601	Zm00008a022601	Sobic.004G284700.1	NA	PASS
Cluster_2227	Zm00008a019842,Zm00008a019841	Zm00008a019842	Sobic.001G179900.1	NA	PASS
Cluster_2229	Zm00008a022621,Zm00008a022622	Zm00008a022622	Sobic.004G283200.1	NA	FAIL
Cluster_2229	Zm00008a022621,Zm00008a022622	Zm00008a022621	Sobic.004G283300.1	NA	PASS
Cluster_2230	Zm00008a022641,Zm00008a022642	Zm00008a022641	Sobic.004G281300.1	NA	PASS
Cluster_2232	Zm00008a022640,Zm00008a022644	Zm00008a022644	Sobic.004G280900.1	NA	PASS
Cluster_2234	Zm00008a022661,Zm00008a022662	Zm00008a022662	Sobic.004G279300.1	NA	PASS
Cluster_2235	Zm00008a022665,Zm00008a022666,Zm00008a022667	Zm00008a022665	Sobic.004G278400.1	OS02T0686700-01	PASS
Cluster_2235	Zm00008a022665,Zm00008a022666,Zm00008a022667	Zm00008a022666	Sobic.004G278300.1	NA	PASS
Cluster_2235	Zm00008a022665,Zm00008a022666,Zm00008a022667	Zm00008a022667	Sobic.004G278100.1	OS02T0687200-01	PASS
Cluster_2236	Zm00008a019066,Zm00008a019067,Zm00008a019069	Zm00008a019066	Sobic.001G024500.1	OS03T0830500-01	PASS
Cluster_2236	Zm00008a019066,Zm00008a019067,Zm00008a019069	Zm00008a019067	Sobic.001G024700.1	OS03T0830400-01	PASS
Cluster_2237	Zm00008a022701,Zm00008a022700	Zm00008a022701	Sobic.004G273550.1	OS04T0624900-01	PASS
Cluster_2238	Zm00008a022725,Zm00008a022709	Zm00008a022725	Sobic.004G271300.1	NA	PASS
Cluster_2239	Zm00008a022741,Zm00008a022740,Zm00008a022738,Zm00008a022739	Zm00008a022738	Sobic.001G540000.2	NA	FALSE
Cluster_2239	Zm00008a022741,Zm00008a022740,Zm00008a022738,Zm00008a022739	Zm00008a022741	Sobic.001G539760.1	NA	FALSE
Cluster_2240	Zm00008a022746,Zm00008a022745	Zm00008a022745	Sobic.004G269600.1	NA	PASS
Cluster_2240	Zm00008a022746,Zm00008a022745	Zm00008a022746	Sobic.004G269500.1	NA	PASS
Cluster_2241	Zm00008a022803,Zm00008a022802	Zm00008a022803	Sobic.004G262900.1	NA	PASS
Cluster_2241	Zm00008a022803,Zm00008a022802	Zm00008a022802	Sobic.004G263000.1	OS05T0210525-00	PASS
Cluster_2242	Zm00008a019852,Zm00008a019850	Zm00008a019850	Sobic.001G185400.1	NA	PASS
Cluster_2242	Zm00008a019852,Zm00008a019850	Zm00008a019852	Sobic.001G185500.1	NA	PASS
Cluster_2243	Zm00008a022820,Zm00008a022821	Zm00008a022820	Sobic.004G260800.1	NA	PASS
Cluster_2243	Zm00008a022820,Zm00008a022821	Zm00008a022821	Sobic.004G260600.1	NA	PASS
Cluster_2246	Zm00008a019869,Zm00008a019857,Zm00008a019856	Zm00008a019857	Sobic.005G157600.1	NA	PASS
Cluster_2246	Zm00008a019869,Zm00008a019857,Zm00008a019856	Zm00008a019869	Sobic.001G192200.1	NA	PASS
Cluster_2247	Zm00008a022843,Zm00008a022839	Zm00008a022843	Sobic.010G126100.1	NA	FALSE
Cluster_2247	Zm00008a022843,Zm00008a022839	Zm00008a022839	Sobic.004G258400.1	NA	PASS
Cluster_2249	Zm00008a022859,Zm00008a022858,Zm00008a022857	Zm00008a022857	Sobic.004G256000.1	OS09T0551300-02	PASS
Cluster_2250	Zm00008a022881,Zm00008a022876	Zm00008a022881	Sobic.004G249500.1	NA	PASS
Cluster_2251	Zm00008a022884,Zm00008a022885	Zm00008a022884	Sobic.004G250000.3	NA	PASS
Cluster_2253	Zm00008a019861,Zm00008a019860	Zm00008a019861	Sobic.001G187900.1	OS03T0566700-01	PASS
Cluster_2254	Zm00008a022900,Zm00008a022899,Zm00008a022898	Zm00008a022900	Sobic.004G251800.1	NA	PASS
