Anchor	Maize1	Maize2
Sobic.001G234300.1.v3.1	Zm00001d032849_T002	NA
Sobic.002G020800.1.v3.1	NA	Zm00001d007977_T001
Sobic.006G053000.1.v3.1	Zm00001d003945_T002	Zm00001d025241_T006
Sobic.002G184800.1.v3.1	Zm00001d020273_T001	Zm00001d005661_T001
Sobic.003G010800.3.v3.1	Zm00001d039314_T001	NA
Sobic.003G304500.1.v3.1	Zm00001d043371_T001	Zm00001d012684_T001
Sobic.005G018200.1.v3.1	Zm00001d052386_T001	NA
Sobic.001G432000.1.v3.1	NA	Zm00001d047888_T001
Sobic.001G098400.1.v3.1	Zm00001d033927_T004	NA
Sobic.006G177100.1.v3.1	Zm00001d002685_T001	NA
Sobic.007G092600.1.v3.1	NA	Zm00001d050184_T010
Sobic.001G230200.1.v3.1	Zm00001d032804_T001	NA
Sobic.002G205900.1.v3.1	Zm00001d020533_T001	Zm00001d005776_T001
Sobic.010G171000.1.v3.1	NA	Zm00001d036968_T007
Sobic.007G001100.1.v3.1	NA	Zm00001d052744_T001
Sobic.001G041800.1.v3.1	NA	Zm00001d013013_T002
Sobic.004G112800.2.v3.1	NA	Zm00001d053406_T001
Sobic.001G122832.1.v3.1	NA	Zm00001d013477_T004
Sobic.001G387200.1.v3.1	Zm00001d028981_T002	NA
Sobic.002G264200.1.v3.1	Zm00001d021188_T001	NA
Sobic.003G160000.1.v3.1	Zm00001d040796_T001	Zm00001d009236_T001
Sobic.001G423600.1.v3.1	NA	Zm00001d047829_T001
Sobic.009G233900.1.v3.1	NA	Zm00001d009582_T001
Sobic.010G253400.1.v3.1	Zm00001d014692_T001	NA
Sobic.002G301300.1.v3.1	Zm00001d021484_T002	NA
Sobic.001G166500.1.v3.1	Zm00001d033327_T001	Zm00001d013725_T002
Sobic.007G018000.1.v3.1	Zm00001d035083_T001	NA
Sobic.008G159601.1.v3.1	NA	Zm00001d041437_T001
Sobic.004G008100.1.v3.1	Zm00001d014967_T002	NA
Sobic.001G491700.1.v3.1	Zm00001d027835_T001	NA
Sobic.002G404400.1.v3.1	Zm00001d022403_T001	NA
Sobic.002G290400.1.v3.1	NA	Zm00001d006308_T001
Sobic.001G531900.1.v3.1	Zm00001d027362_T001	NA
Sobic.004G315300.1.v3.1	Zm00001d018241_T001	NA
Sobic.001G128600.1.v3.1	Zm00001d033594_T001	Zm00001d013506_T001
Sobic.010G261100.1.v3.1	Zm00001d014757_T001	Zm00001d036431_T001
Sobic.004G237700.1.v3.1	Zm00001d018040_T002	Zm00001d052259_T001
Sobic.010G014600.1.v3.1	NA	Zm00001d035981_T001
Sobic.002G109600.1.v3.1	Zm00001d019404_T001	NA
Sobic.001G280700.1.v3.1	Zm00001d030165_T001	NA
Sobic.003G406500.1.v3.1	Zm00001d042325_T001	NA
Sobic.010G013100.1.v3.1	Zm00001d045535_T001	Zm00001d035963_T001
Sobic.006G094800.1.v3.1	Zm00001d003545_T001	Zm00001d025518_T001
Sobic.001G155500.1.v3.1	Zm00001d033225_T001	NA
Sobic.004G031700.1.v3.1	NA	Zm00001d053989_T001
Sobic.007G166300.1.v3.1	Zm00001d031899_T001	NA
Sobic.001G378800.2.v3.1	Zm00001d029084_T001,Zm00001d029088_T002	NA
Sobic.003G313100.1.v3.1	NA	Zm00001d012642_T001
Sobic.003G152400.1.v3.1	Zm00001d040712_T002	NA
Sobic.005G022800.2.v3.1	Zm00001d052423_T001	NA
Sobic.001G142100.1.v3.1	Zm00001d033422_T001	NA
Sobic.004G159733.1.v3.1	Zm00001d016625_T001	NA
Sobic.003G403800.4.v3.1	Zm00001d042346_T001	NA
Sobic.001G330100.1.v3.1	Zm00001d029587_T001	Zm00001d047334_T001
Sobic.008G141700.1.v3.1	NA	Zm00001d041511_T001
Sobic.001G485901.1.v3.1	Zm00001d027875_T001	Zm00001d048293_T001
Sobic.003G121000.1.v3.1	Zm00001d040364_T001	Zm00001d008299_T001
Sobic.002G277600.1.v3.1	NA	Zm00001d006227_T003
Sobic.008G062700.1.v3.1	Zm00001d023700_T001	NA
Sobic.003G001400.1.v3.1	Zm00001d039255_T003	NA
Sobic.006G169200.1.v3.1	Zm00001d002754_T001	NA
Sobic.004G201900.1.v3.1	Zm00001d017089_T001	Zm00001d050963_T001
Sobic.009G120500.1.v3.1	Zm00001d038059_T001	NA
Sobic.002G253800.1.v3.1	Zm00001d020985_T002	NA
Sobic.003G207800.1.v3.1	Zm00001d044386_T001	Zm00001d011276_T001
Sobic.001G393200.1.v3.1	Zm00001d028916_T001	Zm00001d047614_T001
Sobic.003G442300.1.v3.1	NA	Zm00001d011792_T003
Sobic.003G185600.1.v3.1	NA	Zm00001d009404_T001
Sobic.003G073900.1.v3.1	Zm00001d039873_T002	NA
Sobic.007G153700.1.v3.1	NA	Zm00001d049991_T001
Sobic.010G277700.1.v3.1	NA	Zm00001d036339_T001
Sobic.009G125400.1.v3.1	Zm00001d038097_T002	NA
Sobic.001G437801.1.v3.1	Zm00001d028409_T001	NA
Sobic.007G156300.1.v3.1	NA	Zm00001d050021_T001
Sobic.008G032000.1.v3.1	Zm00001d023365_T001	NA
Sobic.003G144500.1.v3.1	Zm00001d040613_T001	NA
Sobic.004G167800.3.v3.1	Zm00001d016740_T001	NA
Sobic.002G343100.1.v3.1	Zm00001d021829_T001	NA
Sobic.004G214300.1.v3.1	Zm00001d017207_T001	NA
Sobic.006G094600.1.v3.1	Zm00001d003546_T001	Zm00001d025517_T001
Sobic.005G102800.1.v3.1	Zm00001d049055_T001	NA
Sobic.009G100900.1.v3.1	Zm00001d038004_T001	NA
Sobic.004G351200.1.v3.1	NA	Zm00001d051872_T001
Sobic.008G082400.1.v3.1	Zm00001d024027_T001	NA
Sobic.009G223100.1.v3.1	Zm00001d038921_T001	NA
Sobic.002G374400.1.v3.1	Zm00001d022143_T006	NA
Sobic.001G483600.1.v3.1	Zm00001d027892_T001	NA
Sobic.001G261444.1.v3.1	Zm00001d030529_T001	NA
Sobic.008G112600.1.v3.1	Zm00001d023922_T001	NA
Sobic.010G255300.1.v3.1	Zm00001d014716_T001	NA
Sobic.006G195500.1.v3.1	Zm00001d002510_T001	NA
Sobic.001G166800.1.v3.1	Zm00001d033330_T001	Zm00001d013728_T001
Sobic.001G516200.1.v3.1	Zm00001d027522_T001	NA
Sobic.006G182900.1.v3.1	Zm00001d002640_T001	NA
Sobic.004G275500.1.v3.1	Zm00001d017677_T001	Zm00001d051509_T001
Sobic.004G047001.1.v3.1	NA	Zm00001d053859_T001
Sobic.004G265000.1.v3.1	Zm00001d017801_T001	NA
Sobic.005G155300.1.v3.1	NA	Zm00001d007479_T001
Sobic.003G003200.1.v3.1	Zm00001d039264_T001	NA
Sobic.006G258400.1.v3.1	NA	Zm00001d026557_T001
Sobic.008G093000.1.v3.1	Zm00001d023682_T001	NA
Sobic.001G409200.1.v3.1	Zm00001d028721_T001	Zm00001d047752_T001
Sobic.003G297200.1.v3.1	Zm00001d043489_T001	Zm00001d012738_T001
Sobic.009G242200.1.v3.1	Zm00001d039105_T001	NA
Sobic.004G229700.1.v3.1	Zm00001d018104_T001	Zm00001d052208_T001
Sobic.001G214600.1.v3.1	NA	Zm00001d013985_T004
Sobic.008G058700.1.v3.1	Zm00001d023590_T001	NA
Sobic.010G173100.1.v3.1	Zm00001d046352_T002	Zm00001d036959_T001
Sobic.004G156000.1.v3.1	Zm00001d016580_T001	NA
Sobic.001G537001.1.v3.1	Zm00001d027320_T002	Zm00001d048524_T002
Sobic.003G376400.1.v3.1	Zm00001d042632_T002	NA
Sobic.005G111900.1.v3.1	Zm00001d049222_T001	NA
Sobic.003G231900.1.v3.1	Zm00001d044116_T001	NA
Sobic.004G031400.1.v3.1	Zm00001d015163_T001	NA
Sobic.010G186000.1.v3.1	Zm00001d046513_T001	NA
Sobic.001G354800.1.v3.1	Zm00001d029349_T001	NA
Sobic.010G153700.2.v3.1	NA	Zm00001d037035_T001
Sobic.007G217300.1.v3.1	Zm00001d031325_T001	NA
Sobic.006G114300.1.v3.1	NA	Zm00001d025656_T001
Sobic.009G038600.1.v3.1	Zm00001d024803_T001	NA
Sobic.003G138400.1.v3.1	Zm00001d040554_T001	Zm00001d008190_T001
Sobic.006G027200.1.v3.1	Zm00001d004300_T002	Zm00001d025027_T002
Sobic.004G068500.1.v3.1	Zm00001d015571_T001	NA
Sobic.002G224700.1.v3.1	Zm00001d020706_T001	NA
Sobic.009G051700.1.v3.1	Zm00001d037586_T001	NA
Sobic.001G362200.1.v3.1	NA	Zm00001d047439_T001
Sobic.001G258100.1.v3.1	Zm00001d033039_T001	NA
Sobic.003G065100.1.v3.1	Zm00001d039791_T001	NA
Sobic.009G025900.1.v3.1	Zm00001d035498_T001	Zm00001d010978_T001
Sobic.008G168300.1.v3.1	Zm00001d031063_T001	Zm00001d041491_T001
Sobic.002G139800.1.v3.1	NA	Zm00001d005307_T001
Sobic.007G136100.1.v3.1	Zm00001d032212_T004	Zm00001d050395_T002
Sobic.002G210300.1.v3.1	Zm00001d020583_T001	Zm00001d005790_T001
Sobic.009G179200.1.v3.1	Zm00001d038536_T001	Zm00001d010639_T002
Sobic.006G269000.1.v3.1	Zm00001d001813_T001	NA
Sobic.009G212700.2.v3.1	Zm00001d038842_T001	NA
Sobic.001G468600.1.v3.1	NA	Zm00001d048174_T001
Sobic.002G266300.1.v3.1	Zm00001d021170_T014	NA
Sobic.003G310800.3.v3.1	NA	Zm00001d012646_T001
Sobic.004G337300.1.v3.1	Zm00001d018419_T001	Zm00001d051986_T002
Sobic.004G088000.1.v3.1	Zm00001d016408_T001	NA
Sobic.010G003200.5.v3.1	Zm00001d045597_T009	Zm00001d035887_T001
Sobic.004G273800.1.v3.1	NA	Zm00001d051520_T001
Sobic.001G414650.1.v3.1	NA	Zm00001d047774_T001
Sobic.004G071650.1.v3.1	Zm00001d015626_T001	NA
Sobic.004G352700.1.v3.1	Zm00001d018517_T001	NA
Sobic.003G058400.1.v3.1	Zm00001d039739_T001	Zm00001d008664_T001
Sobic.009G251600.1.v3.1	NA	Zm00001d009727_T002
Sobic.010G223400.1.v3.1	Zm00001d046973_T001	NA
Sobic.003G351701.1.v3.1	Zm00001d042918_T001	Zm00001d012418_T001
Sobic.010G265300.2.v3.1	Zm00001d014775_T001	Zm00001d036410_T001
Sobic.003G398500.2.v3.1	Zm00001d042393_T001	NA
Sobic.004G247300.3.v3.1	Zm00001d017955_T001	NA
Sobic.002G028400.1.v3.1	Zm00001d018756_T001	NA
Sobic.003G129800.1.v3.1	Zm00001d040435_T001	NA
Sobic.003G402600.1.v3.1	NA	Zm00001d012042_T002
Sobic.002G384500.1.v3.1	Zm00001d022217_T001	NA
Sobic.008G054500.1.v3.1	NA	Zm00001d041864_T004
Sobic.002G303700.1.v3.1	NA	Zm00001d006374_T001
Sobic.007G154901.1.v3.1	Zm00001d031779_T001	Zm00001d050011_T004
Sobic.007G171800.1.v3.1	Zm00001d031969_T002	Zm00001d049965_T001
Sobic.008G148200.2.v3.1	NA	Zm00001d041363_T001
Sobic.002G230900.1.v3.1	Zm00001d020772_T001	Zm00001d005928_T001
Sobic.001G495116.1.v3.1	Zm00001d027772_T001	NA
Sobic.002G374100.1.v3.1	Zm00001d022139_T001	NA
Sobic.004G276400.10.v3.1	Zm00001d017660_T001	NA
Sobic.004G261100.1.v3.1	NA	Zm00001d051635_T001
Sobic.003G328100.1.v3.1	Zm00001d043168_T001	NA
Sobic.010G028100.1.v3.1	Zm00001d045420_T001	Zm00001d036091_T001
Sobic.008G169300.2.v3.1	NA	Zm00001d041496_T001
Sobic.010G081100.1.v3.1	Zm00001d044947_T001	NA
Sobic.004G317700.1.v3.1	Zm00001d018274_T001	NA
Sobic.007G132900.1.v3.1	Zm00001d032239_T001	Zm00001d050368_T001
Sobic.007G124301.1.v3.1	NA	Zm00001d050294_T001
Sobic.003G225500.1.v3.1	Zm00001d044182_T001	NA
Sobic.003G149400.1.v3.1	Zm00001d040666_T003	NA
Sobic.009G190800.2.v3.1	Zm00001d038652_T003	NA
Sobic.001G328100.1.v3.1	Zm00001d029604_T001	NA
Sobic.009G230800.1.v3.1	Zm00001d038996_T001	NA
Sobic.008G166300.1.v3.1	Zm00001d031058_T001	NA
Sobic.006G103400.1.v3.1	Zm00001d003459_T001	NA
Sobic.007G049600.1.v3.1	NA	Zm00001d049528_T001
Sobic.003G055800.1.v3.1	Zm00001d039726_T001	Zm00001d008676_T001
Sobic.001G483001.1.v3.1	Zm00001d027897_T001	NA
Sobic.006G089700.1.v3.1	Zm00001d003600_T001	Zm00001d025467_T001
Sobic.002G222200.1.v3.1	Zm00001d020687_T001	Zm00001d005866_T003
Sobic.001G503500.1.v3.1	Zm00001d027675_T001	Zm00001d048397_T002
Sobic.003G414600.1.v3.1	Zm00001d042241_T001	NA
Sobic.004G315100.1.v3.1	Zm00001d018238_T001	Zm00001d052123_T001
Sobic.002G376300.1.v3.1	Zm00001d022159_T001	NA
Sobic.003G415400.1.v3.1	NA	Zm00001d011921_T001
Sobic.001G136500.1.v3.1	Zm00001d033511_T002	Zm00001d013543_T009
Sobic.006G073600.1.v3.1	Zm00001d003765_T001	NA
Sobic.003G348300.1.v3.1	Zm00001d042949_T001	Zm00001d012435_T001
Sobic.005G134100.1.v3.1	NA	Zm00001d007394_T001
Sobic.003G304300.1.v3.1	NA	Zm00001d012686_T001
Sobic.006G204900.1.v3.1	Zm00001d002418_T001	Zm00001d026246_T001
Sobic.006G254700.1.v3.1	Zm00001d001951_T001	NA
Sobic.006G183200.1.v3.1	NA	Zm00001d026088_T001
Sobic.007G039400.1.v3.1	Zm00001d024624_T004	Zm00001d049579_T002
Sobic.010G216600.1.v3.1	Zm00001d046896_T001	Zm00001d036683_T001
Sobic.003G417900.1.v3.1	Zm00001d042193_T001	NA
Sobic.004G283900.1.v3.1	Zm00001d017582_T001	NA
Sobic.001G372800.1.v3.1	Zm00001d029144_T003	Zm00001d047481_T003
Sobic.008G095000.1.v3.1	Zm00001d023664_T001	NA
Sobic.001G435800.1.v3.1	Zm00001d028428_T001	NA
Sobic.004G262100.1.v3.1	Zm00001d017826_T001	Zm00001d051626_T001
Sobic.005G015300.1.v3.1	NA	Zm00001d005047_T001
Sobic.004G247200.1.v3.1	Zm00001d017956_T001	Zm00001d051803_T001
Sobic.003G396400.1.v3.1	Zm00001d042434_T001	Zm00001d012096_T001
Sobic.001G358800.1.v3.1	Zm00001d029297_T001	Zm00001d047412_T004
Sobic.006G127900.1.v3.1	NA	Zm00001d025727_T007
Sobic.003G319900.1.v3.1	Zm00001d043244_T001	NA
Sobic.010G200000.1.v3.1	NA	Zm00001d036773_T001
Sobic.010G099000.1.v3.1	Zm00001d044773_T001	NA
Sobic.008G058400.1.v3.1	NA	Zm00001d041842_T002
Sobic.005G034000.1.v3.1	Zm00001d052493_T001	NA
Sobic.002G006401.1.v3.1	Zm00001d018637_T004	NA
Sobic.010G237100.1.v3.1	Zm00001d014520_T001	NA
Sobic.003G145300.1.v3.1	Zm00001d040623_T001	NA
Sobic.007G118000.1.v3.1	Zm00001d032326_T001	NA
Sobic.010G078300.1.v3.1	Zm00001d044987_T001	NA
Sobic.009G044300.1.v3.1	Zm00001d024841_T001	Zm00001d010869_T001
Sobic.004G265700.2.v3.1	NA	Zm00001d051588_T002
Sobic.001G177300.3.v3.1	Zm00001d033130_T004	Zm00001d013768_T002
Sobic.003G184000.1.v3.1	Zm00001d044536_T001	Zm00001d009376_T001
Sobic.004G171100.1.v3.1	Zm00001d016762_T002	NA
Sobic.007G160600.2.v3.1	Zm00001d031844_T001	NA
Sobic.001G113800.1.v3.1	Zm00001d033777_T001	Zm00001d013415_T001
Sobic.006G203100.1.v3.1	Zm00001d002433_T002	NA
Sobic.001G075800.1.v3.1	Zm00001d034200_T001	NA
Sobic.002G283900.1.v3.1	NA	Zm00001d006268_T001
Sobic.004G212200.1.v3.1	NA	Zm00001d051061_T001
Sobic.005G227700.1.v3.1	Zm00001d048618_T001	NA
Sobic.007G026500.1.v3.1	NA	Zm00001d049632_T001
Sobic.006G197200.1.v3.1	Zm00001d002494_T001	Zm00001d026034_T001
Sobic.003G012800.1.v3.1	Zm00001d039324_T001	Zm00001d008968_T001
Sobic.002G394600.1.v3.1	Zm00001d022316_T001	Zm00001d007038_T001
Sobic.002G160200.1.v3.1	NA	Zm00001d005545_T001
Sobic.009G167700.1.v3.1	NA	Zm00001d010576_T002
Sobic.004G179400.1.v3.1	Zm00001d016854_T001	NA
Sobic.004G050700.1.v3.1	Zm00001d015332_T001	Zm00001d053830_T001
Sobic.009G086100.1.v3.1	NA	Zm00001d010409_T001
Sobic.010G260000.4.v3.1	Zm00001d014751_T001	NA
Sobic.006G146800.1.v3.1	Zm00001d003049_T001	NA
Sobic.008G175800.1.v3.1	Zm00001d031101_T002	Zm00001d041290_T001
Sobic.001G012200.1.v3.1	Zm00001d034848_T001	NA
Sobic.002G356800.1.v3.1	Zm00001d021961_T001	NA
Sobic.002G294300.1.v3.1	Zm00001d021391_T001	NA
Sobic.001G200000.1.v3.1	Zm00001d032510_T001	NA
Sobic.003G308000.1.v3.1	Zm00001d043337_T001	NA
Sobic.002G173600.1.v3.1	NA	Zm00001d005620_T001
Sobic.007G105900.2.v3.1	Zm00001d032358_T001	Zm00001d049325_T002
Sobic.004G342400.1.v3.1	NA	Zm00001d051929_T001
Sobic.001G473400.1.v3.1	Zm00001d028181_T001	Zm00001d048204_T001
Sobic.001G306900.1.v3.1	Zm00001d029833_T001	NA
Sobic.010G254300.1.v3.1	Zm00001d014701_T002	NA
Sobic.001G147000.1.v3.1	Zm00001d033466_T001	Zm00001d013625_T001
Sobic.003G046300.1.v3.1	NA	Zm00001d008743_T003
Sobic.004G087600.1.v3.1	Zm00001d016410_T002	Zm00001d053613_T001
Sobic.003G034700.1.v3.1	NA	Zm00001d008816_T001
Sobic.006G188900.1.v3.1	Zm00001d002573_T001	Zm00001d026050_T001
Sobic.006G129800.1.v3.1	Zm00001d003213_T001	NA
Sobic.002G253200.1.v3.1	NA	Zm00001d006054_T001
Sobic.009G085500.1.v3.1	Zm00001d037777_T001	NA
Sobic.002G112400.1.v3.1	Zm00001d019454_T001	NA
Sobic.007G043300.2.v3.1	Zm00001d024595_T001	NA
Sobic.004G162600.2.v3.1	Zm00001d016666_T001	NA
Sobic.002G324801.1.v3.1	Zm00001d021673_T001	Zm00001d006521_T001
Sobic.002G297000.1.v3.1	NA	Zm00001d006342_T001
Sobic.005G158400.1.v3.1	Zm00001d052910_T001	NA
Sobic.003G379800.1.v3.1	Zm00001d042608_T002	NA
Sobic.003G074300.1.v3.1	Zm00001d039878_T002	NA
Sobic.008G011300.1.v3.1	Zm00001d023241_T001	NA
Sobic.009G105600.1.v3.1	Zm00001d037972_T001	NA
Sobic.002G217100.1.v3.1	Zm00001d020631_T001	NA
Sobic.003G335400.1.v3.1	Zm00001d043088_T002	NA
Sobic.008G040600.1.v3.1	Zm00001d023443_T001	NA
Sobic.001G385900.1.v3.1	Zm00001d028998_T001	NA
Sobic.003G149800.1.v3.1	Zm00001d040672_T014	NA
Sobic.001G002800.1.v3.1	NA	Zm00001d012808_T001
Sobic.001G475701.1.v3.1	Zm00001d027998_T001	Zm00001d048224_T001
Sobic.008G189900.2.v3.1	Zm00001d031210_T002	NA
Sobic.004G060100.1.v3.1	Zm00001d015426_T001	Zm00001d053765_T001
Sobic.010G218200.1.v3.1	Zm00001d046935_T001	NA
Sobic.006G161100.1.v3.1	Zm00001d002826_T001	Zm00001d025947_T001
Sobic.006G197100.1.v3.1	Zm00001d002495_T001	Zm00001d026035_T001
Sobic.004G160600.1.v3.1	Zm00001d016637_T001	NA
Sobic.005G055000.1.v3.1	Zm00001d053010_T001	Zm00001d004821_T002
Sobic.010G097700.1.v3.1	NA	Zm00001d037254_T001
Sobic.001G389200.1.v3.1	Zm00001d028958_T001	NA
Sobic.007G167400.1.v3.1	Zm00001d031926_T001	Zm00001d049926_T001
Sobic.004G065000.1.v3.1	Zm00001d015493_T001	Zm00001d053741_T001
Sobic.006G009400.2.v3.1	Zm00001d004498_T002	NA
Sobic.004G127600.1.v3.1	Zm00001d015975_T001	NA
Sobic.007G222100.1.v3.1	Zm00001d031283_T001	NA
Sobic.006G136400.1.v3.1	Zm00001d003147_T001	Zm00001d025777_T007
Sobic.004G283100.1.v3.1	NA	Zm00001d051453_T001
Sobic.001G355800.1.v3.1	Zm00001d029337_T001	Zm00001d047183_T001
Sobic.007G205000.3.v3.1	Zm00001d031502_T007	Zm00001d049746_T014
Sobic.002G262700.1.v3.1	Zm00001d021137_T001	NA
Sobic.008G107900.1.v3.1	NA	Zm00001d041734_T001
Sobic.004G061600.1.v3.1	Zm00001d015448_T001	NA
Sobic.004G203000.1.v3.1	NA	Zm00001d050977_T001
Sobic.008G174800.1.v3.1	Zm00001d031094_T001	Zm00001d041305_T001
Sobic.002G110700.1.v3.1	Zm00001d019426_T001	NA
Sobic.006G031866.1.v3.1	Zm00001d004134_T001	NA
Sobic.004G259700.1.v3.1	Zm00001d017850_T001	Zm00001d051662_T001
Sobic.010G193800.1.v3.1	Zm00001d046740_T002	Zm00001d036796_T001
Sobic.006G185800.1.v3.1	NA	Zm00001d026068_T001
Sobic.007G171950.1.v3.1	Zm00001d031970_T001	Zm00001d049966_T001
Sobic.001G128500.1.v3.1	Zm00001d033595_T001	NA
Sobic.001G170500.1.v3.1	NA	Zm00001d013746_T001
Sobic.006G029200.1.v3.1	NA	Zm00001d025019_T001
Sobic.001G440200.1.v3.1	NA	Zm00001d047951_T001
Sobic.003G212000.1.v3.1	Zm00001d044411_T001	NA
Sobic.010G228000.1.v3.1	NA	Zm00001d036602_T001
Sobic.007G156700.1.v3.1	Zm00001d031796_T001	NA
Sobic.004G264200.1.v3.1	Zm00001d017804_T001	NA
Sobic.002G365100.1.v3.1	Zm00001d022050_T002	Zm00001d006771_T002
Sobic.007G205400.1.v3.1	Zm00001d031501_T001	NA
Sobic.001G010300.1.v3.1	Zm00001d034862_T002	Zm00001d012840_T001
Sobic.001G427100.1.v3.1	Zm00001d028542_T001	NA
Sobic.009G168900.1.v3.1	Zm00001d038420_T001	Zm00001d010587_T001
Sobic.008G154801.1.v3.1	NA	Zm00001d041404_T001
Sobic.003G030700.1.v3.1	Zm00001d039454_T001	NA
Sobic.003G363800.2.v3.1	Zm00001d042772_T001	NA
Sobic.003G282500.1.v3.1	Zm00001d043588_T001	NA
Sobic.003G348800.1.v3.1	Zm00001d042943_T003	Zm00001d012433_T001
Sobic.003G365600.1.v3.1	Zm00001d042756_T001	Zm00001d012285_T002
Sobic.001G037800.2.v3.1	NA	Zm00001d012980_T001
Sobic.009G084600.1.v3.1	NA	Zm00001d010415_T001
Sobic.006G076500.1.v3.1	NA	Zm00001d025390_T001
Sobic.002G258600.1.v3.1	Zm00001d021060_T001	Zm00001d006099_T001
Sobic.010G057900.1.v3.1	Zm00001d045163_T001	Zm00001d037481_T002
Sobic.003G383800.1.v3.1	NA	Zm00001d012177_T001
Sobic.004G177700.1.v3.1	Zm00001d016832_T001	Zm00001d050755_T003
Sobic.003G030800.1.v3.1	Zm00001d039455_T001	NA
Sobic.003G110600.1.v3.1	Zm00001d040239_T001	NA
Sobic.004G208800.1.v3.1	NA	Zm00001d051039_T001
Sobic.002G211000.1.v3.1	Zm00001d020589_T001	NA
Sobic.007G173800.1.v3.1	Zm00001d031997_T001	NA
Sobic.004G216700.1.v3.1	Zm00001d017241_T001	Zm00001d051114_T001
Sobic.005G012400.1.v3.1	Zm00001d052344_T003	NA
Sobic.004G040600.1.v3.1	Zm00001d015274_T001	NA
Sobic.006G064800.1.v3.1	Zm00001d003848_T004	Zm00001d025326_T001
Sobic.006G098200.1.v3.1	Zm00001d003508_T001	NA
Sobic.010G033300.1.v3.1	NA	Zm00001d036137_T001
Sobic.004G226900.2.v3.1	Zm00001d017361_T001	Zm00001d051234_T001
Sobic.003G282300.1.v3.1	Zm00001d043590_T001	NA
Sobic.008G127100.1.v3.1	NA	Zm00001d041620_T001
Sobic.006G150800.1.v3.1	Zm00001d002999_T001	NA
Sobic.001G198100.1.v3.1	NA	Zm00001d013885_T001
Sobic.005G149200.1.v3.1	Zm00001d053100_T004	NA
Sobic.002G284200.1.v3.1	Zm00001d021462_T001	Zm00001d006270_T001
Sobic.001G483900.1.v3.1	Zm00001d027888_T001	NA
Sobic.004G124100.4.v3.1	Zm00001d015997_T001	NA
Sobic.002G164800.2.v3.1	Zm00001d020038_T001	Zm00001d005563_T001
Sobic.002G217600.1.v3.1	Zm00001d020640_T001	NA
Sobic.001G532200.1.v3.1	Zm00001d027355_T001	NA
Sobic.004G283201.1.v3.1	Zm00001d017591_T001	Zm00001d051451_T001
Sobic.001G466500.1.v3.1	Zm00001d028107_T001	NA
Sobic.007G205600.1.v3.1	Zm00001d031494_T001	NA
Sobic.003G405600.2.v3.1	Zm00001d042333_T001	NA
Sobic.003G393900.1.v3.1	Zm00001d042453_T001	Zm00001d012103_T001
Sobic.009G170400.1.v3.1	Zm00001d038440_T001	NA
Sobic.010G223900.1.v3.1	Zm00001d046978_T002	NA
Sobic.003G070900.1.v3.1	Zm00001d039852_T001	Zm00001d008625_T001
Sobic.004G170800.2.v3.1	Zm00001d016756_T001	Zm00001d050700_T001
Sobic.009G083000.1.v3.1	NA	Zm00001d010424_T001
Sobic.002G291300.1.v3.1	Zm00001d021420_T002	Zm00001d006310_T001
Sobic.005G220000.1.v3.1	Zm00001d048632_T001	NA
Sobic.003G041100.1.v3.1	Zm00001d039590_T001	NA
Sobic.009G118400.1.v3.1	Zm00001d037871_T002	NA
Sobic.001G236300.1.v3.1	Zm00001d032859_T001	Zm00001d014124_T001
Sobic.003G045600.1.v3.1	Zm00001d039628_T001	Zm00001d008744_T001
Sobic.004G058900.1.v3.1	Zm00001d015410_T002	Zm00001d053775_T001
Sobic.001G523800.1.v3.1	NA	Zm00001d048461_T001
Sobic.002G242500.1.v3.1	Zm00001d020881_T002	Zm00001d006001_T001
Sobic.002G267100.1.v3.1	Zm00001d021164_T001	Zm00001d006150_T001
Sobic.001G204900.1.v3.1	Zm00001d032560_T001	Zm00001d013933_T001
Sobic.004G118600.2.v3.1	NA	Zm00001d053375_T001
Sobic.002G413200.1.v3.1	Zm00001d022467_T001	Zm00001d007143_T001
Sobic.010G168900.1.v3.1	NA	Zm00001d036981_T001
Sobic.002G007300.1.v3.1	Zm00001d018642_T001	NA
Sobic.002G262600.2.v3.1	Zm00001d021136_T001	NA
Sobic.003G324700.1.v3.1	Zm00001d043201_T001	NA
Sobic.006G267000.1.v3.1	Zm00001d001832_T001	NA
Sobic.004G313200.1.v3.1	Zm00001d018214_T001	NA
Sobic.004G293400.1.v3.1	Zm00001d017503_T001	NA
Sobic.001G503700.1.v3.1	Zm00001d027673_T001	NA
Sobic.001G178300.1.v3.1	Zm00001d033109_T003	Zm00001d013778_T001
Sobic.009G161401.1.v3.1	NA	Zm00001d010052_T001
Sobic.010G171300.1.v3.1	NA	Zm00001d036965_T001
Sobic.010G110800.1.v3.1	Zm00001d045680_T001	NA
Sobic.002G078000.1.v3.1	Zm00001d019184_T001	NA
Sobic.003G251700.1.v3.1	Zm00001d043922_T001	NA
Sobic.001G097600.1.v3.1	Zm00001d033931_T001	NA
Sobic.006G125000.1.v3.1	NA	Zm00001d025711_T001
Sobic.005G008600.3.v3.1	NA	Zm00001d005065_T001
Sobic.003G369600.1.v3.1	NA	Zm00001d012266_T001
Sobic.003G133900.1.v3.1	Zm00001d040470_T001	NA
Sobic.001G099300.1.v3.1	Zm00001d033915_T001	NA
Sobic.002G111100.1.v3.1	Zm00001d019434_T001	NA
