Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
AC195340.3_FG004	iaa20	MaizeGDB-curated	Chr5	5,379,304	5,384,290
GRMZM2G077356	iaa21	MaizeGDB-curated	Chr5	7,780,495	7,783,441
GRMZM2G128421	iaa22	MaizeGDB-curated	Chr5	17,364,530	17,365,963
GRMZM2G121309	iaa23	MaizeGDB-curated	Chr5	151,751,416	151,755,323
GRMZM2G030465	iaa24	MaizeGDB-curated	Chr5	214,460,676	214,461,910
GRMZM2G000158	iaa25	MaizeGDB-curated	Chr6	80,078,086	80,079,839
GRMZM2G079200	iaa26	MaizeGDB-curated	Chr6	103,303,641	103,305,338
GRMZM2G147243	iaa28	MaizeGDB-curated	Chr6	133,380,995	133,384,727
GRMZM2G141205	iaa29	MaizeGDB-curated	Chr6	146,698,068	146,698,763
GRMZM2G366373	iaa3	MaizeGDB-curated	Chr1	253,362,067	253,363,413
GRMZM2G074427	iaa30	MaizeGDB-curated	Chr6	160,362,230	160,365,730
GRMZM2G149449	iaa31	MaizeGDB-curated	Chr7	9,398,079	9,398,800
GRMZM2G115357	iaa32	MaizeGDB-curated	Chr7	10,975,561	10,976,899
GRMZM2G048131	iaa33	MaizeGDB-curated	Chr7	142,810,056	142,811,513
GRMZM5G853479	iaa34	MaizeGDB-curated	Chr8	814,321	815,001
GRMZM2G573324	iaa36	MaizeGDB-curated	Chr8	67,598,583	67,602,666
GRMZM2G359924	iaa37	MaizeGDB-curated	Chr8	108,094,649	108,096,892
GRMZM2G035465	iaa38	MaizeGDB-curated	Chr8	110,338,289	110,342,132
GRMZM2G159285	iaa4	MaizeGDB-curated	Chr1	275,098,311	275,101,078
GRMZM2G435290	iaa40	MaizeGDB-curated	Chr9	4,283,462	4,287,324
GRMZM2G001799	iaa41	MaizeGDB-curated	Chr9	16,255,609	16,257,497
GRMZM2G479834	iaa42	MaizeGDB-curated	Chr10	35,447,564	35,453,445
GRMZM2G134517	iaa43	MaizeGDB-curated	Chr10	134,279,626	134,280,393
GRMZM2G143352	iaa44	MaizeGDB-curated	Chr10	145,384,711	145,385,639
GRMZM5G809195	iaa5	MaizeGDB-curated	Chr1	288,465,742	288,467,255
GRMZM5G825707	iaa6	MaizeGDB-curated	Chr2	128,381,501	128,388,580
GRMZM2G104176	iaa7	MaizeGDB-curated	Chr3	7,118,667	7,121,305
GRMZM2G004696	iaa8	MaizeGDB-curated	Chr3	10,076,687	10,080,041
GRMZM2G074742	iaa9	MaizeGDB-curated	Chr3	48,983,289	48,985,069
GRMZM2G024131	iaglu1	MaizeGDB-curated	Chr1	262,955,292	262,957,901
GRMZM2G133806	ial1	MaizeGDB-curated	Chr8	164,174,038	164,177,190
GRMZM2G063151	ibp1	MaizeGDB-curated	Chr9	140,000,852	140,005,166
GRMZM2G056369	icl1	MaizeGDB-curated	Chr7	154,227,775	154,230,208
Zm00001d035308	idc1	MaizeGDB-curated	Chr6	20,483,349	20,484,802
GRMZM2G042666	idd7	MaizeGDB-curated	Chr7	146,276,397	146,281,153
GRMZM2G179677	iddp1	MaizeGDB-curated	Chr1	206,161,656	206,168,807
GRMZM2G090595	iddp10	MaizeGDB-curated	Chr5	194,215,974	194,223,601
GRMZM2G432128	idh1	MaizeGDB-curated	Chr8	147,224,301	147,229,189
GRMZM5G829778	idh2	MaizeGDB-curated	Chr6	165,734,052	165,737,680
GRMZM2G321725	IDP1465	MaizeGDB-curated	Chr9	147,172,658	147,176,871
GRMZM2G043493	IDP1489	MaizeGDB-curated	Chr1	56,577,187	56,579,012
GRMZM2G139797	IDP1639	MaizeGDB-curated	Chr10	130,166,275	130,168,203
GRMZM2G154574	IDP1657	MaizeGDB-curated	Chr7	152,997,411	153,005,288
GRMZM2G121514	IDP2375	MaizeGDB-curated	Chr6	147,413,665	147,418,505
GRMZM2G061662	IDP2440	MaizeGDB-curated	Chr1	293,217,775	293,228,618
GRMZM2G353822	IDP2454	MaizeGDB-curated	Chr8	124,537,076	124,538,244
GRMZM2G061043	IDP257	MaizeGDB-curated	Chr8	166,638,225	166,643,039
GRMZM2G128057	IDP263	MaizeGDB-curated	Chr10	139,399,452	139,402,605
GRMZM2G103266	IDP441	MaizeGDB-curated	Chr6	81,850,247	81,856,948
GRMZM2G327189	IDP472	MaizeGDB-curated	Chr3	209,919,655	209,921,032
GRMZM2G093716	IDP51	MaizeGDB-curated	Chr5	172,973,456	172,980,736
GRMZM2G110832	IDP844	MaizeGDB-curated	Chr9	4,009,489	4,011,176
GRMZM2G046191	igl1	MaizeGDB-curated	Chr1	288,331,936	288,337,173
GRMZM2G173251	imd1	MaizeGDB-curated	Chr1	44,533,349	44,534,414
GRMZM5G803490	imd2	MaizeGDB-curated	Chr2	24,987,243	24,990,796
GRMZM2G104613	imd3	MaizeGDB-curated	Chr10	148,406,957	148,410,672
GRMZM2G088088	imp1	MaizeGDB-curated	Chr8	82,956,568	82,961,691
GRMZM2G119941	incw4	MaizeGDB-curated	Chr2	3,190,291	3,193,646
GRMZM2G434500	ipe1	MaizeGDB-curated	Chr1	80,973,413	80,975,997
GRMZM2G108285	ippi1	MaizeGDB-curated	Chr7	155,598,887	155,602,061
GRMZM2G145029	ippi2	MaizeGDB-curated	Chr8	104,182,030	104,186,085
GRMZM2G133082	ippi3	MaizeGDB-curated	Chr6	147,323,465	147,329,028
GRMZM2G097258	ipt1	MaizeGDB-curated	Chr3	145,470,464	145,473,438
GRMZM2G102915	ipt10	MaizeGDB-curated	Chr6	81,887,637	81,889,903
GRMZM2G084462	ipt2	MaizeGDB-curated	Chr2	63,147,052	63,148,227
GRMZM2G393014	ipt3	MaizeGDB-curated	Chr8	151,130,587	151,131,675
GRMZM2G415751	ipt3B	MaizeGDB-curated	Chr3	207,330,115	207,331,215
GRMZM2G104559	ipt4	MaizeGDB-curated	Chr7	19,429,668	19,430,971
AC210013.4_FG005	ipt5	MaizeGDB-curated	Chr5	3,324,796	3,325,809
GRMZM2G116878	ipt6	MaizeGDB-curated	Chr1	291,634,128	291,635,190
GRMZM2G436770	ipt7	MaizeGDB-curated	Chr3	67,172,553	67,173,644
GRMZM2G025429	ipt8	MaizeGDB-curated	Chr6	162,939,562	162,941,480
GRMZM2G018046	ipt9	MaizeGDB-curated	Chr2	161,360,574	161,361,649
AC226235.2_FG001	irl1	MaizeGDB-curated	Chr3	30,997,053	30,998,201
GRMZM2G150796	iso3	MaizeGDB-curated	Chr7	129,134,063	129,145,654
GRMZM2G023194	isp1	MaizeGDB-curated	Chr10	111,795,775	111,798,782
GRMZM2G465553	iws1	MaizeGDB-curated	Chr1	292,209,665	292,211,668
GRMZM2G108716	iws2	MaizeGDB-curated	Chr5	2,792,516	2,796,308
GRMZM2G050412	jac1	MaizeGDB-curated	Chr6	31,707,695	31,709,328
GRMZM2G142964	jmj1	MaizeGDB-curated	Chr8	60,821,906	60,898,916
GRMZM2G044301	jmj10	MaizeGDB-curated	Chr6	134,321,285	134,327,453
GRMZM2G339379	jmj11	MaizeGDB-curated	Chr8	162,996,669	163,001,414
GRMZM2G054162	jmj12	MaizeGDB-curated	Chr4	240,883,468	240,895,570
GRMZM2G078198	jmj13	MaizeGDB-curated	Chr4	201,051,876	201,056,117
GRMZM2G057466	jmj14	MaizeGDB-curated	Chr1	103,624,693	103,630,846
GRMZM2G060919	jmj15	MaizeGDB-curated	Chr5	199,272,243	199,280,188
GRMZM2G180086	jmj16	MaizeGDB-curated	Chr5	44,657,285	44,663,403
GRMZM2G152877	jmj17	MaizeGDB-curated	Chr1	66,961,410	66,967,126
GRMZM2G321810	jmj18	MaizeGDB-curated	Chr3	165,491,789	165,497,935
GRMZM2G108589	jmj19	MaizeGDB-curated	Chr7	1,519,824	1,523,155
GRMZM2G171163	jmj2	MaizeGDB-curated	Chr4	172,386,710	172,389,864
AC149475.2_FG005	jmj20	MaizeGDB-curated	Chr9	152,791,245	152,801,912
GRMZM2G383210	jmj21	MaizeGDB-curated	Chr4	169,239,655	169,259,508
GRMZM2G417089	jmj22	MaizeGDB-curated	Chr1	248,568,098	248,575,059
GRMZM2G428933	jmj3	MaizeGDB-curated	Chr9	130,273,915	130,282,483
GRMZM2G027075	jmj4	MaizeGDB-curated	Chr4	172,459,736	172,468,782
GRMZM2G070885	jmj5	MaizeGDB-curated	Chr7	106,518,289	106,522,429
GRMZM2G107109	jmj6	MaizeGDB-curated	Chr4	172,286,685	172,295,419
GRMZM2G156910	jmj7	MaizeGDB-curated	Chr6	116,655,146	116,661,337
GRMZM2G431157	jmj8	MaizeGDB-curated	Chr10	19,854,631	19,862,449
GRMZM2G140524	jmj9	MaizeGDB-curated	Chr4	172,338,861	172,347,926
GRMZM2G089803	kao2	MaizeGDB-curated	Chr9	140,279,526	140,282,696
GRMZM2G070273	kcbp1	MaizeGDB-curated	Chr2	3,067,260	3,076,483
GRMZM2G022915	kch1	MaizeGDB-curated	Chr3	214,355,254	214,361,335
GRMZM2G020859	kch2	MaizeGDB-curated	Chr6	148,554,980	148,565,653
GRMZM2G081666	kch3	MaizeGDB-curated	Chr4	227,476,359	227,480,644
GRMZM2G093313	kch4	MaizeGDB-curated	Chr3	3,843,599	3,847,168
GRMZM2G171279	kch5	MaizeGDB-curated	Chr8	146,628,450	146,633,412
GRMZM2G119256	kds1	MaizeGDB-curated	Chr8	68,450,787	68,453,575
GRMZM2G159948	kelp1	MaizeGDB-curated	Chr3	204,699,354	204,701,927
GRMZM2G090213	kelp2	MaizeGDB-curated	Chr5	172,514,217	172,520,347
GRMZM2G112535	kelp3	MaizeGDB-curated	Chr8	153,332,086	153,334,819
GRMZM5G889999	kik1	MaizeGDB-curated	Chr7	156,219,814	156,225,643
GRMZM2G158394	kin1	MaizeGDB-curated	Chr7	176,260,711	176,262,411
GRMZM2G159431	knox1	MaizeGDB-curated	Chr1	5,003,070	5,007,708
GRMZM2G002225	knox10	MaizeGDB-curated	Chr5	13,957,726	13,980,235
GRMZM2G055243	knox2	MaizeGDB-curated	Chr9	93,868,786	93,877,183
GRMZM5G832409	knox5	MaizeGDB-curated	Chr6	24,181,173	24,192,653
GRMZM2G370332	knox6	MaizeGDB-curated	Chr5	94,481,164	94,484,870
GRMZM2G433591	knox7	MaizeGDB-curated	Chr4	235,745,133	235,750,283
GRMZM2G059308	ko1	MaizeGDB-curated	Chr9	79,864,518	79,871,342
GRMZM2G161472	ko2	MaizeGDB-curated	Chr9	79,629,933	79,634,006
GRMZM2G042627	kpp1	MaizeGDB-curated	Chr7	19,331,382	19,358,462
GRMZM2G129569	krp1	MaizeGDB-curated	Chr4	149,310,956	149,317,153
GRMZM2G436981	krp11	MaizeGDB-curated	Chr7	1,144,796	1,151,528
GRMZM2G034828	krp13	MaizeGDB-curated	Chr1	246,878,397	246,883,986
GRMZM2G054418	krp15	MaizeGDB-curated	Chr10	133,348,999	133,354,774
GRMZM2G124883	krp16	MaizeGDB-curated	Chr8	174,510,782	174,515,041
GRMZM2G136838	krp2	MaizeGDB-curated	Chr9	26,591,337	26,597,907
GRMZM2G173700	krp3	MaizeGDB-curated	Chr8	123,987,283	123,994,126
GRMZM2G320689	krp4	MaizeGDB-curated	Chr1	204,903,790	204,910,966
GRMZM2G093391	krp5	MaizeGDB-curated	Chr6	105,208,479	105,214,743
GRMZM2G132371	krp8	MaizeGDB-curated	Chr4	51,919,903	51,926,112
GRMZM5G881464	krp9	MaizeGDB-curated	Chr6	127,292,905	127,310,354
GRMZM2G016922	ks1	MaizeGDB-curated	Chr1	237,109,339	237,115,584
GRMZM2G093526	ks2	MaizeGDB-curated	Chr2	10,574,515	10,578,571
GRMZM2G093603	ks3	MaizeGDB-curated	Chr2	10,562,532	10,567,539
AC214360.3_FG001	ks4	MaizeGDB-curated	Chr3	110,200,299	110,204,076
GRMZM2G391312	ks6	MaizeGDB-curated	Chr4	53,284,808	53,288,327
GRMZM2G177169	l15	MaizeGDB-curated	Chr6	95,481,573	95,484,475
GRMZM2G135019	la1	MaizeGDB-curated	Chr4	18,000,248	18,006,785
GRMZM2G140527	lac10	MaizeGDB-curated	Chr4	4,216,683	4,219,243
GRMZM2G092483	lbd1	MaizeGDB-curated	Chr1	10,818,799	10,819,994
GRMZM2G154320	lbd10	MaizeGDB-curated	Chr1	254,949,670	254,950,944
GRMZM2G017319	lbd11	MaizeGDB-curated	Chr1	255,383,520	255,385,569
GRMZM2G447176	lbd12	MaizeGDB-curated	Chr1	258,866,950	258,868,413
GRMZM2G011385	lbd13	MaizeGDB-curated	Chr1	286,409,470	286,410,127
GRMZM2G177110	lbd14	MaizeGDB-curated	Chr2	209,518,630	209,519,766
AC207888.3_FG009	lbd15	MaizeGDB-curated	Chr2	234,934,167	234,936,218
GRMZM2G132693	lbd17	MaizeGDB-curated	Chr3	23,103,082	23,104,417
AC218973.3_FG003	lbd18	MaizeGDB-curated	Chr3	93,840,474	93,841,301
GRMZM2G092517	lbd20	MaizeGDB-curated	Chr3	184,175,771	184,177,879
GRMZM2G025758	lbd21	MaizeGDB-curated	Chr3	192,970,241	192,971,643
GRMZM2G095982	lbd22	MaizeGDB-curated	Chr4	6,391,031	6,392,616
GRMZM2G079768	lbd23	MaizeGDB-curated	Chr4	74,723,078	74,724,495
GRMZM2G075499	lbd24	MaizeGDB-curated	Chr4	170,838,318	170,839,405
GRMZM2G025989	lbd25	MaizeGDB-curated	Chr4	183,769,526	183,770,541
GRMZM2G079185	lbd26	MaizeGDB-curated	Chr5	15,203,964	15,206,688
GRMZM2G362627	lbd27	MaizeGDB-curated	Chr5	18,398,844	18,400,101
GRMZM2G165805	lbd28	MaizeGDB-curated	Chr6	28,091,948	28,093,028
GRMZM2G386095	lbd29	MaizeGDB-curated	Chr6	64,768,557	64,769,285
GRMZM2G110913	lbd3	MaizeGDB-curated	Chr1	33,801,737	33,804,005
GRMZM2G180319	lbd30	MaizeGDB-curated	Chr6	85,751,370	85,752,655
GRMZM2G044150	lbd31	MaizeGDB-curated	Chr6	141,232,270	141,233,226
GRMZM2G121487	lbd32	MaizeGDB-curated	Chr6	147,424,552	147,430,624
GRMZM2G386674	lbd33	MaizeGDB-curated	Chr6	159,313,186	159,314,511
GRMZM2G704330	lbd34	MaizeGDB-curated	Chr7	6,439,450	6,441,294
GRMZM5G868471	lbd35	MaizeGDB-curated	Chr8	81,896,223	81,898,153
GRMZM2G096064	lbd36	MaizeGDB-curated	Chr8	103,789,363	103,790,421
AC234149.1_FG002	lbd37	MaizeGDB-curated	Chr8	122,851,972	122,852,823
GRMZM2G073044	lbd38	MaizeGDB-curated	Chr8	122,998,640	123,000,039
AC214648.3_FG005	lbd39	MaizeGDB-curated	Chr8	131,315,533	131,316,325
GRMZM2G021095	lbd4	MaizeGDB-curated	Chr1	44,165,940	44,167,054
GRMZM2G145568	lbd41	MaizeGDB-curated	Chr9	138,557,713	138,558,785
GRMZM2G150594	lbd42	MaizeGDB-curated	Chr9	143,011,637	143,013,786
GRMZM5G873586	lbd44	MaizeGDB-curated	Chr10	3,275,775	3,281,566
GRMZM2G060544	lbd5	MaizeGDB-curated	Chr1	72,360,144	72,361,438
GRMZM2G044902	lbd6	MaizeGDB-curated	Chr1	77,152,675	77,154,117
GRMZM2G076327	lbd7	MaizeGDB-curated	Chr1	124,634,056	124,634,920
GRMZM2G132667	lbd8	MaizeGDB-curated	Chr1	191,562,085	191,562,888
AC217910.3_FG006	lbd9	MaizeGDB-curated	Chr1	217,326,067	217,327,326
GRMZM6G851663	lbp1	MaizeGDB-curated	Chr2	58,076,051	58,076,601
GRMZM2G128929	ldh1	MaizeGDB-curated	Chr5	67,432,367	67,434,244
GRMZM2G106613	ldp1	MaizeGDB-curated	Chr3	154,702,548	154,712,172
GRMZM2G011789	lec1	MaizeGDB-curated	Chr5	204,386,830	204,388,007
GRMZM2G174883	leg1	MaizeGDB-curated	Chr6	40,050,689	40,052,652
GRMZM2G060216	lg2	MaizeGDB-curated	Chr3	176,845,304	176,853,978
GRMZM2G087741	lg3	MaizeGDB-curated	Chr3	53,883,227	53,893,066
GRMZM2G094241	lg4	MaizeGDB-curated	Chr8	130,383,323	130,388,890
GRMZM2G134382	lgn1	MaizeGDB-curated	Chr9	47,658,297	47,660,713
GRMZM2G038519	lhca1	MaizeGDB-curated	Chr2	207,611,861	207,618,663
GRMZM2G103101	lhcb4	MaizeGDB-curated	Chr5	209,922,350	209,924,302
GRMZM2G149428	lhcb5	MaizeGDB-curated	Chr2	220,058,172	220,060,652
GRMZM2G092427	lhcb6	MaizeGDB-curated	Chr10	147,325,724	147,327,040
GRMZM2G018627	lhcb9	MaizeGDB-curated	Chr1	247,817,664	247,819,376
GRMZM2G414192	lhcb9	MaizeGDB-curated	Chr1	247,786,586	247,788,296
GRMZM2G474769	lhy1	MaizeGDB-curated	Chr10	78,333,991	78,337,257
GRMZM2G128206	limtf1	MaizeGDB-curated	Chr1	38,621,379	38,628,799
GRMZM2G004959	limtf10	MaizeGDB-curated	Chr6	21,973,369	21,975,498
GRMZM2G017845	limtf11	MaizeGDB-curated	Chr6	52,901,117	52,909,594
GRMZM2G010960	limtf12	MaizeGDB-curated	Chr6	114,357,794	114,367,987
GRMZM2G151934	limtf13	MaizeGDB-curated	Chr9	140,469,500	140,474,431
GRMZM2G024887	limtf14	MaizeGDB-curated	Chr10	132,724,522	132,726,075
GRMZM2G160198	limtf2	MaizeGDB-curated	Chr1	39,040,586	39,044,425
GRMZM2G385236	limtf3	MaizeGDB-curated	Chr1	123,983,180	123,985,570
GRMZM2G099328	limtf4	MaizeGDB-curated	Chr1	167,019,236	167,024,935
GRMZM2G342105	limtf5	MaizeGDB-curated	Chr1	253,827,545	253,837,409
GRMZM2G153268	limtf6	MaizeGDB-curated	Chr2	23,758,072	23,759,626
GRMZM2G175761	limtf7	MaizeGDB-curated	Chr3	134,641,615	134,643,267
GRMZM2G134752	limtf8	MaizeGDB-curated	Chr4	147,679,277	147,680,759
GRMZM2G170034	limtf9	MaizeGDB-curated	Chr5	188,946,269	188,947,853
GRMZM2G448607	lip15	MaizeGDB-curated	Chr6	24,280,540	24,281,904
GRMZM2G339563	lls1	MaizeGDB-curated	Chr1	10,090,835	10,095,173
GRMZM2G169089	ln1	MaizeGDB-curated	Chr6	105,027,581	105,034,465
GRMZM2G109560	lon1	MaizeGDB-curated	Chr7	143,360,732	143,369,569
GRMZM2G113056	lon2	MaizeGDB-curated	Chr7	174,539,360	174,548,995
GRMZM2G072886	lop1	MaizeGDB-curated	Chr9	117,765,965	117,767,293
GRMZM2G015419	lox10	MaizeGDB-curated	Chr4	234,164,919	234,168,681
GRMZM2G009479	lox11	MaizeGDB-curated	Chr5	123,239,668	123,243,697
GRMZM2G106748	lox12	MaizeGDB-curated	Chr3	93,841,905	93,845,764
GRMZM2G156861	lox2	MaizeGDB-curated	Chr3	168,738,873	168,882,335
GRMZM2G109056	lox4	MaizeGDB-curated	Chr1	264,275,083	264,291,510
GRMZM2G102760	lox5	MaizeGDB-curated	Chr5	12,285,656	12,290,564
GRMZM2G040095	lox6	MaizeGDB-curated	Chr2	4,192,152	4,196,263
GRMZM2G070092	lox7	MaizeGDB-curated	Chr10	120,237,308	120,241,527
GRMZM2G017616	lox9	MaizeGDB-curated	Chr1	16,573,827	16,580,722
GRMZM2G155242	lpa1	MaizeGDB-curated	Chr1	25,282,951	25,287,161
GRMZM2G456626	lpa2	MaizeGDB-curated	Chr1	101,838,959	101,841,220
GRMZM2G361593	lpa3	MaizeGDB-curated	Chr1	273,963,482	273,967,146
GRMZM5G858417	lpe1	MaizeGDB-curated	Chr1	263,063,356	263,068,441
GRMZM2G064750	lrk1	MaizeGDB-curated	Chr8	9,630,289	9,634,061
GRMZM2G077752	lrp1	MaizeGDB-curated	Chr8	157,286,610	157,288,482
AC232238.2_FG004	lrs1	MaizeGDB-curated	Chr8	166,341,735	166,349,613
GRMZM2G153393	ltk1	MaizeGDB-curated	Chr1	17,640,006	17,655,596
GRMZM2G330907	ltk2	MaizeGDB-curated	Chr9	150,263,840	150,275,563
GRMZM2G320373	ltp1	MaizeGDB-curated	Chr6	162,859,289	162,860,116
GRMZM2G361398	lug1	MaizeGDB-curated	Chr3	224,206,634	224,220,693
GRMZM2G079013	lug2	MaizeGDB-curated	Chr5	215,387,951	215,401,364
GRMZM2G036169	lug3	MaizeGDB-curated	Chr1	300,351,265	300,364,771
GRMZM2G097640	lug4	MaizeGDB-curated	Chr1	233,885,155	233,892,825
GRMZM2G037683	lug5	MaizeGDB-curated	Chr3	58,295,849	58,307,713
GRMZM2G149708	lug6	MaizeGDB-curated	Chr2	105,360,159	105,380,776
GRMZM2G111247	lug7	MaizeGDB-curated	Chr4	36,237,183	36,244,148
GRMZM2G061186	lug8	MaizeGDB-curated	Chr6	8,382,834	8,403,391
GRMZM2G027059	lw1	MaizeGDB-curated	Chr1	273,003,521	273,007,187
GRMZM2G012966	lyce1	MaizeGDB-curated	Chr8	138,416,903	138,424,121
GRMZM2G027522	mac1	MaizeGDB-curated	Chr10	14,913,865	14,916,717
GRMZM2G472100	mads13	MaizeGDB-curated	Chr7	21,134,716	21,135,537
GRMZM2G099522	mads14	MaizeGDB-curated	Chr1	26,671,505	26,681,206
GRMZM2G553379	mads15	MaizeGDB-curated	Chr5	6,993,294	7,011,505
GRMZM2G337892	mads17	MaizeGDB-curated	Chr2	207,704,174	207,705,556
GRMZM5G805387	mads18	MaizeGDB-curated	Chr8	102,542,053	102,545,720
GRMZM2G316366	mads19	MaizeGDB-curated	Chr5	177,268,178	177,269,968
GRMZM2G137387	mads20	MaizeGDB-curated	Chr5	217,863,477	217,870,145
AC233912.1_FG001	mads21	MaizeGDB-curated	Chr7	19,993,628	19,995,763
GRMZM2G052045	mads22	MaizeGDB-curated	Chr1	214,460,902	214,461,626
GRMZM2G099408	mads25	MaizeGDB-curated	Chr4	6,442,913	6,443,786
GRMZM2G044408	mads26	MaizeGDB-curated	Chr5	204,799,296	204,799,985
GRMZM2G135018	mads27	MaizeGDB-curated	Chr2	33,471,001	33,472,629
GRMZM2G128953	mads28	MaizeGDB-curated	Chr9	138,090,540	138,096,148
GRMZM2G072582	mads3	MaizeGDB-curated	Chr7	2,065,444	2,076,981
GRMZM2G069370	mads30	MaizeGDB-curated	Chr10	119,044,582	119,046,541
GRMZM2G105387	mads32	MaizeGDB-curated	Chr4	38,790,111	38,793,001
GRMZM2G459864	mads33	MaizeGDB-curated	Chr10	69,143,279	69,144,043
GRMZM2G137510	mads34	MaizeGDB-curated	Chr10	17,785,901	17,791,457
GRMZM2G079727	mads36	MaizeGDB-curated	Chr3	201,371,185	201,375,806
GRMZM2G334225	mads38	MaizeGDB-curated	Chr6	112,393,075	112,399,500
GRMZM2G055782	mads39	MaizeGDB-curated	Chr4	126,011,254	126,012,505
GRMZM2G032339	mads4	MaizeGDB-curated	Chr1	277,218,151	277,298,925
GRMZM2G441115	mads40	MaizeGDB-curated	Chr4	2,892,328	2,894,627
GRMZM2G018589	mads41	MaizeGDB-curated	Chr3	170,408,317	170,413,958
GRMZM2G375707	mads42	MaizeGDB-curated	Chr8	142,010,577	142,012,164
GRMZM2G001139	mads43	MaizeGDB-curated	Chr8	155,471,127	155,475,291
GRMZM2G130382	mads44	MaizeGDB-curated	Chr5	85,114,743	85,115,386
GRMZM2G117961	mads45	MaizeGDB-curated	Chr6	3,237,228	3,240,201
GRMZM2G306610	mads46	MaizeGDB-curated	Chr8	40,959,292	40,960,647
GRMZM2G099577	mads47	MaizeGDB-curated	Chr9	70,600,799	70,601,941
GRMZM2G148220	mads48	MaizeGDB-curated	Chr1	193,288,684	193,293,762
GRMZM2G129034	mads49	MaizeGDB-curated	Chr2	192,877,045	192,885,419
GRMZM2G038878	mads50	MaizeGDB-curated	Chr6	108,882,764	108,883,558
GRMZM2G161666	mads51	MaizeGDB-curated	Chr6	93,656,696	93,658,911
GRMZM2G446426	mads52	MaizeGDB-curated	Chr4	191,720,338	191,722,587
GRMZM2G035092	mads53	MaizeGDB-curated	Chr3	168,968,579	168,969,501
GRMZM2G320549	mads54	MaizeGDB-curated	Chr3	19,792,210	19,807,087
GRMZM2G137289	mads55	MaizeGDB-curated	Chr3	127,959,457	127,959,975
GRMZM2G026223	mads56	MaizeGDB-curated	Chr1	4,855,703	4,871,281
GRMZM2G470857	mads57	MaizeGDB-curated	Chr8	19,431,756	19,432,706
GRMZM2G073357	mads58	MaizeGDB-curated	Chr6	141,270,744	141,271,664
AC234185.1_FG006	mads59	MaizeGDB-curated	Chr8	72,172,257	72,173,003
GRMZM2G152415	mads60	MaizeGDB-curated	Chr9	5,512,084	5,517,672
GRMZM5G878490	mads62	MaizeGDB-curated	Chr2	234,414,387	234,415,043
GRMZM2G032905	mads63	MaizeGDB-curated	Chr2	42,386,298	42,388,815
GRMZM5G853066	mads64	MaizeGDB-curated	Chr5	19,800,106	19,800,942
AC212823.4_FG003	mads65	MaizeGDB-curated	Chr5	167,376,720	167,382,187
GRMZM5G839969	mads66	MaizeGDB-curated	Chr5	172,002,654	172,003,517
GRMZM2G147716	mads67	MaizeGDB-curated	Chr7	164,451,097	164,456,819
GRMZM2G059102	mads68	MaizeGDB-curated	Chr1	17,964,695	17,986,258
GRMZM2G171650	mads69	MaizeGDB-curated	Chr3	159,022,119	159,050,063
GRMZM2G097059	mads7	MaizeGDB-curated	Chr7	136,296,029	136,307,251
GRMZM5G891280	mads70	MaizeGDB-curated	Chr6	165,738,341	165,739,291
GRMZM2G110582	mads71	MaizeGDB-curated	Chr9	78,317,642	78,332,274
GRMZM2G046885	mads73	MaizeGDB-curated	Chr5	209,573,312	209,581,383
GRMZM5G814279	mads74	MaizeGDB-curated	Chr9	7,111,132	7,121,722
GRMZM2G472096	mads75	MaizeGDB-curated	Chr7	21,145,677	21,146,564
GRMZM2G070034	mads76	MaizeGDB-curated	Chr9	125,606,160	125,639,409
GRMZM2G098986	mads77	MaizeGDB-curated	Chr1	194,482,102	194,488,891
GRMZM2G492156	mads78	MaizeGDB-curated	Chr5	177,275,445	177,279,005
GRMZM2G005155	mads9	MaizeGDB-curated	Chr2	10,371,800	10,374,751
GRMZM2G102183	mas1	MaizeGDB-curated	Chr2	36,945,679	36,948,155
GRMZM5G870170	mate1	MaizeGDB-curated	Chr6	5,869,544	5,874,565
GRMZM2G170128	mate2	MaizeGDB-curated	Chr5	20,622,821	20,626,799
GRMZM2G163154	mate3	MaizeGDB-curated	Chr1	27,099,590	27,103,458
GRMZM2G080450	mate4	MaizeGDB-curated	Chr3	57,084,587	57,091,384
GRMZM5G890665	mate5	MaizeGDB-curated	Chr2	153,549,513	153,553,629
GRMZM2G065154	mate6	MaizeGDB-curated	Chr5	71,724,077	71,731,917
GRMZM2G040131	mbd101a	MaizeGDB-curated	Chr8	106,608,894	106,621,408
GRMZM2G069254	mbd101b	MaizeGDB-curated	Chr6	146,224,513	146,226,056
GRMZM2G476933	mbd105	MaizeGDB-curated	Chr3	88,540,265	88,546,003
GRMZM2G022365	mbd106	MaizeGDB-curated	Chr1	175,322,304	175,330,120
GRMZM2G168269	mbd108	MaizeGDB-curated	Chr7	134,171,280	134,175,278
GRMZM2G112679	mbd109	MaizeGDB-curated	Chr5	16,320,354	16,321,171
GRMZM2G025095	mbd111	MaizeGDB-curated	Chr2	191,314,651	191,336,825
GRMZM2G126545	mbd113	MaizeGDB-curated	Chr10	105,058,169	105,069,085
GRMZM2G157470	mbd115	MaizeGDB-curated	Chr1	250,122,582	250,128,271
GRMZM2G048411	mbd117	MaizeGDB-curated	Chr2	188,802,765	188,808,500
GRMZM2G119802	mbd123	MaizeGDB-curated	Chr10	141,516,809	141,520,645
GRMZM2G518638	mc1	MaizeGDB-curated	Chr2	183,992,102	183,992,798
