Anchor	Maize1	Maize2
LOC_Os01g47660.1.MSUv7.0	Zm00008a014208_T01.v1.1	Zm00008a032223_T01.v1.1
LOC_Os02g07110.1.MSUv7.0	NA	Zm00008a018721_T01.v1.1
LOC_Os05g01560.1.MSUv7.0	Zm00008a023953_T01.v1.1	NA
LOC_Os05g49290.1.MSUv7.0	Zm00008a026479_T01.v1.1,Zm00008a026507_T01.v1.1	Zm00008a030811_T01.v1.1
LOC_Os04g33950.1.MSUv7.0	Zm00008a007420_T01.v1.1	Zm00008a037868_T01.v1.1
LOC_Os08g45030.1.MSUv7.0	Zm00008a003528_T01.v1.1	NA
LOC_Os06g43590.2.MSUv7.0	Zm00008a034652_T01.v1.1	NA
LOC_Os01g54380.1.MSUv7.0	Zm00008a013811_T01.v1.1	NA
LOC_Os02g47230.1.MSUv7.0	Zm00008a022733_T01.v1.1	NA
LOC_Os09g20640.1.MSUv7.0	Zm00008a027897_T01.v1.1	NA
LOC_Os12g04210.1.MSUv7.0	Zm00008a036320_T01.v1.1	NA
LOC_Os04g38860.1.MSUv7.0	Zm00008a007163_T01.v1.1	NA
LOC_Os09g37012.1.MSUv7.0	Zm00008a029735_T01.v1.1	NA
LOC_Os09g14550.1.MSUv7.0	Zm00008a027715_T01.v1.1	NA
LOC_Os01g67330.1.MSUv7.0	NA	Zm00008a032723_T01.v1.1
LOC_Os09g29870.1.MSUv7.0	NA	Zm00008a009083_T01.v1.1
LOC_Os10g30090.1.MSUv7.0	NA	Zm00008a020117_T01.v1.1
LOC_Os02g57610.1.MSUv7.0	NA	Zm00008a017327_T01.v1.1
LOC_Os07g05800.1.MSUv7.0	Zm00008a026804_T01.v1.1	NA
LOC_Os04g55680.1.MSUv7.0	Zm00008a006114_T01.v1.1	Zm00008a038735_T01.v1.1
LOC_Os08g02640.2.MSUv7.0	Zm00008a023556_T01.v1.1	Zm00008a015634_T01.v1.1
LOC_Os04g55250.1.MSUv7.0	NA	Zm00008a038712_T01.v1.1
LOC_Os12g12934.1.MSUv7.0	NA	Zm00008a012053_T01.v1.1
LOC_Os01g42710.1.MSUv7.0	Zm00008a014624_T01.v1.1	NA
LOC_Os01g62380.2.MSUv7.0	Zm00008a013357_T01.v1.1	Zm00008a032930_T01.v1.1
LOC_Os01g01450.2.MSUv7.0	Zm00008a011356_T01.v1.1	NA
LOC_Os03g20370.1.MSUv7.0	Zm00008a001336_T01.v1.1	Zm00008a035429_T01.v1.1
LOC_Os02g39880.1.MSUv7.0	NA	Zm00008a016676_T01.v1.1
LOC_Os03g12290.1.MSUv7.0	Zm00008a000800_T01.v1.1	Zm00008a035805_T01.v1.1
LOC_Os07g06610.1.MSUv7.0	Zm00008a026825_T01.v1.1	NA
LOC_Os02g57040.1.MSUv7.0	Zm00008a023327_T01.v1.1	NA
LOC_Os03g58700.1.MSUv7.0	Zm00008a005504_T01.v1.1	Zm00008a019194_T01.v1.1
LOC_Os01g61620.1.MSUv7.0	Zm00008a013418_T01.v1.1	Zm00008a032967_T01.v1.1
LOC_Os08g01110.1.MSUv7.0	NA	Zm00008a017950_T01.v1.1
LOC_Os11g38630.1.MSUv7.0	Zm00008a015089_T01.v1.1	NA
LOC_Os05g49930.1.MSUv7.0	NA	Zm00008a030834_T01.v1.1
LOC_Os05g41370.1.MSUv7.0	Zm00008a026081_T01.v1.1	NA
LOC_Os03g15410.1.MSUv7.0	NA	Zm00008a035654_T01.v1.1
LOC_Os11g41820.1.MSUv7.0	Zm00008a014989_T01.v1.1	Zm00008a010298_T01.v1.1
LOC_Os06g09230.2.MSUv7.0	Zm00008a033500_T01.v1.1	NA
LOC_Os03g43580.1.MSUv7.0	Zm00008a004626_T01.v1.1	NA
LOC_Os03g07260.1.MSUv7.0	Zm00008a000461_T01.v1.1	NA
LOC_Os04g45720.1.MSUv7.0	NA	Zm00008a038328_T01.v1.1
LOC_Os02g53360.1.MSUv7.0	Zm00008a023144_T01.v1.1	Zm00008a017505_T01.v1.1
LOC_Os05g38590.1.MSUv7.0	NA	Zm00008a031488_T01.v1.1
LOC_Os06g47590.1.MSUv7.0	Zm00008a020412_T01.v1.1	Zm00008a024517_T01.v1.1
LOC_Os06g07040.1.MSUv7.0	Zm00008a033624_T01.v1.1	Zm00008a024352_T01.v1.1
LOC_Os01g11414.1.MSUv7.0	Zm00008a010732_T01.v1.1	Zm00008a030306_T01.v1.1
LOC_Os05g50250.1.MSUv7.0	NA	Zm00008a030848_T01.v1.1
LOC_Os03g07310.1.MSUv7.0	Zm00008a000464_T01.v1.1	Zm00008a036039_T01.v1.1
LOC_Os01g07070.1.MSUv7.0	Zm00008a011023_T01.v1.1	Zm00008a030125_T01.v1.1
LOC_Os03g02762.1.MSUv7.0	Zm00008a000132_T01.v1.1	NA
LOC_Os10g28370.1.MSUv7.0	Zm00008a004347_T01.v1.1	NA
LOC_Os02g44300.1.MSUv7.0	Zm00008a022544_T01.v1.1	Zm00008a016901_T01.v1.1
LOC_Os06g15250.1.MSUv7.0	Zm00008a033998_T01.v1.1	Zm00008a025124_T01.v1.1
LOC_Os01g62630.1.MSUv7.0	Zm00008a013342_T01.v1.1	NA
LOC_Os04g57420.1.MSUv7.0	Zm00008a005989_T01.v1.1	NA
LOC_Os01g48750.1.MSUv7.0	Zm00008a014152_T01.v1.1	Zm00008a032275_T01.v1.1
LOC_Os03g54860.1.MSUv7.0	Zm00008a005230_T01.v1.1	NA
LOC_Os02g01490.1.MSUv7.0	Zm00008a020705_T01.v1.1	Zm00008a018926_T01.v1.1
LOC_Os11g05740.1.MSUv7.0	Zm00008a017848_T01.v1.1	NA
LOC_Os07g39750.1.MSUv7.0	Zm00008a029224_T01.v1.1	NA
LOC_Os03g06200.1.MSUv7.0	Zm00008a000396_T01.v1.1	NA
LOC_Os01g54890.1.MSUv7.0	Zm00008a013851_T01.v1.1	Zm00008a033208_T01.v1.1
LOC_Os03g12450.1.MSUv7.0	NA	Zm00008a035779_T01.v1.1
LOC_Os02g47770.1.MSUv7.0	Zm00008a022773_T01.v1.1	NA
LOC_Os04g53300.1.MSUv7.0	NA	Zm00008a038631_T01.v1.1
LOC_Os03g53190.1.MSUv7.0	Zm00008a005148_T01.v1.1	Zm00008a019424_T01.v1.1
LOC_Os04g37920.1.MSUv7.0	Zm00008a007219_T01.v1.1	NA
LOC_Os05g41440.1.MSUv7.0	Zm00008a026088_T01.v1.1	NA
LOC_Os05g02140.1.MSUv7.0	Zm00008a023910_T01.v1.1	NA
LOC_Os01g72370.1.MSUv7.0	Zm00008a012705_T01.v1.1	Zm00008a032486_T01.v1.1
LOC_Os06g39390.1.MSUv7.0	Zm00008a034551_T01.v1.1	Zm00008a024810_T01.v1.1
LOC_Os01g58550.1.MSUv7.0	Zm00008a013597_T01.v1.1	Zm00008a033079_T01.v1.1
LOC_Os12g39420.1.MSUv7.0	Zm00008a002793_T01.v1.1	NA
LOC_Os08g05650.1.MSUv7.0	NA	Zm00008a015577_T01.v1.1
LOC_Os06g01980.1.MSUv7.0	Zm00008a033930_T01.v1.1	NA
LOC_Os11g45280.1.MSUv7.0	Zm00008a014909_T01.v1.1	NA
LOC_Os04g57690.1.MSUv7.0	Zm00008a005969_T01.v1.1	NA
LOC_Os04g44230.1.MSUv7.0	Zm00008a006840_T01.v1.1	Zm00008a038263_T01.v1.1
LOC_Os01g37560.1.MSUv7.0	Zm00008a014686_T01.v1.1	NA
LOC_Os01g55170.1.MSUv7.0	Zm00008a013786_T01.v1.1	NA
LOC_Os02g48140.2.MSUv7.0	Zm00008a022801_T01.v1.1	NA
LOC_Os02g44250.1.MSUv7.0	Zm00008a022541_T01.v1.1	NA
LOC_Os01g43590.1.MSUv7.0	Zm00008a014384_T01.v1.1	Zm00008a032126_T01.v1.1
LOC_Os11g29370.1.MSUv7.0	Zm00008a015303_T01.v1.1	NA
LOC_Os01g27190.1.MSUv7.0	Zm00008a011862_T01.v1.1	NA
LOC_Os01g48190.1.MSUv7.0	Zm00008a014188_T01.v1.1	Zm00008a032243_T01.v1.1
LOC_Os07g01310.1.MSUv7.0	Zm00008a026639_T01.v1.1	NA
LOC_Os05g01780.1.MSUv7.0	Zm00008a023937_T01.v1.1	NA
LOC_Os03g51970.1.MSUv7.0	Zm00008a005076_T01.v1.1	Zm00008a019468_T01.v1.1
LOC_Os08g07830.1.MSUv7.0	Zm00008a037181_T01.v1.1	NA
LOC_Os02g07980.1.MSUv7.0	NA	Zm00008a018680_T01.v1.1
LOC_Os10g23230.1.MSUv7.0	Zm00008a002544_T01.v1.1	NA
LOC_Os04g45570.1.MSUv7.0	Zm00008a006671_T01.v1.1	Zm00008a038319_T01.v1.1
LOC_Os07g13534.1.MSUv7.0	NA	Zm00008a008487_T01.v1.1
LOC_Os06g06660.1.MSUv7.0	Zm00008a033661_T01.v1.1	Zm00008a024330_T01.v1.1
LOC_Os01g57570.1.MSUv7.0	Zm00008a013647_T01.v1.1	NA
LOC_Os06g46380.1.MSUv7.0	Zm00008a020286_T01.v1.1	Zm00008a024563_T01.v1.1
LOC_Os10g30300.1.MSUv7.0	NA	Zm00008a020109_T01.v1.1
LOC_Os02g09650.1.MSUv7.0	Zm00008a021206_T01.v1.1	Zm00008a018641_T01.v1.1
LOC_Os04g49370.1.MSUv7.0	Zm00008a006477_T01.v1.1	Zm00008a038357_T01.v1.1
LOC_Os10g32970.1.MSUv7.0	Zm00008a004232_T01.v1.1	Zm00008a020050_T01.v1.1
LOC_Os11g14080.1.MSUv7.0	Zm00008a015163_T01.v1.1	NA
LOC_Os03g15630.1.MSUv7.0	NA	Zm00008a035641_T01.v1.1
LOC_Os03g55130.2.MSUv7.0	Zm00008a005243_T01.v1.1	Zm00008a019368_T01.v1.1
LOC_Os07g03140.1.MSUv7.0	Zm00008a026732_T01.v1.1	NA
LOC_Os02g10700.1.MSUv7.0	Zm00008a021289_T01.v1.1	Zm00008a018590_T01.v1.1
LOC_Os05g43650.1.MSUv7.0	Zm00008a026174_T01.v1.1	NA
LOC_Os09g39190.1.MSUv7.0	NA	Zm00008a008613_T01.v1.1
LOC_Os06g01780.1.MSUv7.0	Zm00008a033942_T01.v1.1	NA
LOC_Os04g49570.1.MSUv7.0	Zm00008a006459_T01.v1.1	NA
LOC_Os04g01610.1.MSUv7.0	NA	Zm00008a037532_T01.v1.1
LOC_Os03g25790.1.MSUv7.0	Zm00008a001606_T01.v1.1	Zm00008a035249_T01.v1.1
LOC_Os02g49090.1.MSUv7.0	Zm00008a022854_T01.v1.1	Zm00008a017135_T01.v1.1
LOC_Os07g39430.1.MSUv7.0	NA	Zm00008a009647_T01.v1.1
LOC_Os02g47570.1.MSUv7.0	Zm00008a022756_T01.v1.1	Zm00008a017057_T01.v1.1
LOC_Os05g32330.1.MSUv7.0	Zm00008a025720_T01.v1.1	NA
LOC_Os02g27810.1.MSUv7.0	Zm00008a021789_T01.v1.1	NA
LOC_Os04g43070.1.MSUv7.0	Zm00008a006876_T01.v1.1	Zm00008a038227_T01.v1.1
LOC_Os02g35600.1.MSUv7.0	Zm00008a022062_T01.v1.1	Zm00008a016516_T01.v1.1
LOC_Os01g68570.1.MSUv7.0	Zm00008a012962_T01.v1.1	Zm00008a032674_T01.v1.1
LOC_Os06g51220.2.MSUv7.0	Zm00008a020640_T01.v1.1	Zm00008a024393_T01.v1.1
LOC_Os03g52340.1.MSUv7.0	Zm00008a005097_T01.v1.1	Zm00008a019456_T01.v1.1
LOC_Os04g32470.1.MSUv7.0	Zm00008a007561_T01.v1.1	NA
LOC_Os08g05510.1.MSUv7.0	Zm00008a037328_T01.v1.1	Zm00008a015581_T01.v1.1
LOC_Os09g12780.1.MSUv7.0	Zm00008a027680_T01.v1.1	NA
LOC_Os03g22160.1.MSUv7.0	Zm00008a001443_T01.v1.1	Zm00008a035359_T01.v1.1
LOC_Os03g14170.1.MSUv7.0	Zm00008a000923_T01.v1.1	Zm00008a035697_T01.v1.1
LOC_Os04g57900.1.MSUv7.0	Zm00008a005951_T01.v1.1	NA
LOC_Os02g46650.1.MSUv7.0	Zm00008a022693_T01.v1.1	Zm00008a016994_T01.v1.1
LOC_Os07g32460.1.MSUv7.0	NA	Zm00008a009464_T01.v1.1
LOC_Os03g28080.1.MSUv7.0	Zm00008a001689_T01.v1.1	NA
LOC_Os06g11610.1.MSUv7.0	Zm00008a033373_T01.v1.1	NA
LOC_Os04g58240.1.MSUv7.0	Zm00008a005929_T01.v1.1	Zm00008a038862_T01.v1.1
LOC_Os03g13070.1.MSUv7.0	NA	Zm00008a035766_T01.v1.1
LOC_Os03g52650.1.MSUv7.0	Zm00008a005108_T01.v1.1	Zm00008a019444_T01.v1.1
LOC_Os03g53360.1.MSUv7.0	Zm00008a005158_T01.v1.1	NA
LOC_Os03g56370.1.MSUv7.0	Zm00008a005362_T01.v1.1	NA
LOC_Os04g40130.1.MSUv7.0	Zm00008a007088_T01.v1.1	NA
LOC_Os01g36080.1.MSUv7.0	NA	Zm00008a030622_T01.v1.1
LOC_Os03g22450.1.MSUv7.0	Zm00008a001463_T01.v1.1	NA
LOC_Os06g06050.1.MSUv7.0	Zm00008a033697_T01.v1.1	NA
LOC_Os09g16010.1.MSUv7.0	Zm00008a027758_T01.v1.1	NA
LOC_Os06g51070.1.MSUv7.0	Zm00008a020630_T01.v1.1	Zm00008a024401_T01.v1.1
LOC_Os02g10080.1.MSUv7.0	NA	Zm00008a018620_T01.v1.1
LOC_Os03g10220.1.MSUv7.0	Zm00008a000691_T01.v1.1	NA
LOC_Os08g13400.1.MSUv7.0	Zm00008a037144_T01.v1.1	NA
LOC_Os11g37270.1.MSUv7.0	Zm00008a018098_T01.v1.1	NA
LOC_Os02g01190.1.MSUv7.0	NA	Zm00008a018944_T01.v1.1
LOC_Os06g51510.1.MSUv7.0	Zm00008a020669_T01.v1.1	NA
LOC_Os01g10680.1.MSUv7.0	Zm00008a010782_T01.v1.1	NA
LOC_Os03g55290.1.MSUv7.0	NA	Zm00008a019357_T01.v1.1
LOC_Os07g42570.1.MSUv7.0	NA	Zm00008a009781_T01.v1.1
LOC_Os08g38720.1.MSUv7.0	Zm00008a003131_T01.v1.1	NA
LOC_Os02g32320.1.MSUv7.0	Zm00008a021888_T01.v1.1	NA
LOC_Os10g32070.1.MSUv7.0	Zm00008a004255_T01.v1.1	NA
LOC_Os05g01250.1.MSUv7.0	Zm00008a023991_T01.v1.1	NA
LOC_Os12g44100.1.MSUv7.0	Zm00008a003060_T01.v1.1	NA
LOC_Os02g10740.1.MSUv7.0	NA	Zm00008a018588_T01.v1.1
LOC_Os11g02630.1.MSUv7.0	NA	Zm00008a008400_T01.v1.1
LOC_Os09g25460.1.MSUv7.0	Zm00008a028096_T01.v1.1	NA
LOC_Os03g22680.1.MSUv7.0	Zm00008a001478_T01.v1.1	NA
LOC_Os01g10690.1.MSUv7.0	Zm00008a010783_T01.v1.1	Zm00008a030282_T01.v1.1
LOC_Os02g30630.1.MSUv7.0	Zm00008a021846_T01.v1.1	Zm00008a016396_T01.v1.1
LOC_Os02g13810.1.MSUv7.0	Zm00008a021624_T01.v1.1	NA
LOC_Os08g41910.1.MSUv7.0	NA	Zm00008a015777_T01.v1.1
LOC_Os07g02870.1.MSUv7.0	Zm00008a026699_T01.v1.1	NA
LOC_Os04g39100.1.MSUv7.0	Zm00008a007148_T01.v1.1	NA
LOC_Os01g71980.1.MSUv7.0	Zm00008a012744_T01.v1.1	Zm00008a032518_T01.v1.1
LOC_Os12g39160.1.MSUv7.0	Zm00008a002771_T01.v1.1	NA
LOC_Os02g44540.1.MSUv7.0	Zm00008a022559_T01.v1.1	Zm00008a016909_T01.v1.1
LOC_Os09g36210.1.MSUv7.0	Zm00008a028667_T01.v1.1	NA
LOC_Os05g38360.1.MSUv7.0	Zm00008a025935_T01.v1.1	NA
LOC_Os01g12280.1.MSUv7.0	Zm00008a010692_T01.v1.1	NA
LOC_Os11g13694.1.MSUv7.0	Zm00008a015142_T01.v1.1	Zm00008a010023_T01.v1.1
LOC_Os09g31140.1.MSUv7.0	Zm00008a028417_T01.v1.1	NA
LOC_Os02g48150.1.MSUv7.0	Zm00008a022803_T01.v1.1	NA
LOC_Os05g29030.1.MSUv7.0	Zm00008a025607_T01.v1.1	NA
LOC_Os04g56990.1.MSUv7.0	Zm00008a006019_T01.v1.1	Zm00008a038792_T01.v1.1
LOC_Os01g58790.1.MSUv7.0	Zm00008a013586_T01.v1.1	NA
LOC_Os09g20910.1.MSUv7.0	Zm00008a027907_T01.v1.1	NA
LOC_Os05g46270.1.MSUv7.0	Zm00008a026309_T01.v1.1	NA
LOC_Os02g01590.2.MSUv7.0	Zm00008a020709_T01.v1.1	Zm00008a018925_T01.v1.1
LOC_Os03g56790.1.MSUv7.0	NA	Zm00008a019279_T01.v1.1
LOC_Os06g14750.1.MSUv7.0	NA	Zm00008a025127_T01.v1.1
LOC_Os01g71190.1.MSUv7.0	Zm00008a012793_T01.v1.1	NA
LOC_Os03g19690.1.MSUv7.0	Zm00008a001306_T01.v1.1	NA
LOC_Os07g43330.1.MSUv7.0	Zm00008a029411_T01.v1.1	NA
LOC_Os06g49490.1.MSUv7.0	NA	Zm00008a024453_T01.v1.1
LOC_Os10g35720.1.MSUv7.0	Zm00008a004057_T01.v1.1	Zm00008a019935_T01.v1.1
LOC_Os03g52700.1.MSUv7.0	Zm00008a005113_T01.v1.1	Zm00008a019441_T01.v1.1
LOC_Os02g46930.1.MSUv7.0	Zm00008a022704_T01.v1.1	NA
LOC_Os09g32550.1.MSUv7.0	Zm00008a028532_T01.v1.1	NA
LOC_Os03g53070.1.MSUv7.0	Zm00008a005140_T01.v1.1	Zm00008a019429_T01.v1.1
LOC_Os04g58090.1.MSUv7.0	Zm00008a005941_T01.v1.1	NA
LOC_Os02g51590.1.MSUv7.0	Zm00008a023020_T01.v1.1	NA
LOC_Os05g51590.1.MSUv7.0	NA	Zm00008a030924_T01.v1.1
LOC_Os12g39340.1.MSUv7.0	Zm00008a002791_T01.v1.1	NA
LOC_Os05g46370.1.MSUv7.0	Zm00008a026317_T01.v1.1	NA
LOC_Os01g53200.1.MSUv7.0	NA	Zm00008a032413_T01.v1.1
LOC_Os05g50190.1.MSUv7.0	Zm00008a026523_T01.v1.1	Zm00008a030845_T01.v1.1
LOC_Os02g27360.1.MSUv7.0	Zm00008a021780_T01.v1.1	NA
LOC_Os03g38870.1.MSUv7.0	Zm00008a004489_T01.v1.1	Zm00008a019834_T01.v1.1
LOC_Os01g57073.1.MSUv7.0	Zm00008a013669_T01.v1.1	Zm00008a033115_T01.v1.1
LOC_Os07g41740.1.MSUv7.0	Zm00008a029337_T01.v1.1	NA
LOC_Os03g05510.1.MSUv7.0	Zm00008a000364_T01.v1.1	Zm00008a036101_T01.v1.1
LOC_Os04g38650.1.MSUv7.0	Zm00008a007181_T01.v1.1	NA
LOC_Os06g47220.1.MSUv7.0	Zm00008a020380_T01.v1.1	Zm00008a024525_T01.v1.1
LOC_Os01g66520.1.MSUv7.0	Zm00008a013096_T01.v1.1	Zm00008a032754_T01.v1.1
LOC_Os04g56920.1.MSUv7.0	Zm00008a006028_T01.v1.1	NA
LOC_Os07g42640.1.MSUv7.0	Zm00008a029374_T01.v1.1	NA
LOC_Os08g31410.1.MSUv7.0	NA	Zm00008a016126_T01.v1.1
LOC_Os09g37510.1.MSUv7.0	Zm00008a028809_T01.v1.1	Zm00008a009309_T01.v1.1
LOC_Os01g74310.1.MSUv7.0	Zm00008a012612_T01.v1.1	NA
LOC_Os10g26100.1.MSUv7.0	NA	Zm00008a020170_T01.v1.1
LOC_Os07g45290.1.MSUv7.0	Zm00008a029521_T01.v1.1	NA
LOC_Os01g56860.1.MSUv7.0	Zm00008a013685_T01.v1.1	NA
LOC_Os03g58750.1.MSUv7.0	Zm00008a005507_T01.v1.1	NA
LOC_Os03g52010.1.MSUv7.0	Zm00008a005080_T01.v1.1	NA
LOC_Os05g39770.1.MSUv7.0	Zm00008a026003_T01.v1.1	NA
LOC_Os02g56180.1.MSUv7.0	Zm00008a023287_T01.v1.1	NA
LOC_Os03g03610.1.MSUv7.0	Zm00008a000202_T01.v1.1	NA
LOC_Os05g15170.1.MSUv7.0	NA	Zm00008a031130_T01.v1.1
LOC_Os04g10380.1.MSUv7.0	NA	Zm00008a037634_T01.v1.1
LOC_Os09g15830.1.MSUv7.0	Zm00008a027750_T01.v1.1	NA
LOC_Os08g01940.1.MSUv7.0	Zm00008a023478_T01.v1.1	NA
LOC_Os01g11910.1.MSUv7.0	Zm00008a010713_T01.v1.1	NA
LOC_Os01g58580.1.MSUv7.0	Zm00008a013596_T01.v1.1	NA
LOC_Os02g32780.1.MSUv7.0	Zm00008a021921_T01.v1.1	NA
LOC_Os06g36180.1.MSUv7.0	Zm00008a034417_T01.v1.1	Zm00008a024851_T01.v1.1
LOC_Os02g56160.1.MSUv7.0	Zm00008a023286_T01.v1.1	Zm00008a017401_T01.v1.1
LOC_Os01g46270.1.MSUv7.0	Zm00008a014282_T01.v1.1	NA
LOC_Os02g58020.1.MSUv7.0	Zm00008a023372_T01.v1.1	NA
LOC_Os03g01240.1.MSUv7.0	Zm00008a000034_T01.v1.1	Zm00008a036234_T01.v1.1
LOC_Os06g41940.1.MSUv7.0	Zm00008a034718_T01.v1.1	NA
LOC_Os05g34700.1.MSUv7.0	Zm00008a025824_T01.v1.1	NA
LOC_Os01g03020.1.MSUv7.0	NA	Zm00008a029997_T01.v1.1
LOC_Os05g25770.1.MSUv7.0	Zm00008a025546_T01.v1.1	NA
LOC_Os03g53660.1.MSUv7.0	NA	Zm00008a019407_T01.v1.1
LOC_Os08g34220.1.MSUv7.0	Zm00008a003729_T01.v1.1	NA
LOC_Os04g36680.1.MSUv7.0	Zm00008a007283_T01.v1.1	NA
LOC_Os01g47370.1.MSUv7.0	Zm00008a014227_T01.v1.1	Zm00008a032211_T01.v1.1
LOC_Os05g43770.1.MSUv7.0	NA	Zm00008a031627_T01.v1.1
LOC_Os06g09570.1.MSUv7.0	Zm00008a033478_T01.v1.1	NA
LOC_Os05g43374.1.MSUv7.0	NA	Zm00008a031612_T01.v1.1
LOC_Os05g05060.1.MSUv7.0	Zm00008a037471_T01.v1.1	NA
LOC_Os02g05630.1.MSUv7.0	Zm00008a020940_T01.v1.1	NA
LOC_Os04g41950.1.MSUv7.0	Zm00008a006978_T01.v1.1	NA
LOC_Os01g20120.1.MSUv7.0	Zm00008a011699_T01.v1.1	NA
LOC_Os01g44360.1.MSUv7.0	Zm00008a014342_T01.v1.1	NA
LOC_Os01g57650.1.MSUv7.0	Zm00008a013644_T01.v1.1	Zm00008a033099_T01.v1.1
LOC_Os03g50490.1.MSUv7.0	Zm00008a004990_T01.v1.1	NA
LOC_Os01g64660.2.MSUv7.0	Zm00008a013226_T01.v1.1	NA
LOC_Os06g05390.1.MSUv7.0	Zm00008a033739_T01.v1.1	NA
LOC_Os02g02750.3.MSUv7.0	Zm00008a020778_T01.v1.1	NA
LOC_Os08g04310.1.MSUv7.0	Zm00008a037372_T01.v1.1	NA
LOC_Os06g13050.1.MSUv7.0	Zm00008a033298_T01.v1.1	NA
LOC_Os03g59440.1.MSUv7.0	Zm00008a005572_T01.v1.1	NA
LOC_Os08g39100.1.MSUv7.0	Zm00008a003149_T01.v1.1	Zm00008a018029_T01.v1.1
LOC_Os08g36320.2.MSUv7.0	Zm00008a003448_T01.v1.1	NA
LOC_Os05g46610.1.MSUv7.0	Zm00008a026333_T01.v1.1	Zm00008a030677_T01.v1.1
LOC_Os04g45280.1.MSUv7.0	NA	Zm00008a038311_T01.v1.1
LOC_Os02g58340.1.MSUv7.0	Zm00008a023388_T01.v1.1	NA
LOC_Os07g43050.1.MSUv7.0	Zm00008a029402_T01.v1.1	Zm00008a009803_T01.v1.1
LOC_Os04g59394.1.MSUv7.0	Zm00008a006753_T01.v1.1	NA
LOC_Os01g51140.1.MSUv7.0	Zm00008a014019_T01.v1.1	NA
LOC_Os04g44870.1.MSUv7.0	Zm00008a006703_T01.v1.1	NA
LOC_Os08g34580.1.MSUv7.0	Zm00008a003710_T01.v1.1	Zm00008a015957_T01.v1.1
LOC_Os02g33000.1.MSUv7.0	NA	Zm00008a016415_T01.v1.1
LOC_Os02g35870.2.MSUv7.0	Zm00008a022083_T01.v1.1	Zm00008a016532_T01.v1.1
LOC_Os04g57730.1.MSUv7.0	Zm00008a005966_T01.v1.1	NA
LOC_Os03g45770.1.MSUv7.0	NA	Zm00008a019701_T01.v1.1
LOC_Os02g38970.1.MSUv7.0	Zm00008a022247_T01.v1.1	NA
LOC_Os05g14860.1.MSUv7.0	NA	Zm00008a031387_T01.v1.1
LOC_Os01g47330.1.MSUv7.0	Zm00008a014231_T01.v1.1	Zm00008a032208_T01.v1.1
LOC_Os03g52160.1.MSUv7.0	NA	Zm00008a019464_T01.v1.1
LOC_Os08g08210.1.MSUv7.0	Zm00008a037025_T01.v1.1	Zm00008a015489_T01.v1.1
LOC_Os07g48870.1.MSUv7.0	NA	Zm00008a009968_T01.v1.1
LOC_Os05g50950.1.MSUv7.0	Zm00008a026587_T01.v1.1	NA
LOC_Os11g04390.1.MSUv7.0	Zm00008a017764_T01.v1.1	Zm00008a008360_T01.v1.1
LOC_Os06g10440.1.MSUv7.0	NA	Zm00008a024938_T01.v1.1
LOC_Os11g29210.1.MSUv7.0	Zm00008a015314_T01.v1.1	NA
LOC_Os05g28370.1.MSUv7.0	Zm00008a025651_T01.v1.1	NA
LOC_Os01g46169.1.MSUv7.0	Zm00008a014287_T01.v1.1	Zm00008a032178_T01.v1.1
LOC_Os07g04670.1.MSUv7.0	Zm00008a026779_T01.v1.1	NA
LOC_Os01g55190.1.MSUv7.0	Zm00008a013784_T01.v1.1	Zm00008a033194_T01.v1.1
LOC_Os12g37690.1.MSUv7.0	Zm00008a002639_T01.v1.1	NA
LOC_Os09g33510.1.MSUv7.0	Zm00008a028494_T01.v1.1	Zm00008a009194_T01.v1.1
LOC_Os01g64650.1.MSUv7.0	Zm00008a013227_T01.v1.1	NA
LOC_Os05g51450.1.MSUv7.0	Zm00008a026565_T01.v1.1	NA
LOC_Os08g44390.2.MSUv7.0	NA	Zm00008a015868_T01.v1.1
LOC_Os11g34720.1.MSUv7.0	Zm00008a018213_T01.v1.1	NA
LOC_Os07g17210.1.MSUv7.0	Zm00008a027213_T01.v1.1	NA
LOC_Os04g59420.1.MSUv7.0	Zm00008a006759_T01.v1.1	NA
LOC_Os03g55630.1.MSUv7.0	NA	Zm00008a019338_T01.v1.1
LOC_Os02g51620.1.MSUv7.0	Zm00008a023022_T01.v1.1	NA
LOC_Os01g42730.1.MSUv7.0	Zm00008a014626_T01.v1.1	Zm00008a032083_T01.v1.1
LOC_Os01g05430.1.MSUv7.0	Zm00008a011113_T01.v1.1	NA
LOC_Os07g40730.1.MSUv7.0	Zm00008a029277_T01.v1.1	NA
LOC_Os02g40830.1.MSUv7.0	Zm00008a022354_T01.v1.1	Zm00008a016729_T01.v1.1
LOC_Os01g73160.1.MSUv7.0	Zm00008a012667_T01.v1.1	Zm00008a032456_T01.v1.1
LOC_Os04g32930.1.MSUv7.0	NA	Zm00008a037827_T01.v1.1
LOC_Os09g20400.1.MSUv7.0	Zm00008a027880_T01.v1.1	Zm00008a008818_T01.v1.1
LOC_Os05g45450.1.MSUv7.0	NA	Zm00008a031690_T01.v1.1
LOC_Os06g37080.1.MSUv7.0	Zm00008a034454_T01.v1.1	NA
LOC_Os01g74320.1.MSUv7.0	Zm00008a012611_T01.v1.1	NA
LOC_Os10g39850.1.MSUv7.0	NA	Zm00008a035248_T01.v1.1
LOC_Os12g04500.1.MSUv7.0	Zm00008a036305_T01.v1.1	NA
